#{"t_start": 1774733472.6771674, "env_id": "None"}
r,l,t
62.0,8,2.338161
0.0,9,2.343543
10.0,6,2.346542
80.0,5,2.348542
99.0,11,2.357901
-10.0,7,2.361047
43.0,9,2.366099
-82.0,9,2.370141
10.0,9,2.374169
-60.0,9,2.380197
-45.0,6,2.383251
118.0,7,2.388065
50.0,11,2.393371
35.0,7,2.397489
4.0,13,2.406193
-15.0,6,2.40925
-65.0,9,2.413634
-85.0,7,2.416932
18.0,9,2.421307
60.0,10,2.427932
-42.0,9,2.432309
-115.0,8,2.435637
5.0,8,2.440653
-30.0,8,2.446654
93.0,9,2.451653
-15.0,8,2.456712
5.0,7,2.460755
-100.0,10,2.465755
30.0,9,2.469755
68.0,13,2.475755
55.0,8,2.480754
-21.0,11,2.48627
60.0,9,2.490672
28.0,9,2.49599
101.0,11,2.50299
-2.0,10,2.507989
5.0,6,2.511992
-85.0,5,2.513992
101.0,10,2.520185
211.0,11,2.526172
33.0,5,2.528379
98.0,6,2.531659
-40.0,12,2.538078
-42.0,10,2.543134
10.0,8,2.548316
30.0,7,2.55275
-45.0,5,2.554972
28.0,8,2.559548
146.0,10,2.564271
35.0,10,2.570539
-10.0,7,2.574585
133.0,9,2.57985
-19.0,13,2.586448
-80.0,7,2.589735
130.0,10,2.595375
-43.0,12,2.600843
40.0,13,2.606327
75.0,11,2.611896
60.0,9,2.616307
8.0,12,2.62179
-72.0,10,2.626681
118.0,12,2.63479
88.0,12,2.644018
-120.0,9,2.650123
-25.0,10,2.655176
45.0,9,2.660273
5.0,8,2.664273
5.0,11,2.669273
-90.0,6,2.673393
-5.0,8,2.677419
63.0,15,2.684418
58.0,6,2.688417
98.0,12,2.697218
45.0,5,2.701603
-30.0,5,2.704941
66.0,9,2.708227
-12.0,6,2.711511
0.0,6,2.714785
95.0,9,2.720127
-30.0,6,2.724187
133.0,13,2.731764
-12.0,6,2.73515
60.0,5,2.73815
111.0,15,2.74515
-90.0,9,2.75015
-70.0,8,2.754715
86.0,8,2.760427
45.0,3,2.762623
30.0,9,2.768957
45.0,9,2.773037
-27.0,12,2.778481
0.0,5,2.781893
-15.0,6,2.785102
85.0,13,2.792102
-28.0,9,2.79844
103.0,10,2.803497
-5.0,9,2.807544
98.0,9,2.813783
10.0,9,2.818796
25.0,9,2.822796
-25.0,9,2.828436
-30.0,9,2.832436
103.0,9,2.836436
-20.0,9,2.841436
108.0,10,2.846436
150.0,11,2.851436
10.0,8,2.855436
95.0,9,2.860596
133.0,9,2.864636
-20.0,6,2.867685
66.0,11,2.873773
50.0,6,2.878231
98.0,11,2.883616
75.0,9,2.887686
10.0,9,2.892973
80.0,9,2.896974
0.0,8,2.900973
-50.0,9,2.906217
-7.0,10,2.910607
30.0,7,2.913888
30.0,9,2.918279
-45.0,6,2.923455
37.0,9,2.9418
173.0,12,2.949534
98.0,11,2.95528
34.0,9,2.959666
25.0,11,2.965211
-30.0,5,2.967407
13.0,6,2.970714
73.0,9,2.976227
123.0,10,2.980625
43.0,9,2.985023
47.0,7,2.98832
81.0,14,2.994921
-25.0,5,2.998214
30.0,9,3.003136
83.0,7,3.008566
3.0,9,3.014674
-50.0,6,3.018226
68.0,9,3.022617
-45.0,8,3.026399
95.0,12,3.032814
105.0,10,4.108495
141.0,9,4.115133
-105.0,6,4.117342
35.0,9,4.123165
63.0,9,4.126811
75.0,8,4.131224
75.0,9,4.136564
65.0,9,4.141211
48.0,11,4.146909
-40.0,5,4.149107
50.0,9,4.154225
135.0,8,4.158225
38.0,8,4.162767
133.0,10,4.168767
-15.0,8,4.172766
-35.0,6,4.175766
-23.0,10,4.180767
110.0,9,4.185767
55.0,7,4.188766
135.0,9,4.194051
-20.0,10,4.199199
-60.0,6,4.202199
78.0,11,4.208656
103.0,9,4.213054
126.0,20,4.225173
0.0,5,4.227867
100.0,10,4.235632
53.0,8,4.238931
105.0,6,4.242243
115.0,9,4.246678
-42.0,7,4.251091
103.0,9,4.255455
68.0,10,4.260978
15.0,6,4.264274
-55.0,5,4.266499
-105.0,9,4.270916
-65.0,9,4.276432
43.0,10,4.280837
20.0,9,4.285263
-45.0,5,4.288577
55.0,8,4.292815
3.0,9,4.309877
77.0,9,4.315394
100.0,12,4.322934
99.0,11,4.330751
-15.0,10,4.334889
108.0,8,4.339122
126.0,12,4.345294
226.0,11,4.3504
91.0,14,4.35683
-42.0,9,4.361933
-35.0,4,4.363973
55.0,8,4.367033
-40.0,5,4.370354
70.0,6,4.373661
-40.0,9,4.377015
32.0,6,4.380308
110.0,12,4.386679
98.0,15,4.393749
110.0,10,4.399832
105.0,9,4.404832
30.0,9,4.408832
115.0,13,4.416835
100.0,9,4.420835
118.0,9,4.425835
53.0,11,4.431632
43.0,7,4.435632
50.0,8,4.438632
-20.0,6,4.443078
85.0,9,4.448077
5.0,9,4.452077
48.0,14,4.459138
10.0,9,4.464156
134.0,11,4.469156
-5.0,5,4.472156
83.0,9,4.477156
219.0,10,4.485347
88.0,6,4.490448
-15.0,9,4.494824
73.0,12,4.500928
28.0,9,4.506021
60.0,5,4.510189
48.0,8,4.514342
111.0,18,4.522588
110.0,5,4.525995
141.0,11,4.532557
-7.0,7,4.536615
125.0,12,4.543416
5.0,4,4.5456
-130.0,8,4.549999
111.0,9,4.55553
30.0,11,4.560126
-40.0,8,4.564568
43.0,9,4.568949
-10.0,8,4.573406
51.0,13,4.579999
-5.0,9,4.583284
-4.0,14,4.589876
143.0,9,4.594257
68.0,12,4.600849
20.0,9,4.605239
8.0,9,4.609632
-27.0,9,4.614022
20.0,6,4.616232
82.0,9,4.620678
163.0,12,4.627314
20.0,9,4.633918
45.0,7,4.640003
18.0,10,4.647105
80.0,9,4.653115
45.0,6,4.656115
65.0,7,4.659115
55.0,8,4.664531
192.0,16,4.673175
48.0,14,4.68043
-40.0,7,4.684856
70.0,8,4.691446
-2.0,13,4.698824
35.0,7,4.702863
7.0,9,4.707881
63.0,9,4.711881
148.0,13,4.719528
61.0,9,4.72383
28.0,9,4.728715
60.0,9,4.734139
63.0,12,4.739621
139.0,15,4.747538
8.0,5,4.749753
102.0,10,4.755251
108.0,10,4.761012
5.0,6,4.764288
196.0,18,4.773279
57.0,9,4.779468
40.0,8,4.785554
75.0,7,4.790718
181.0,13,4.796718
35.0,11,4.801718
-18.0,9,4.807173
-17.0,9,4.812704
-24.0,10,4.817106
5.0,5,4.82049
25.0,8,4.82377
35.0,9,4.828648
45.0,5,4.831919
50.0,6,4.834112
-7.0,8,4.83953
10.0,5,4.84253
241.0,17,4.85053
122.0,20,4.860728
51.0,11,4.866228
43.0,9,4.870664
45.0,12,4.876221
48.0,7,4.880507
95.0,9,4.886517
40.0,7,4.892517
84.0,9,4.896516
167.0,16,4.904827
90.0,8,4.908869
83.0,12,4.914913
52.0,7,4.918913
50.0,7,4.921913
50.0,9,4.926913
-55.0,9,4.931726
96.0,14,4.939823
54.0,13,4.946181
-44.0,6,4.949212
103.0,9,4.953254
-5.0,8,4.95731
33.0,8,4.962328
25.0,8,4.966328
60.0,11,4.971328
73.0,9,4.975328
71.0,9,4.980631
112.0,11,4.986708
15.0,9,4.991928
124.0,9,4.995928
36.0,12,5.001928
85.0,9,5.007109
28.0,9,5.013702
103.0,11,5.021399
75.0,9,5.026974
10.0,6,5.029668
15.0,9,5.035138
198.0,15,5.042488
73.0,9,5.04657
18.0,12,5.054534
-70.0,7,5.057563
100.0,7,5.061604
116.0,10,5.066654
30.0,8,5.071022
145.0,13,5.077167
45.0,10,5.082218
60.0,9,5.086502
15.0,5,5.089502
160.0,12,5.095502
105.0,10,5.100502
55.0,9,5.105502
15.0,5,5.107502
-2.0,5,5.110502
-5.0,9,5.115505
0.0,7,5.11898
80.0,6,5.122011
5.0,11,5.128295
113.0,11,5.134212
-15.0,7,5.13753
115.0,8,5.141992
28.0,10,5.147804
23.0,9,5.153322
-85.0,5,5.156629
31.0,13,5.163856
73.0,9,5.168856
-39.0,11,5.173856
-10.0,5,5.176856
103.0,9,5.181856
68.0,7,5.184856
-25.0,9,5.189856
-48.0,9,5.193856
115.0,10,5.200826
131.0,13,5.209918
175.0,9,5.214481
-25.0,7,5.217763
1.0,7,5.222178
-15.0,5,5.224397
160.0,8,5.230535
-25.0,12,6.216241
40.0,6,6.219269
65.0,9,6.224314
197.0,20,6.233849
66.0,6,6.236849
87.0,11,6.242849
5.0,10,6.248187
163.0,9,6.253234
50.0,6,6.256234
119.0,11,6.263473
100.0,7,6.267509
105.0,10,6.272554
163.0,9,6.278744
75.0,15,6.285744
83.0,14,6.293815
115.0,9,6.298874
133.0,9,6.302874
163.0,14,6.310465
18.0,8,6.315524
105.0,11,6.323522
121.0,9,6.329033
53.0,9,6.335171
118.0,7,6.339423
135.0,8,6.343459
20.0,6,6.346515
53.0,9,6.356456
20.0,9,6.361456
18.0,13,6.367456
118.0,11,6.373456
20.0,9,6.378456
60.0,9,6.383456
70.0,10,6.388456
60.0,9,6.392456
191.0,21,6.402456
35.0,7,6.406456
-52.0,9,6.410456
124.0,13,6.41766
153.0,11,6.422705
73.0,10,6.427769
47.0,9,6.43232
65.0,9,6.437438
90.0,9,6.44253
107.0,11,6.449692
174.0,15,6.456833
123.0,10,6.461963
22.0,9,6.466361
111.0,11,6.471847
-30.0,6,6.475134
60.0,10,6.479994
106.0,15,6.486635
87.0,6,6.490963
105.0,9,6.498385
118.0,13,6.507498
-95.0,9,6.512497
85.0,6,6.515501
124.0,18,6.524307
140.0,11,6.529871
80.0,10,6.534922
185.0,12,6.54195
-75.0,6,6.54495
-5.0,10,6.54995
58.0,11,6.555893
95.0,9,6.560944
50.0,7,6.563975
128.0,12,6.571035
30.0,6,6.574035
80.0,6,6.577035
-45.0,5,6.579495
125.0,10,6.584641
101.0,7,6.588691
-15.0,5,6.591691
195.0,16,6.599691
130.0,13,6.61081
136.0,14,6.62505
131.0,14,6.639195
38.0,9,6.645691
113.0,9,6.649724
93.0,16,6.660125
8.0,11,6.667411
2.0,8,6.672411
65.0,9,6.679631
135.0,10,6.68655
86.0,12,6.693994
53.0,5,6.69705
-17.0,9,6.704609
55.0,14,6.713762
76.0,16,6.725483
133.0,8,6.73008
95.0,9,6.734131
163.0,15,6.742192
40.0,9,6.747191
-13.0,9,6.751191
-10.0,5,6.754191
83.0,9,6.758191
61.0,10,6.763537
152.0,14,6.770537
55.0,9,6.775537
0.0,7,6.778537
70.0,11,6.784537
86.0,9,6.788537
68.0,9,6.793962
235.0,24,6.804962
-22.0,8,6.809962
105.0,9,6.814966
123.0,9,6.818965
213.0,11,6.824965
38.0,12,6.830477
236.0,29,6.844476
128.0,10,6.849907
143.0,12,6.856936
62.0,9,6.861936
18.0,7,6.865936
125.0,10,6.871936
45.0,8,6.875936
27.0,11,6.880936
-5.0,5,6.883936
110.0,9,6.88928
52.0,5,6.891299
133.0,13,6.897352
106.0,17,6.906879
98.0,9,6.911879
96.0,10,6.921275
185.0,14,6.930357
43.0,6,6.934948
72.0,9,6.939006
122.0,9,6.94405
-35.0,9,6.948417
85.0,8,6.953475
171.0,9,6.957511
37.0,8,6.962847
120.0,8,6.96715
100.0,13,6.974209
128.0,10,6.979209
20.0,5,6.982209
107.0,11,6.988208
85.0,10,6.993648
191.0,10,6.998647
-15.0,8,7.002647
55.0,5,7.005647
173.0,14,7.014651
-95.0,9,7.027426
78.0,11,7.033016
5.0,5,7.036092
146.0,14,7.043622
40.0,6,7.046688
71.0,20,7.055889
150.0,9,7.059952
-20.0,7,7.063107
213.0,15,7.070803
113.0,10,7.076729
98.0,9,7.08216
65.0,9,7.087296
101.0,11,7.094295
35.0,14,7.101575
90.0,11,7.107729
51.0,9,7.111771
145.0,9,7.116841
193.0,11,7.12464
90.0,9,7.129848
60.0,9,7.134572
90.0,8,7.138962
91.0,12,7.144938
66.0,13,7.152143
155.0,11,7.157143
11.0,9,7.161143
70.0,11,7.167408
95.0,9,7.17246
20.0,9,7.176532
22.0,9,7.181673
161.0,11,7.187778
139.0,9,7.191923
36.0,9,7.197942
250.0,12,7.204439
175.0,12,7.211917
73.0,11,7.217396
95.0,7,7.220684
48.0,12,7.227191
-22.0,10,7.23457
232.0,13,7.240042
150.0,11,7.246651
200.0,9,7.252085
60.0,7,7.257447
75.0,9,7.261897
140.0,13,7.268495
85.0,9,7.272905
55.0,10,7.278448
112.0,9,7.282899
71.0,10,7.287288
20.0,8,7.291761
80.0,11,7.297228
88.0,15,7.305702
113.0,9,7.311788
140.0,9,7.316841
220.0,10,7.322153
135.0,6,7.327369
128.0,9,7.332117
81.0,12,7.338865
166.0,10,7.343244
120.0,12,7.348781
173.0,12,7.355621
70.0,9,7.360021
166.0,9,7.365658
30.0,7,8.37157
100.0,5,8.374654
110.0,6,8.377742
100.0,9,8.382832
47.0,9,8.385897
155.0,11,8.408307
118.0,11,8.415423
174.0,12,8.422639
128.0,10,8.427743
115.0,11,8.432341
140.0,10,8.437888
95.0,9,8.442279
75.0,7,8.446675
178.0,13,8.452353
213.0,12,8.458958
118.0,9,8.463355
40.0,5,8.466663
108.0,8,8.470705
142.0,9,8.475756
25.0,9,8.480787
-25.0,7,8.484787
105.0,12,8.490787
208.0,11,8.496915
65.0,5,8.49996
35.0,5,8.501993
83.0,9,8.50735
100.0,7,8.511379
95.0,12,8.516917
226.0,14,8.523635
43.0,9,8.530938
145.0,9,8.536275
86.0,10,8.541755
35.0,5,8.544085
38.0,17,8.551797
187.0,12,8.557328
137.0,8,8.562007
235.0,18,8.571501
118.0,10,8.578747
145.0,9,8.583808
158.0,11,8.589865
135.0,13,8.596865
170.0,14,8.602865
100.0,13,8.610056
90.0,8,8.614077
65.0,8,8.61808
186.0,11,8.62408
95.0,11,8.62908
106.0,7,8.634097
35.0,9,8.638304
33.0,6,8.641336
200.0,11,8.647428
-30.0,5,8.650458
166.0,11,8.656587
61.0,9,8.660628
145.0,12,8.666677
198.0,13,8.672677
125.0,10,8.677677
83.0,9,8.682677
153.0,9,8.687677
33.0,6,8.691676
65.0,8,8.695832
130.0,10,8.700839
213.0,14,8.70684
103.0,11,8.71284
90.0,8,8.717263
60.0,5,8.720263
216.0,13,8.727461
25.0,8,8.732009
135.0,9,8.736013
113.0,9,8.741013
126.0,12,8.747013
213.0,15,8.755518
81.0,10,8.762165
138.0,11,8.767357
216.0,14,8.775715
207.0,18,8.783904
-55.0,5,8.785936
205.0,16,8.794274
135.0,9,8.798355
105.0,5,8.801406
68.0,12,8.806531
162.0,13,8.812713
123.0,10,8.819916
127.0,9,8.82544
107.0,10,8.831507
98.0,9,8.835814
118.0,12,8.84346
111.0,12,8.848948
93.0,11,8.854506
131.0,12,8.859988
151.0,21,8.872193
60.0,9,8.8766
135.0,6,8.87989
167.0,7,8.88318
118.0,9,8.887663
121.0,9,8.892054
188.0,21,8.901376
274.0,21,8.911265
148.0,15,8.919923
189.0,13,8.927357
175.0,13,8.934878
114.0,13,8.941803
193.0,13,8.948429
159.0,9,8.952831
211.0,12,8.958341
211.0,9,8.963869
150.0,9,8.968263
148.0,9,8.972659
127.0,8,8.977088
118.0,11,8.982611
25.0,6,8.984806
63.0,10,8.9903
168.0,16,8.999631
50.0,6,9.004631
185.0,11,9.011338
96.0,11,9.016843
136.0,14,9.023428
172.0,12,9.030153
62.0,8,9.033965
55.0,9,9.038381
110.0,6,9.042947
60.0,9,9.049952
164.0,10,9.057226
20.0,12,9.063293
140.0,6,9.066342
90.0,9,9.071392
146.0,12,9.077459
108.0,10,9.082512
210.0,17,9.090616
174.0,15,9.098737
105.0,8,9.102772
136.0,18,9.110772
50.0,6,9.114772
35.0,6,9.117775
226.0,11,9.12422
93.0,10,9.129302
152.0,12,9.135128
83.0,8,9.139168
193.0,13,9.146243
201.0,10,9.151392
101.0,12,9.157487
139.0,17,9.164984
90.0,5,9.168112
120.0,6,9.171144
158.0,9,9.176196
140.0,12,9.182235
-2.0,6,9.185235
90.0,11,9.191235
85.0,10,9.196235
100.0,9,9.201235
115.0,9,9.206235
180.0,9,9.210235
128.0,10,9.21631
65.0,7,9.219356
75.0,10,9.225636
106.0,13,9.23317
30.0,9,9.237557
45.0,5,9.239744
126.0,14,9.248805
-60.0,9,9.25428
113.0,10,9.260151
133.0,15,9.266828
28.0,10,9.272335
221.0,11,9.277014
233.0,16,9.286594
130.0,8,9.29388
48.0,9,9.299077
83.0,7,9.303166
130.0,10,9.308648
49.0,10,9.313019
15.0,5,9.316299
40.0,12,9.321776
48.0,5,9.32393
55.0,9,9.328987
200.0,11,9.333538
76.0,9,9.339208
113.0,10,9.346164
218.0,15,9.35607
125.0,8,9.360449
136.0,11,9.365952
58.0,9,9.370387
162.0,16,9.378103
68.0,10,9.382499
138.0,8,9.386947
115.0,7,9.390241
41.0,7,9.394642
84.0,17,9.402622
40.0,5,9.404834
282.0,16,9.412536
176.0,11,9.418062
70.0,5,9.421362
116.0,12,9.426872
98.0,9,9.432193
165.0,9,9.436072
100.0,9,9.440485
171.0,7,9.444871
152.0,9,9.449396
128.0,11,9.455396
98.0,10,9.460396
85.0,9,9.465852
118.0,12,9.472466
91.0,12,10.444203
118.0,9,10.448204
63.0,11,10.454204
198.0,7,10.457203
188.0,9,10.462203
150.0,8,10.466203
208.0,11,10.472203
192.0,8,10.476446
118.0,10,10.483051
170.0,9,10.487466
99.0,10,10.491875
28.0,10,10.497387
250.0,16,10.506237
105.0,9,10.511759
160.0,9,10.516158
306.0,16,10.524997
179.0,13,10.530524
131.0,10,10.536555
255.0,15,10.54429
118.0,9,10.548712
101.0,12,10.55421
158.0,9,10.559743
193.0,12,10.565274
161.0,14,10.571916
130.0,13,10.578552
200.0,11,10.584085
162.0,12,10.591334
230.0,11,10.596334
153.0,11,10.602334
118.0,10,10.607
75.0,9,10.611421
151.0,10,10.616951
166.0,13,10.622497
138.0,10,10.628025
112.0,9,10.632945
182.0,9,10.637392
142.0,9,10.642936
241.0,14,10.64956
179.0,10,10.655149
163.0,12,10.660672
125.0,7,10.66398
180.0,16,10.672815
111.0,10,10.67722
108.0,8,10.682733
271.0,19,10.691569
173.0,11,10.697083
103.0,9,10.703366
155.0,14,10.71251
278.0,14,10.721667
167.0,9,10.726729
222.0,9,10.730787
88.0,10,10.736342
140.0,12,10.742401
239.0,18,10.753484
133.0,13,10.760507
150.0,7,10.763506
105.0,9,10.768506
90.0,9,10.772506
181.0,12,10.779506
197.0,10,10.783506
113.0,8,10.788506
173.0,15,10.795506
132.0,14,10.802535
122.0,13,10.808758
143.0,9,10.81382
198.0,15,10.820902
198.0,14,10.828125
87.0,9,10.832667
219.0,11,10.837737
98.0,10,10.842833
62.0,8,10.846872
35.0,10,10.851923
112.0,10,10.857004
101.0,9,10.861045
105.0,9,10.866117
130.0,9,10.870615
27.0,6,10.873916
83.0,9,10.880471
161.0,9,10.888085
-3.0,10,10.893085
162.0,11,10.898085
123.0,11,10.904085
153.0,9,10.908085
20.0,8,10.912085
145.0,11,10.918594
161.0,9,10.922635
182.0,13,10.928716
197.0,15,10.936319
136.0,11,10.942352
183.0,14,10.948352
8.0,8,10.952351
112.0,14,10.959352
306.0,20,10.968351
85.0,5,10.971351
39.0,15,10.978352
150.0,12,10.984352
141.0,9,10.989351
155.0,8,10.993351
143.0,14,10.999352
127.0,13,11.006764
159.0,10,11.010815
82.0,8,11.014885
218.0,13,11.021959
50.0,9,11.029645
287.0,15,11.041117
116.0,13,11.049906
25.0,9,11.054245
247.0,14,11.063365
70.0,9,11.06778
136.0,9,11.072203
240.0,17,11.08103
108.0,9,11.085432
138.0,10,11.091993
85.0,9,11.096385
236.0,10,11.100796
156.0,9,11.10907
213.0,13,11.121728
259.0,24,11.133629
138.0,12,11.139633
72.0,11,11.144633
145.0,10,11.151112
316.0,18,11.164325
141.0,9,11.170084
187.0,9,11.175579
132.0,13,11.182232
233.0,14,11.188795
221.0,16,11.19662
150.0,16,11.203351
280.0,14,11.209997
125.0,9,11.214703
148.0,9,11.219117
232.0,17,11.231283
204.0,14,11.23888
223.0,18,11.247908
156.0,11,11.253909
148.0,9,11.258972
158.0,8,11.263079
153.0,9,11.267119
85.0,9,11.272461
241.0,15,11.279758
168.0,11,11.285837
131.0,9,11.291118
235.0,13,11.297681
218.0,14,11.304248
130.0,9,11.308803
197.0,10,11.314301
102.0,12,11.319896
206.0,10,11.325255
133.0,14,11.331722
211.0,16,11.340203
73.0,6,11.343234
-28.0,9,11.348319
156.0,9,11.353756
123.0,10,11.358136
108.0,9,11.362539
110.0,6,11.365839
102.0,9,11.370269
123.0,11,11.374683
119.0,8,11.379092
127.0,7,11.383803
78.0,8,11.387102
90.0,10,11.392612
103.0,10,11.397006
162.0,13,11.488782
300.0,19,11.49791
206.0,12,11.503959
95.0,8,11.508596
113.0,11,11.514671
244.0,16,11.523232
121.0,12,11.529314
143.0,9,11.53387
173.0,10,11.539269
115.0,14,11.546818
253.0,16,11.557085
221.0,9,11.563085
128.0,10,11.568667
125.0,7,11.57387
148.0,11,11.582015
90.0,9,11.587403
213.0,11,11.593531
217.0,13,11.600657
116.0,13,11.605895
193.0,13,11.612123
181.0,11,11.617879
150.0,7,12.66303
247.0,13,12.669417
208.0,9,12.67399
216.0,16,12.681883
171.0,15,12.6887
195.0,15,12.695518
159.0,17,12.704622
123.0,8,12.709137
259.0,16,12.715913
135.0,9,12.721587
229.0,13,12.727243
77.0,5,12.731763
208.0,13,12.738033
165.0,9,12.742545
5.0,12,12.748165
311.0,15,12.759482
123.0,13,12.768517
65.0,7,12.773276
177.0,10,12.777782
429.0,29,12.791327
184.0,12,12.798095
100.0,5,12.800344
182.0,12,12.805982
263.0,13,12.813914
219.0,12,12.820701
345.0,17,12.8309
105.0,9,12.835901
111.0,9,12.83929
128.0,9,12.844951
115.0,9,12.849458
195.0,7,12.852838
159.0,10,12.858464
112.0,9,12.862975
145.0,13,12.869729
198.0,9,12.874244
108.0,9,12.878808
374.0,29,12.89579
203.0,12,12.901424
162.0,10,12.905951
298.0,16,12.914979
193.0,10,12.920624
170.0,8,12.92515
156.0,9,12.929669
133.0,9,12.933669
140.0,11,12.940484
40.0,9,12.948433
36.0,5,12.952969
85.0,12,12.960896
292.0,14,12.967698
183.0,10,12.97334
58.0,7,12.976729
139.0,16,12.983512
178.0,8,12.988024
134.0,14,12.99482
127.0,13,13.001592
115.0,9,13.006116
107.0,8,13.010631
248.0,18,13.020782
85.0,7,13.024145
179.0,9,13.028657
207.0,10,13.033654
124.0,11,13.039282
67.0,9,13.043779
250.0,12,13.050542
218.0,11,13.05846
136.0,15,13.065233
136.0,12,13.072156
215.0,11,13.077782
196.0,11,13.083418
109.0,14,13.090202
94.0,9,13.09473
130.0,10,13.099247
109.0,11,13.104883
173.0,15,13.116261
172.0,10,13.12306
141.0,10,13.128698
207.0,10,13.133696
173.0,12,13.139309
177.0,9,13.144967
80.0,6,13.148354
177.0,12,13.153966
198.0,17,13.163001
217.0,22,13.171991
25.0,11,13.17878
253.0,15,13.186654
256.0,12,13.193428
173.0,11,13.199086
353.0,24,13.21044
219.0,10,13.216112
261.0,15,13.222908
177.0,10,13.228587
88.0,13,13.234718
56.0,11,13.241521
255.0,18,13.250544
140.0,12,13.256189
230.0,10,13.261829
228.0,10,13.266357
151.0,10,13.272033
218.0,16,13.279938
207.0,18,13.287849
213.0,13,13.294642
283.0,21,13.305858
115.0,9,13.310368
95.0,9,13.314897
160.0,16,13.322804
201.0,9,13.329596
358.0,22,13.341366
343.0,19,13.351519
93.0,8,13.356056
55.0,6,13.359448
149.0,15,13.368489
197.0,11,13.372985
264.0,18,13.382001
32.0,6,13.38544
125.0,9,13.389937
173.0,9,13.39559
161.0,9,13.400091
80.0,9,13.40461
207.0,13,13.411368
111.0,10,13.417044
213.0,14,13.423829
169.0,10,13.428328
193.0,12,13.43461
174.0,17,13.442486
166.0,13,13.450395
153.0,13,13.457166
190.0,13,13.465098
195.0,16,13.472992
153.0,9,13.477551
196.0,11,13.483194
145.0,9,13.489973
126.0,9,13.49451
152.0,11,13.500133
254.0,14,13.508085
153.0,19,13.516029
54.0,8,13.520567
209.0,12,13.527365
85.0,8,13.531882
210.0,14,13.539166
113.0,9,13.543687
118.0,7,13.548191
244.0,12,13.554962
148.0,12,13.561705
148.0,11,13.56736
73.0,7,13.570742
83.0,11,13.576365
87.0,8,13.57975
169.0,9,13.584255
128.0,10,13.594432
169.0,10,13.601218
165.0,10,13.60688
149.0,9,13.611386
121.0,9,13.615901
125.0,8,13.620416
217.0,14,13.627186
108.0,9,13.631695
216.0,14,13.637839
127.0,9,13.642344
211.0,12,13.649035
155.0,8,13.654754
282.0,14,13.664982
127.0,8,13.670664
272.0,19,13.679662
258.0,16,13.688684
146.0,13,13.695429
170.0,6,13.698818
286.0,23,13.710084
244.0,13,13.716947
185.0,10,13.7226
118.0,11,13.728215
197.0,10,13.733885
112.0,7,13.736633
148.0,9,13.741138
208.0,19,13.75243
125.0,11,14.825822
207.0,15,14.833927
142.0,9,14.838465
237.0,17,14.846538
32.0,6,14.849566
189.0,14,14.857134
155.0,9,14.863163
141.0,9,14.867163
130.0,9,14.872616
115.0,9,14.877812
160.0,9,14.882829
124.0,9,14.887829
267.0,13,14.893829
219.0,18,14.902829
165.0,8,14.906829
37.0,9,14.911829
303.0,17,14.920829
223.0,13,14.926832
203.0,9,14.933083
220.0,12,14.939638
191.0,9,14.944701
260.0,16,14.952708
200.0,10,14.957708
97.0,5,14.960708
156.0,11,14.966708
238.0,11,14.972708
78.0,10,14.978005
188.0,13,14.985005
165.0,8,14.989005
186.0,9,14.994377
156.0,9,14.999424
172.0,12,15.004485
224.0,16,15.013695
183.0,10,15.018695
137.0,11,15.024698
228.0,15,15.032699
279.0,17,15.041256
110.0,9,15.046256
