#{"t_start": 1774736329.1589391, "env_id": "None"}
r,l,t
80.0,11,3.190362
75.0,14,3.218264
73.0,6,3.232592
23.0,10,3.25305
-45.0,6,3.268525
103.0,10,3.2915
75.0,10,3.311517
55.0,9,3.329789
50.0,9,3.352459
-30.0,3,3.360141
45.0,9,3.381928
-10.0,9,3.401291
133.0,12,3.425297
-45.0,6,3.439611
28.0,10,3.46275
60.0,10,4.578155
135.0,7,4.595058
88.0,8,4.612113
122.0,13,4.639624
130.0,13,4.668651
128.0,13,4.695318
124.0,13,4.73006
43.0,9,4.750066
60.0,9,4.768579
65.0,6,4.782324
120.0,9,4.801836
173.0,16,4.837578
128.0,9,4.858937
-17.0,5,4.870937
51.0,14,4.900913
-52.0,10,4.922124
7.0,5,4.933739
145.0,9,4.956487
146.0,11,4.989614
103.0,7,5.004784
-5.0,9,5.024619
188.0,13,5.052808
-9.0,11,5.081806
48.0,7,5.09732
140.0,12,5.116097
8.0,9,5.126307
23.0,12,5.139933
173.0,10,5.152442
58.0,9,5.163784
88.0,13,5.179671
40.0,5,5.187222
-5.0,8,5.203756
130.0,13,5.231306
67.0,12,5.25486
85.0,11,5.27686
132.0,14,5.308892
52.0,13,5.32844
58.0,9,5.341017
-25.0,12,5.358546
107.0,12,5.376738
-10.0,5,5.386119
72.0,8,5.399029
123.0,13,5.419498
163.0,10,5.43772
102.0,9,5.456734
0.0,5,5.469154
225.0,10,5.490322
-40.0,5,5.504046
141.0,11,5.527723
83.0,9,5.548475
105.0,11,5.571623
175.0,11,5.596114
-5.0,9,6.72635
102.0,10,6.747511
170.0,12,6.772837
105.0,14,6.803727
143.0,9,6.819806
35.0,5,6.827692
58.0,8,6.837073
181.0,13,6.859144
96.0,9,6.874079
121.0,12,6.891965
185.0,12,6.909823
100.0,9,6.924388
169.0,10,6.939702
42.0,8,6.957407
-17.0,9,6.977451
95.0,9,6.998884
168.0,12,7.024913
145.0,12,7.055256
95.0,8,7.074666
113.0,9,7.098578
148.0,9,7.11864
153.0,11,7.142098
167.0,8,7.155383
238.0,19,7.19294
130.0,9,7.211543
180.0,14,7.239611
87.0,9,7.259739
70.0,16,7.291251
166.0,10,7.316381
158.0,11,7.339098
26.0,9,7.358016
163.0,12,7.384269
224.0,15,7.432536
211.0,9,7.453473
138.0,10,7.475887
128.0,11,7.498123
40.0,10,7.519989
10.0,8,7.535408
247.0,16,7.558468
273.0,18,7.596967
103.0,6,7.610375
149.0,17,7.644221
58.0,7,7.659664
2.0,9,7.677531
105.0,10,7.696858
87.0,6,7.709504
221.0,16,7.740739
60.0,5,7.751527
110.0,9,8.85231
170.0,9,8.8735
63.0,9,8.893867
57.0,9,8.912918
185.0,12,8.934465
118.0,8,8.946674
65.0,8,8.959501
125.0,8,8.970557
35.0,9,8.983709
135.0,13,9.000931
125.0,8,9.011538
160.0,11,9.026947
175.0,9,9.048201
125.0,7,9.063929
73.0,12,9.091781
120.0,6,9.120616
168.0,10,9.144292
145.0,11,9.169845
114.0,11,9.194292
148.0,11,9.218802
120.0,10,9.241086
257.0,14,9.273764
62.0,7,9.296903
193.0,13,9.326523
80.0,9,9.34738
123.0,16,9.379545
125.0,8,9.398466
85.0,11,9.421164
70.0,5,9.433737
111.0,12,9.459443
120.0,9,9.478652
81.0,9,9.498355
183.0,11,9.519648
175.0,10,9.536211
45.0,9,9.552147
149.0,12,9.575153
143.0,9,9.593936
191.0,11,9.618348
213.0,14,9.648467
73.0,9,9.670929
133.0,10,9.694221
164.0,11,9.721976
138.0,10,9.744007
145.0,15,9.774139
80.0,6,9.787675
126.0,9,9.805676
-55.0,11,9.826405
131.0,21,9.868322
90.0,7,9.884128
140.0,9,9.903405
158.0,9,9.922673
206.0,11,11.030011
135.0,7,11.045913
95.0,10,11.067143
158.0,10,11.088052
88.0,9,11.106732
335.0,19,11.145632
232.0,12,11.170094
113.0,9,11.187668
60.0,10,11.21026
125.0,13,11.235998
146.0,15,11.265964
308.0,15,11.2988
172.0,13,11.32525
256.0,14,11.370439
150.0,12,11.403631
104.0,11,11.428606
160.0,13,11.455642
135.0,5,11.469642
130.0,7,11.488283
206.0,13,11.517195
182.0,9,11.537712
188.0,13,11.561089
251.0,11,11.58441
168.0,7,11.60028
130.0,8,11.616946
138.0,10,11.642621
152.0,14,11.671744
71.0,6,11.685404
239.0,18,11.726027
242.0,17,11.758305
60.0,5,11.771369
103.0,9,11.791423
127.0,10,11.813932
215.0,13,11.842406
128.0,9,11.866325
145.0,9,11.891406
116.0,10,11.917814
180.0,9,11.937916
43.0,10,11.966811
132.0,9,11.990191
160.0,13,12.020814
279.0,16,12.057065
117.0,9,12.082918
274.0,17,12.123627
194.0,9,12.148495
185.0,9,12.175847
258.0,11,13.258162
107.0,8,13.272722
236.0,13,13.299589
256.0,18,13.340223
73.0,8,13.361366
104.0,12,13.38879
194.0,11,13.413154
60.0,10,13.435406
57.0,6,13.449083
183.0,11,13.471082
219.0,14,13.500645
154.0,11,13.524422
257.0,17,13.558156
132.0,9,13.578215
159.0,9,13.598308
173.0,9,13.618828
219.0,21,13.662628
100.0,10,13.682688
263.0,14,13.712717
248.0,14,13.742207
136.0,13,13.76382
175.0,13,13.783351
258.0,13,13.81446
168.0,9,13.834509
121.0,12,13.859845
181.0,13,13.888374
166.0,14,13.916324
248.0,14,13.944106
123.0,7,13.959975
36.0,5,13.970518
93.0,8,13.989562
103.0,7,14.007989
140.0,8,14.027097
260.0,17,14.067307
116.0,20,14.113869
119.0,13,14.141648
192.0,10,14.166213
290.0,18,14.207389
178.0,11,14.235314
228.0,10,14.259314
113.0,8,14.279314
131.0,13,14.307369
130.0,9,14.327662
266.0,19,15.404794
107.0,9,15.425711
94.0,6,15.440763
164.0,10,15.468599
153.0,11,15.499636
313.0,17,15.539766
90.0,10,15.563828
216.0,10,15.587218
230.0,12,15.611914
275.0,20,15.650243
283.0,18,15.6862
292.0,15,15.713659
199.0,11,15.729772
279.0,14,15.76073
181.0,10,15.781687
130.0,9,15.800773
205.0,14,15.829844
235.0,13,15.857274
243.0,13,15.885288
245.0,12,15.911375
173.0,11,15.939146
147.0,11,15.976941
120.0,9,15.998139
208.0,12,16.026366
308.0,18,16.05716
231.0,14,16.091497
153.0,13,16.129021
225.0,13,16.165021
248.0,17,16.20309
173.0,11,16.228293
190.0,14,16.25707
78.0,6,16.268147
198.0,12,16.295645
256.0,18,16.339694
52.0,5,16.353547
161.0,11,16.375367
150.0,10,16.401196
133.0,11,16.427593
187.0,13,16.457967
150.0,9,16.478101
190.0,13,16.502706
25.0,3,16.511031
120.0,7,16.523826
252.0,19,17.556207
181.0,12,17.581917
213.0,9,17.601945
274.0,12,17.628361
145.0,17,17.662487
218.0,12,17.688215
130.0,7,17.703745
162.0,13,17.730549
159.0,12,17.755165
255.0,14,17.784467
154.0,10,17.80399
212.0,12,17.829213
170.0,11,17.866827
234.0,11,17.891568
256.0,14,17.921389
231.0,9,17.94048
188.0,9,17.964459
265.0,13,17.993474
228.0,11,18.019938
123.0,9,18.041108
282.0,22,18.084029
286.0,13,18.111388
68.0,5,18.125175
243.0,11,18.148608
187.0,14,18.175065
131.0,8,18.193256
135.0,9,18.211735
213.0,10,18.226557
189.0,9,18.241485
219.0,17,18.267698
52.0,5,18.280521
303.0,20,18.321433
156.0,14,18.352208
251.0,15,18.387598
153.0,10,18.408526
220.0,12,18.434869
242.0,15,18.466218
251.0,14,18.494522
155.0,13,18.520969
88.0,10,18.542104
190.0,14,18.570116
184.0,13,18.596637
162.0,8,18.613607
233.0,15,19.648654
180.0,9,19.667716
330.0,16,19.700329
420.0,31,19.762235
211.0,12,19.788407
180.0,9,19.808414
266.0,17,19.842842
348.0,20,19.885223
123.0,9,19.905378
201.0,11,19.930059
259.0,13,19.960056
162.0,11,19.987952
290.0,13,20.015624
208.0,14,20.043748
303.0,16,20.077669
451.0,26,20.130839
219.0,9,20.152053
128.0,9,20.172402
210.0,9,20.192729
42.0,9,20.212408
180.0,10,20.231638
221.0,10,20.246483
202.0,8,20.261317
243.0,15,20.285348
263.0,14,20.306031
371.0,24,20.342411
177.0,12,20.369544
101.0,9,20.391477
108.0,12,20.419007
180.0,9,20.437949
395.0,23,20.492703
286.0,16,20.525473
190.0,12,20.551025
286.0,18,20.587763
213.0,17,20.622476
397.0,21,20.664727
251.0,14,20.693727
78.0,7,21.75892
267.0,14,21.78904
202.0,12,21.815369
224.0,9,21.835694
114.0,14,21.867331
219.0,12,21.893721
261.0,12,21.923391
205.0,14,21.953779
230.0,13,21.982565
242.0,12,22.007405
172.0,9,22.027756
165.0,8,22.045609
195.0,9,22.061291
211.0,15,22.08142
369.0,18,22.107557
335.0,23,22.13712
145.0,10,22.150824
163.0,9,22.165749
319.0,15,22.1894
417.0,26,22.22614
106.0,10,22.250249
186.0,11,22.273844
218.0,11,22.296129
256.0,16,22.326723
91.0,5,22.338272
230.0,11,22.35855
497.0,23,22.408943
103.0,9,22.431678
169.0,10,22.454305
150.0,7,22.469939
204.0,11,22.493265
213.0,8,22.511634
146.0,9,22.530029
194.0,13,22.552143
199.0,13,22.572695
253.0,11,22.589216
225.0,12,22.606569
201.0,10,22.622718
125.0,11,22.637809
143.0,12,22.654088
221.0,10,22.669145
307.0,17,22.694064
198.0,10,23.76109
167.0,11,23.781692
419.0,28,23.82118
137.0,8,23.832793
197.0,12,23.856272
155.0,9,23.869481
200.0,15,23.889368
94.0,9,23.901818
170.0,12,23.921585
303.0,18,23.94609
122.0,9,23.95834
90.0,8,23.984946
263.0,12,24.013766
198.0,11,24.037806
392.0,23,24.084578
617.0,32,24.148021
329.0,17,24.184772
262.0,15,24.219208
210.0,9,24.239553
180.0,9,24.25957
213.0,11,24.283113
202.0,11,24.305652
193.0,9,24.324334
220.0,12,24.34985
235.0,12,24.374467
343.0,22,24.424455
314.0,18,24.46107
221.0,13,24.486755
115.0,6,24.500146
184.0,11,24.525177
163.0,9,24.545306
170.0,7,24.560875
157.0,10,24.580933
204.0,9,24.600978
220.0,13,24.627088
173.0,9,24.646052
175.0,9,24.666128
184.0,14,24.693973
132.0,8,24.711766
328.0,16,24.744529
214.0,10,25.842005
90.0,5,25.853517
181.0,9,25.873582
249.0,10,25.895152
178.0,10,25.915321
162.0,12,25.940567
150.0,7,25.956027
173.0,10,25.979596
222.0,12,26.006039
181.0,10,26.031326
250.0,14,26.067323
66.0,5,26.079084
198.0,7,26.094445
295.0,18,26.12925
207.0,10,26.151197
163.0,10,26.171044
263.0,14,26.191483
245.0,11,26.212093
147.0,9,26.23033
273.0,17,26.263453
278.0,12,26.289959
158.0,10,26.310792
242.0,10,26.331467
207.0,11,26.354607
190.0,10,26.377305
384.0,21,26.40694
419.0,20,26.434556
117.0,9,26.447762
288.0,12,26.463927
142.0,9,26.477315
425.0,22,26.50637
52.0,5,26.514324
182.0,8,26.525705
338.0,17,26.555739
255.0,16,26.587041
283.0,17,26.62156
150.0,7,26.637779
287.0,17,26.673231
409.0,19,26.712096
234.0,9,26.731254
378.0,22,26.777294
233.0,12,26.802301
223.0,13,26.841076
247.0,17,27.936552
206.0,12,27.962499
323.0,20,28.010336
164.0,7,28.026126
273.0,16,28.059894
607.0,38,28.136268
224.0,9,28.15519
294.0,15,28.18468
179.0,9,28.203811
150.0,13,28.232243
237.0,13,28.258698
404.0,25,28.308321
223.0,12,28.333344
162.0,9,28.352413
234.0,13,28.380161
143.0,10,28.400692
190.0,14,28.43043
201.0,10,28.452639
144.0,9,28.4724
362.0,24,28.518779
297.0,15,28.550714
236.0,13,28.57672
266.0,15,28.608194
285.0,22,28.650441
235.0,10,28.671328
286.0,16,28.704983
224.0,14,28.733544
207.0,17,28.76689
107.0,5,28.778042
280.0,16,28.810799
160.0,12,28.83539
183.0,9,28.855125
231.0,18,28.891544
91.0,9,28.910596
429.0,23,28.956708
247.0,13,30.018593
108.0,6,30.032144
292.0,16,30.064005
362.0,19,30.103265
483.0,27,30.155017
171.0,14,30.18293
185.0,8,30.200917
315.0,16,30.233075
120.0,9,30.253288
85.0,6,30.266585
379.0,27,30.317614
341.0,23,30.363362
282.0,15,30.394049
186.0,9,30.414842
72.0,7,30.43421
130.0,8,30.450985
322.0,16,30.484652
93.0,9,30.503848
289.0,13,30.531574
246.0,18,30.567875
250.0,14,30.596165
100.0,5,30.609621
208.0,11,30.635046
119.0,7,30.650899
336.0,18,30.689952
192.0,10,30.712113
463.0,28,30.769157
233.0,14,30.801938
282.0,13,30.829447
177.0,11,30.853819
200.0,11,30.877274
169.0,9,30.893214
143.0,9,30.91099
162.0,9,30.933722
162.0,9,30.954223
183.0,12,30.979794
258.0,10,31.001082
316.0,18,31.037836
287.0,16,31.07155
183.0,14,32.125643
128.0,11,32.149346
133.0,7,32.164737
331.0,16,32.200124
159.0,11,32.217249
200.0,10,32.233074
232.0,13,32.262701
199.0,10,32.291639
97.0,6,32.305772
222.0,11,32.328074
218.0,14,32.357354
111.0,8,32.375308
252.0,14,32.404357
242.0,13,32.432714
186.0,10,32.455971
299.0,16,32.488803
205.0,9,32.510097
254.0,11,32.53429
297.0,17,32.570087
287.0,15,32.601373
351.0,19,32.640752
175.0,10,32.662489
180.0,9,32.683737
114.0,8,32.70178
250.0,16,32.73455
191.0,10,32.755961
275.0,16,32.788796
185.0,15,32.820104
213.0,10,32.842529
126.0,11,32.865703
517.0,26,32.91787
185.0,10,32.938437
154.0,10,32.96092
427.0,20,33.002213
219.0,12,33.027553
94.0,6,33.040692
255.0,15,33.071275
230.0,11,33.092775
258.0,19,33.131859
172.0,9,33.150693
226.0,12,33.175388
212.0,13,34.27347
180.0,9,34.293255
188.0,12,34.317806
231.0,12,34.343786
168.0,10,34.364742
161.0,10,34.386384
100.0,8,34.404052
283.0,18,34.44132
431.0,22,34.491322
319.0,16,34.525902
350.0,18,34.56241
89.0,7,34.578108
133.0,10,34.600333
235.0,12,34.628107
308.0,14,34.65787
201.0,9,34.67767
258.0,13,34.704549
138.0,10,34.728818
286.0,14,34.760115
225.0,11,34.788966
180.0,10,34.820914
182.0,9,34.847924
172.0,9,34.868026
271.0,12,34.895093
95.0,7,34.910514
145.0,5,34.924228
262.0,11,34.958992
212.0,12,34.989727
259.0,14,35.026029
522.0,30,35.089231
279.0,17,35.128293
253.0,11,35.153675
180.0,13,35.185818
256.0,15,35.220144
272.0,18,35.258217
300.0,16,35.289321
160.0,11,35.310483
187.0,9,35.328247
124.0,11,35.34925
368.0,17,35.382022
260.0,14,36.462458
211.0,10,36.489612
318.0,17,36.52639
160.0,9,36.547179
107.0,7,36.563709
267.0,16,36.595129
190.0,10,36.611301
366.0,19,36.636021
195.0,9,36.654801
256.0,16,36.686762
250.0,14,36.715595
174.0,10,36.736622
169.0,12,36.760749
178.0,8,36.777603
258.0,15,36.8081
297.0,15,36.838634
214.0,14,36.866822
322.0,19,36.903711
256.0,11,36.926794
195.0,14,36.955703
262.0,12,36.980125
132.0,9,37.000167
219.0,11,37.024422
124.0,9,37.052338
205.0,11,37.076946
516.0,33,37.147774
140.0,7,37.166019
198.0,12,37.196845
175.0,8,37.214776
564.0,30,37.273041
137.0,8,37.290847
486.0,29,37.348226
115.0,9,37.36733
122.0,10,37.386175
192.0,9,37.400196
297.0,17,37.422758
122.0,9,37.435678
243.0,11,37.451496
193.0,9,37.465649
133.0,12,37.482415
376.0,20,38.539369
144.0,9,38.559392
290.0,13,38.585666
166.0,10,38.609025
185.0,9,38.627483
256.0,15,38.660954
155.0,8,38.682226
259.0,14,38.710394
195.0,13,38.736098
273.0,13,38.755024
217.0,10,38.772506
203.0,19,38.798456
108.0,6,38.810847
461.0,25,38.852196
221.0,18,38.875251
135.0,6,38.883216
284.0,15,38.903705
356.0,20,38.934583
208.0,15,38.957583
274.0,16,38.98721
365.0,21,39.014282
206.0,11,39.030084
396.0,24,39.067785
194.0,13,39.087844
226.0,10,39.109526
284.0,16,39.141993
248.0,12,39.166284
305.0,14,39.195285
295.0,15,39.225645
258.0,12,39.250129
209.0,11,39.272671
119.0,11,39.295372
285.0,14,39.329198
237.0,15,39.360311
222.0,11,39.385393
235.0,12,39.410461
172.0,9,39.430487
363.0,18,40.543107
176.0,12,40.562845
260.0,13,40.590204
220.0,13,40.617643
182.0,11,40.640802
197.0,10,40.66133
45.0,5,40.672906
237.0,10,40.694988
193.0,12,40.719198
355.0,18,40.75673
242.0,11,40.779998
419.0,22,40.823507
161.0,10,40.84417
145.0,9,40.863635
193.0,9,40.883606
237.0,15,40.91418
344.0,16,40.947057
197.0,10,40.968575
231.0,13,40.995887
289.0,13,41.025008
188.0,10,41.049764
107.0,8,41.067083
133.0,9,41.09924
195.0,12,41.414824
301.0,16,41.451732
110.0,7,41.477623
107.0,7,41.50444
240.0,14,41.542241
319.0,18,41.586004
157.0,7,41.604005
395.0,22,41.650932
278.0,14,41.683763
285.0,18,41.723181
126.0,9,41.74453
192.0,10,41.76946
190.0,12,41.79693
322.0,15,41.833967
215.0,11,41.862001
243.0,13,41.889508
340.0,18,41.928258
216.0,11,41.954411
69.0,8,41.973114
219.0,12,43.072801
318.0,18,43.112619
335.0,29,43.171771
271.0,12,43.197489
155.0,9,43.217686
183.0,10,43.238857
256.0,13,43.267176
142.0,6,43.281568
299.0,15,43.315971
265.0,15,43.347492
353.0,22,43.381929
189.0,12,43.408795
177.0,9,43.428568
206.0,10,43.450173
215.0,11,43.480763
290.0,14,43.511187
205.0,10,43.533044
250.0,15,43.565738
90.0,5,43.577659
216.0,15,43.60732
183.0,16,43.640488
257.0,12,43.66499
180.0,12,43.702625
222.0,9,43.724304
284.0,15,43.757099
107.0,8,43.774956
182.0,11,43.798494
315.0,19,43.830877
252.0,13,43.851208
213.0,9,43.866433
245.0,13,43.895193
288.0,16,43.927621
217.0,12,43.953263
157.0,10,43.976189
263.0,15,44.023165
192.0,8,44.043838
297.0,13,44.071157
217.0,11,44.094581
361.0,20,44.13604
234.0,13,45.252155
190.0,9,45.272335
155.0,7,45.289265
210.0,9,45.309915
130.0,5,45.32323
125.0,6,45.339863
267.0,13,45.370583
227.0,11,45.399371
146.0,9,45.426103
269.0,12,45.451787
142.0,6,45.465742
115.0,8,45.485334
227.0,11,45.508865
212.0,13,45.535885
208.0,10,45.553994
367.0,19,45.597347
155.0,9,45.617778
165.0,9,45.638973
229.0,12,45.665417
265.0,12,45.69221
264.0,12,45.735717
273.0,14,45.76518
260.0,11,45.789988
200.0,9,45.810837
179.0,9,45.832749
233.0,12,45.862176
402.0,18,45.899484
244.0,13,45.925656
225.0,13,45.952679
261.0,17,45.986447
199.0,13,46.01635
133.0,7,46.034161
284.0,15,46.067159
206.0,9,46.088152
170.0,9,46.10706
201.0,12,46.132623
245.0,10,46.155975
339.0,20,46.201719
218.0,13,46.233731
93.0,9,46.257297
189.0,13,46.290551
212.0,14,46.325744
144.0,8,46.346112
309.0,18,46.386957
254.0,13,46.415949
229.0,13,47.469417
197.0,10,47.491688
327.0,20,47.523396
249.0,12,47.542864
108.0,6,47.552087
283.0,16,47.576573
243.0,10,47.602219
233.0,13,47.633386
301.0,15,47.664759
421.0,26,47.718665
173.0,10,47.740344
154.0,13,47.766322
366.0,20,47.807383
230.0,13,47.834162
105.0,5,47.845285
94.0,6,47.86082
183.0,9,47.880953
256.0,12,47.908744
165.0,11,47.935066
317.0,18,47.973936
292.0,13,47.999701
237.0,13,48.035028
150.0,12,48.060237
246.0,13,48.088517
295.0,15,48.12332
356.0,18,48.162833
281.0,12,48.192497
194.0,12,48.219894
255.0,14,48.248948
283.0,20,48.289965
247.0,13,48.31643
197.0,9,48.337901
197.0,9,48.358107
204.0,10,48.379271
263.0,16,48.411134
186.0,9,48.431411
320.0,20,48.471568
170.0,9,48.490901
153.0,8,48.507899
319.0,15,48.540438
273.0,17,49.616512
356.0,23,49.663913
324.0,15,49.688831
233.0,17,49.712943
190.0,11,49.729204
225.0,10,49.746861
246.0,11,49.764198
256.0,15,49.786835
341.0,17,49.811337
155.0,9,49.824324
212.0,14,49.854067
171.0,11,49.87747
161.0,14,49.905169
782.0,46,49.993229
257.0,12,50.017298
279.0,15,50.048401
213.0,11,50.073473
318.0,15,50.107378
218.0,13,50.136774
188.0,9,50.157529
263.0,17,50.19562
193.0,8,50.208864
264.0,13,50.232999
208.0,9,50.25345
309.0,15,50.285736
193.0,9,50.306659
227.0,14,50.336568
194.0,13,50.364166
327.0,15,50.398049
179.0,9,50.418894
215.0,11,50.441833
248.0,15,50.478848
242.0,13,50.505051
308.0,15,50.535901
107.0,5,50.5478
203.0,11,50.571848
190.0,9,50.591489
186.0,9,51.680533
112.0,9,51.701584
78.0,5,51.71382
312.0,18,51.750724
338.0,18,51.786449
294.0,14,51.815987
213.0,9,51.836256
336.0,16,51.870151
327.0,18,51.909337
205.0,13,51.935145
184.0,13,51.961956
360.0,17,51.986897
182.0,15,52.024544
162.0,9,52.043941
152.0,9,52.063974
172.0,9,52.083416
307.0,15,52.11571
172.0,10,52.138186
364.0,21,52.181024
207.0,14,52.21048
149.0,8,52.228057
285.0,16,52.259984
308.0,15,52.289637
230.0,10,52.310603
157.0,12,52.335347
145.0,9,52.354101
223.0,11,52.377373
283.0,12,52.401546
165.0,9,52.420734
132.0,6,52.434768
193.0,13,52.46089
315.0,16,52.494146
182.0,8,52.512889
235.0,13,52.540259
163.0,10,52.561405
215.0,10,52.584125
167.0,9,52.605309
315.0,20,52.649428
210.0,11,52.672885
255.0,13,52.700672
221.0,11,52.726027
82.0,4,52.73495
195.0,10,52.757497
366.0,17,53.769722
191.0,11,53.79356
215.0,14,53.822101
283.0,11,53.847482
188.0,9,53.869617
197.0,10,53.89124
327.0,22,53.934106
256.0,12,53.970404
226.0,12,53.996923
275.0,13,54.024763
303.0,17,54.063696
279.0,14,54.095512
112.0,7,54.115315
306.0,13,54.149941
415.0,20,54.191082
425.0,21,54.228435
127.0,9,54.2461
207.0,10,54.265109
251.0,12,54.288134
162.0,9,54.306134
306.0,19,54.340654
172.0,9,54.3623
158.0,8,54.379816
323.0,19,54.418387
253.0,11,54.441163
248.0,13,54.467176
349.0,19,54.505691
372.0,23,54.55102
247.0,12,54.576323
247.0,12,54.602129
239.0,12,54.62643
225.0,9,54.651789
205.0,7,54.66659
107.0,5,54.679744
330.0,16,54.727534
255.0,11,54.750534
185.0,10,54.772008
330.0,18,54.809687
550.0,28,55.921671
258.0,15,55.954251
235.0,10,55.9755
233.0,12,55.999317
285.0,14,56.048422
339.0,15,56.080468
117.0,9,56.099341
292.0,14,56.128324
168.0,13,56.156022
251.0,13,56.181076
202.0,11,56.203986
223.0,8,56.222332
157.0,10,56.243574
309.0,12,56.268797
117.0,7,56.284857
344.0,18,56.322121
315.0,17,56.356135
247.0,11,56.38034
204.0,10,56.40069
193.0,9,56.419803
155.0,9,56.438877
396.0,20,56.477896
250.0,14,56.507886
125.0,6,56.521374
166.0,9,56.540284
295.0,15,56.571682
196.0,9,56.591983
175.0,8,56.608671
514.0,32,56.678583
228.0,10,56.700444
216.0,11,56.723327
247.0,12,56.747547
209.0,12,56.772642
191.0,11,56.799242
359.0,19,56.837277
198.0,9,56.857987
172.0,11,56.883257
185.0,10,56.90482
179.0,14,56.933559
235.0,18,56.969103
162.0,9,56.988621
168.0,10,58.065907
340.0,15,58.093466
244.0,13,58.110713
305.0,18,58.135801
157.0,10,58.15096
178.0,9,58.165861
160.0,9,58.17848
171.0,7,58.189337
143.0,9,58.202389
312.0,17,58.22811
236.0,14,58.250861
358.0,17,58.281383
313.0,16,58.312689
287.0,14,58.340552
307.0,16,58.372351
172.0,9,58.392315
197.0,9,58.411004
268.0,15,58.438242
411.0,21,58.482168
289.0,17,58.514568
303.0,14,58.543361
231.0,16,58.576317
370.0,23,58.61922
295.0,18,58.645474
273.0,12,58.683834
188.0,9,58.702395
482.0,22,58.746764
304.0,14,58.776143
197.0,15,58.808512
284.0,14,58.837757
322.0,16,58.870322
179.0,8,58.887667
345.0,17,58.920862
217.0,9,58.939604
253.0,11,58.962295
248.0,12,58.987387
203.0,10,59.007438
225.0,11,59.030254
201.0,11,60.095997
191.0,13,60.130453
213.0,18,60.173247
224.0,9,60.194367
151.0,11,60.219669
293.0,14,60.250994
172.0,9,60.270335
145.0,9,60.288205
138.0,12,60.314001
215.0,10,60.336363
210.0,15,60.363974
145.0,11,60.383123
349.0,18,60.41996
219.0,12,60.445355
213.0,13,60.473172
313.0,13,60.503462
341.0,16,60.535608
288.0,15,60.569692
112.0,12,60.595289
350.0,18,60.634777
378.0,21,60.678882
133.0,6,60.700742
138.0,10,60.722771
246.0,11,60.748147
242.0,13,60.776322
232.0,11,60.800368
152.0,10,60.821348
240.0,13,60.85336
175.0,12,60.890582
210.0,9,60.91082
373.0,22,60.967031
199.0,10,60.992551
266.0,18,61.033062
282.0,15,61.070889
192.0,10,61.101865
172.0,13,61.130859
150.0,7,61.148186
249.0,19,61.19099
216.0,8,61.211534
509.0,37,62.307353
195.0,11,62.332666
321.0,16,62.365495
265.0,12,62.391417
365.0,18,62.428382
189.0,9,62.447436
284.0,20,62.487383
169.0,9,62.506812
203.0,9,62.525811
396.0,18,62.562747
220.0,9,62.581678
282.0,13,62.609577
236.0,12,62.63377
230.0,13,62.660872
253.0,11,62.691669
352.0,17,62.726409
227.0,10,62.748576
273.0,13,62.774829
278.0,17,62.809149
176.0,10,62.831236
136.0,9,62.853857
345.0,17,62.888619
486.0,28,62.947741
203.0,10,62.967141
370.0,20,63.001847
300.0,17,63.030443
210.0,11,63.051449
191.0,11,63.075856
288.0,18,63.113173
