#{"t_start": 1774736947.483329, "env_id": "None"}
r,l,t
30.0,9,3.527397
45.0,9,3.548628
-27.0,12,3.573326
0.0,5,3.584598
-15.0,6,3.597162
85.0,13,3.624636
-28.0,9,3.643506
103.0,10,3.664616
-5.0,9,3.683598
98.0,9,3.703716
10.0,9,3.723305
25.0,9,3.742507
-25.0,9,3.761836
-30.0,9,3.7808
103.0,9,3.801739
-20.0,9,3.820863
108.0,10,3.840811
150.0,11,3.864277
10.0,8,3.882342
95.0,9,3.901564
133.0,9,3.920355
-20.0,6,3.936203
66.0,11,3.95968
50.0,6,3.972979
98.0,11,3.995161
75.0,9,4.013389
10.0,9,4.0322
80.0,9,4.052336
0.0,8,4.069158
-50.0,9,4.089448
-7.0,10,4.110698
30.0,7,4.125742
30.0,9,4.145495
-45.0,6,4.159292
37.0,9,4.177252
173.0,12,4.219745
98.0,11,4.241824
34.0,9,4.261166
25.0,11,4.284812
-30.0,5,4.296045
13.0,6,4.3104
73.0,9,4.328929
123.0,10,4.352733
43.0,9,4.371753
47.0,7,4.38791
81.0,14,4.415573
-25.0,5,4.42667
30.0,9,4.446147
83.0,7,4.460838
3.0,9,4.479862
-50.0,6,4.492837
68.0,9,4.513772
-45.0,8,4.530069
95.0,12,4.555774
90.0,10,4.576533
93.0,9,4.596842
-120.0,6,4.610651
-30.0,6,4.624559
36.0,10,4.644739
47.0,9,4.663748
-80.0,7,4.679586
-45.0,5,4.690677
63.0,13,4.716899
10.0,5,4.726889
-40.0,5,4.73904
30.0,9,4.759958
65.0,14,4.787826
43.0,7,4.803329
95.0,9,4.822026
13.0,10,4.842422
13.0,9,4.862467
113.0,9,4.88069
80.0,9,4.90008
25.0,9,4.92011
-15.0,9,4.940198
35.0,9,4.95919
15.0,7,4.975544
15.0,5,4.986702
63.0,12,5.011302
68.0,9,5.030717
35.0,9,5.051768
83.0,10,5.073731
60.0,9,5.093745
145.0,9,5.112828
13.0,10,5.133414
80.0,9,5.1546
28.0,8,5.172647
95.0,6,5.186028
-10.0,7,5.201659
-99.0,10,5.221183
-52.0,8,5.238939
6.0,9,5.258087
50.0,8,5.276144
-43.0,12,5.299641
45.0,9,5.319131
-35.0,9,5.339351
135.0,9,5.358599
-8.0,9,5.37788
28.0,14,5.405689
-10.0,7,5.421865
50.0,9,5.44125
135.0,15,5.471787
35.0,9,5.490048
38.0,12,5.515951
-27.0,6,5.530483
0.0,9,5.548998
-60.0,8,5.567985
73.0,12,5.593183
-45.0,5,5.604346
18.0,9,5.622703
-10.0,9,5.641595
81.0,9,5.660562
22.0,9,5.67922
16.0,15,5.709152
15.0,5,5.719623
30.0,10,5.739683
80.0,8,5.756325
68.0,14,5.785415
53.0,15,5.815723
-20.0,9,5.834842
60.0,8,5.851612
-90.0,6,5.865069
30.0,7,5.880004
-55.0,5,5.892291
116.0,11,5.915047
-85.0,8,5.931088
8.0,6,5.943375
-35.0,7,5.960042
45.0,9,5.982196
120.0,9,6.004512
100.0,10,6.028568
168.0,12,6.060638
-40.0,5,6.072983
-40.0,5,6.085312
0.0,7,6.102013
15.0,5,6.11453
-60.0,6,6.127213
93.0,7,6.143876
-15.0,5,6.155122
185.0,10,6.175292
-65.0,9,6.194718
65.0,5,6.207334
141.0,12,6.232532
-25.0,7,6.248151
2.0,6,6.261714
10.0,8,6.278503
16.0,15,6.308802
-25.0,5,6.319273
71.0,13,6.345589
25.0,7,6.360402
-70.0,8,6.379589
61.0,9,6.398677
50.0,13,6.425317
-90.0,8,6.440987
20.0,6,6.454367
-60.0,8,6.471149
103.0,13,6.497934
28.0,9,6.516233
-50.0,11,6.541554
-12.0,6,6.555081
-25.0,9,6.572827
-35.0,6,6.586206
88.0,11,6.609759
-35.0,6,6.622488
15.0,5,6.633576
5.0,5,6.647013
0.0,7,6.662676
-10.0,5,6.673829
-10.0,8,6.691011
31.0,8,6.709056
80.0,12,6.7329
118.0,10,6.753109
10.0,6,6.766877
103.0,18,6.805213
-37.0,8,6.821295
35.0,5,6.832824
47.0,9,6.858506
-65.0,12,6.883263
15.0,5,6.895284
-20.0,10,6.916835
28.0,9,6.934987
175.0,10,6.957334
73.0,13,6.984122
60.0,9,7.003303
25.0,5,7.015372
40.0,6,7.029261
-10.0,6,7.042523
51.0,12,7.06873
50.0,6,7.082338
27.0,9,7.101213
128.0,12,7.127181
10.0,6,7.140538
146.0,17,7.176475
-20.0,5,7.188917
-10.0,9,7.209293
-25.0,5,7.220185
25.0,6,7.233449
40.0,14,7.261394
3.0,5,7.272156
30.0,11,7.294509
-95.0,9,7.312164
8.0,9,7.329552
-2.0,13,7.35619
5.0,9,7.375569
-10.0,9,7.392851
30.0,9,7.411308
-75.0,8,7.428745
85.0,8,7.447916
214.0,18,7.48357
13.0,9,7.502529
-42.0,10,7.523344
21.0,11,7.546035
-22.0,8,7.56375
55.0,13,7.590847
83.0,9,7.609782
10.0,11,7.632606
-30.0,6,7.646022
-7.0,6,7.658575
15.0,14,7.685754
-20.0,7,7.701338
50.0,9,7.720743
45.0,11,7.742937
-17.0,5,7.754445
-2.0,10,7.774299
-110.0,9,7.792388
0.0,5,7.80345
32.0,8,7.820756
-20.0,6,7.835346
-92.0,10,7.855398
81.0,7,7.872173
0.0,5,7.882207
45.0,6,7.896981
-25.0,8,7.914698
48.0,9,7.934119
60.0,11,7.956358
0.0,8,7.97519
25.0,6,7.990638
1.0,9,8.009367
-12.0,7,8.025575
0.0,5,8.036726
63.0,6,8.049959
35.0,9,8.067912
74.0,12,8.092868
45.0,9,8.113002
55.0,8,8.130134
-10.0,9,8.149183
25.0,6,8.161666
-50.0,9,8.181772
-30.0,6,8.193694
10.0,8,8.211512
145.0,16,8.24541
43.0,10,8.266201
-25.0,9,8.285661
-55.0,5,8.296791
40.0,9,8.316884
-5.0,11,8.339005
0.0,10,8.359432
65.0,10,8.37946
45.0,11,8.404227
-30.0,8,8.420725
165.0,13,8.448502
-18.0,12,8.471906
15.0,9,8.490978
-45.0,6,8.504905
-105.0,6,8.517314
20.0,9,8.535504
15.0,2,8.542512
40.0,5,8.553947
-60.0,11,8.576111
68.0,9,8.595067
20.0,6,8.607256
-65.0,6,8.621141
123.0,18,8.658926
-42.0,9,8.678128
-105.0,6,8.69045
0.0,8,8.707213
30.0,8,8.724428
10.0,9,8.743447
-52.0,9,8.762268
0.0,6,8.776875
3.0,6,8.791432
80.0,13,8.81735
-65.0,7,8.83239
-5.0,10,8.8527
138.0,10,8.873934
71.0,7,8.889847
80.0,9,8.908877
-90.0,9,8.927539
-20.0,6,8.940554
96.0,9,8.959584
40.0,5,8.971838
20.0,8,13.434804
76.0,13,13.461321
50.0,9,13.481418
95.0,11,13.503734
-65.0,7,13.518232
-12.0,7,13.533669
95.0,5,13.547168
28.0,12,13.571016
45.0,9,13.589935
95.0,11,13.612212
110.0,5,13.626304
40.0,9,13.647354
60.0,9,13.667732
128.0,11,13.694724
32.0,8,13.71343
-42.0,12,13.751677
-3.0,6,13.765002
6.0,10,13.786064
168.0,12,13.810837
100.0,7,13.828108
40.0,6,13.841178
-35.0,6,13.853676
80.0,10,13.873295
-20.0,6,13.886681
165.0,9,13.906843
170.0,10,13.92871
108.0,10,13.949219
-28.0,6,13.961404
108.0,12,13.986129
33.0,6,13.998471
-37.0,9,14.017349
5.0,9,14.036441
25.0,11,14.059274
0.0,8,14.077543
38.0,9,14.099
105.0,9,14.117997
151.0,10,14.138742
75.0,13,14.164464
91.0,7,14.179947
-20.0,9,14.197744
23.0,9,14.217013
148.0,9,14.237065
112.0,12,14.261434
-45.0,9,14.280264
83.0,12,14.304723
65.0,9,14.325001
40.0,9,14.343095
70.0,9,14.363515
122.0,12,14.38903
60.0,9,14.406841
-35.0,9,14.425859
-15.0,5,14.43781
136.0,13,14.464487
70.0,10,14.485316
140.0,10,14.506845
-5.0,6,14.520344
77.0,9,14.538691
-20.0,6,14.552895
70.0,10,14.572895
-47.0,9,14.591411
-5.0,9,14.610231
35.0,9,14.629742
25.0,8,14.645228
110.0,11,14.66886
20.0,6,14.681545
85.0,14,14.709717
-75.0,6,14.723203
-90.0,9,14.741572
57.0,10,14.762635
66.0,9,14.781812
70.0,9,14.800599
133.0,12,14.825259
30.0,5,14.836895
68.0,11,14.867476
5.0,6,14.881112
118.0,9,14.901374
117.0,9,14.920306
43.0,10,14.942014
103.0,12,14.966579
70.0,7,14.98224
-70.0,5,14.993803
136.0,11,15.017387
58.0,10,15.038375
43.0,6,15.052794
10.0,6,15.064987
130.0,7,15.081765
-17.0,8,15.115135
-45.0,9,15.133487
16.0,17,15.167088
-20.0,9,15.186003
89.0,12,15.21195
18.0,9,15.231535
93.0,12,15.256813
-80.0,7,15.272548
95.0,10,15.293714
7.0,8,15.311204
53.0,9,15.33114
63.0,7,15.346085
53.0,10,15.367472
10.0,5,15.37997
192.0,11,15.403265
10.0,9,15.422245
68.0,7,15.438553
-85.0,5,15.449994
136.0,12,15.475438
65.0,9,15.495273
5.0,9,15.51662
147.0,12,15.544278
-17.0,9,15.565459
-22.0,8,15.583008
90.0,9,15.604284
25.0,8,15.621081
209.0,14,15.650603
115.0,8,15.667397
30.0,15,15.698477
105.0,9,15.711913
143.0,10,15.72592
43.0,17,15.748556
-35.0,9,15.76093
120.0,8,15.77193
-25.0,5,15.77893
163.0,11,15.79493
10.0,13,15.814497
73.0,6,15.827942
66.0,9,15.846956
177.0,13,15.873833
90.0,13,15.900977
-30.0,5,15.912548
-25.0,7,15.927139
23.0,10,15.948424
144.0,14,15.977892
43.0,9,15.995735
138.0,12,16.021538
-5.0,9,16.039976
10.0,6,16.053372
41.0,7,16.069227
113.0,7,16.084862
85.0,10,16.108304
11.0,8,16.125358
23.0,11,16.148267
30.0,8,16.165044
-87.0,7,16.180636
125.0,9,16.199585
120.0,9,16.218681
103.0,14,16.247224
30.0,9,16.266028
140.0,14,16.294976
87.0,14,16.322628
20.0,4,16.333181
95.0,11,16.355839
127.0,16,16.387374
-80.0,7,16.401909
30.0,9,16.420861
70.0,5,16.43174
-100.0,5,16.442899
20.0,9,16.462178
-2.0,8,16.480177
120.0,9,16.498759
105.0,9,16.517834
111.0,16,16.547071
60.0,12,16.56349
43.0,9,16.578242
-15.0,9,16.59767
95.0,6,16.611045
40.0,9,16.630895
103.0,13,16.656544
140.0,13,16.683438
-17.0,8,16.701424
54.0,8,16.718089
133.0,12,16.743446
20.0,10,16.765447
75.0,9,16.785515
103.0,16,16.816678
3.0,8,16.833908
60.0,6,16.847314
71.0,10,16.868529
-65.0,7,16.882963
25.0,7,16.899145
48.0,9,16.918159
81.0,9,16.9382
50.0,9,16.958798
0.0,9,16.97806
50.0,9,16.99712
-13.0,7,17.011614
183.0,14,17.04068
138.0,13,17.067561
105.0,9,17.087865
5.0,7,17.102446
223.0,17,17.138211
143.0,9,17.157094
63.0,10,17.177238
191.0,14,17.206448
15.0,10,17.226662
-35.0,6,17.23963
105.0,6,17.253414
211.0,12,17.278342
178.0,13,17.305155
40.0,9,17.323504
145.0,14,17.352316
75.0,9,17.375684
25.0,9,17.39006
-60.0,6,17.408956
102.0,12,17.439353
-90.0,6,17.452074
67.0,7,17.46759
89.0,11,17.490734
63.0,9,17.505629
45.0,8,17.515854
41.0,9,17.53567
70.0,9,17.554334
291.0,13,17.582341
93.0,10,17.60372
145.0,10,17.624693
47.0,8,17.641985
28.0,12,17.665997
28.0,9,17.684983
152.0,11,17.706607
20.0,7,17.722237
170.0,10,17.74282
43.0,15,17.772441
130.0,11,17.794791
-25.0,5,17.805949
176.0,14,17.834885
88.0,11,17.857253
25.0,7,17.87265
86.0,13,17.899475
135.0,9,17.919595
116.0,13,17.946793
10.0,5,17.957994
113.0,11,17.980285
93.0,10,18.00036
-50.0,9,18.019671
-87.0,7,18.033587
61.0,14,18.063046
73.0,9,18.082409
85.0,9,18.102781
33.0,10,18.124037
-55.0,5,18.135823
-25.0,5,18.146776
-35.0,9,18.165425
58.0,6,18.178892
35.0,10,18.200184
73.0,14,18.228287
70.0,10,18.247723
-22.0,6,18.261135
107.0,10,18.283548
163.0,9,18.302458
78.0,13,18.329465
-85.0,5,18.341116
38.0,10,18.362653
45.0,13,18.388355
-65.0,9,18.406823
3.0,9,18.424468
52.0,8,18.441996
-15.0,5,18.454475
165.0,14,18.482544
135.0,9,18.501581
70.0,9,18.521148
85.0,8,18.538334
65.0,13,18.564276
56.0,15,18.594626
115.0,9,18.61788
141.0,14,18.64775
-10.0,8,18.665771
56.0,11,18.687439
90.0,9,18.707446
140.0,10,18.728656
-15.0,9,18.747186
37.0,10,18.768356
166.0,9,18.787328
24.0,14,18.815136
81.0,10,18.836142
48.0,10,18.861739
85.0,9,18.886427
171.0,10,18.909092
67.0,12,18.933974
125.0,10,18.955536
43.0,9,18.975339
123.0,10,18.995693
-33.0,9,19.01466
40.0,6,19.028101
20.0,7,19.043044
106.0,15,19.073848
10.0,6,19.087033
113.0,9,19.104981
18.0,9,19.126595
5.0,5,19.13713
-45.0,6,19.150967
55.0,7,19.165786
87.0,16,19.197136
-2.0,7,19.21172
62.0,11,19.234479
-27.0,10,19.254466
70.0,10,19.276739
35.0,9,19.295092
140.0,11,19.31791
13.0,9,19.33637
-40.0,9,19.35553
-30.0,5,19.365638
90.0,9,19.385355
20.0,9,19.403183
25.0,10,19.425009
-5.0,6,19.437963
-10.0,8,19.456175
30.0,7,19.471828
150.0,9,19.490741
-62.0,7,19.50421
173.0,20,19.544626
-17.0,9,19.563862
87.0,9,19.582902
160.0,19,19.621598
55.0,11,19.644538
100.0,12,19.66932
-12.0,9,19.687954
-55.0,7,19.702409
151.0,8,19.720212
68.0,15,19.748942
105.0,11,19.771367
31.0,13,19.797996
165.0,10,19.818389
204.0,24,19.864894
52.0,13,19.891972
7.0,8,19.909373
78.0,9,19.929568
45.0,10,19.949651
-65.0,9,19.970437
88.0,9,19.990534
-23.0,15,20.019398
81.0,19,20.05694
65.0,9,20.076342
40.0,6,20.089689
90.0,9,20.108734
138.0,7,20.124641
25.0,9,20.144347
-18.0,8,20.160058
-17.0,5,20.172111
5.0,5,20.183195
-70.0,8,20.200078
18.0,13,20.225953
60.0,10,20.247748
20.0,9,20.265658
75.0,9,20.284925
35.0,9,20.302836
138.0,8,20.320732
76.0,10,20.342414
-40.0,10,20.363046
28.0,11,20.38444
85.0,8,20.402388
23.0,9,20.420994
40.0,9,20.441641
65.0,8,20.458845
129.0,14,20.48704
126.0,11,20.510484
40.0,13,20.537811
-23.0,6,20.550551
48.0,11,20.572967
30.0,5,20.585331
-10.0,9,20.605565
5.0,8,20.622971
-30.0,6,20.635301
-55.0,7,20.650445
30.0,7,20.664837
143.0,15,20.695132
102.0,13,20.720928
165.0,11,20.743316
145.0,15,20.774648
210.0,9,20.793645
65.0,7,20.808183
-5.0,6,20.821465
-75.0,9,20.841205
101.0,9,20.859221
128.0,9,20.878128
50.0,8,20.894843
164.0,14,20.923757
32.0,9,20.942545
3.0,7,20.958645
80.0,12,20.983472
118.0,9,21.003166
99.0,13,21.03031
-32.0,8,21.047524
35.0,10,21.067565
55.0,10,21.089204
-5.0,4,21.099183
40.0,6,21.112558
35.0,10,21.133801
11.0,9,21.153405
20.0,7,21.167993
2.0,11,21.19035
-5.0,6,21.202758
103.0,11,21.22548
-40.0,9,21.243945
30.0,11,21.266397
17.0,8,21.284338
88.0,9,21.302231
30.0,9,21.322453
103.0,10,21.344005
25.0,9,21.36223
15.0,9,21.380328
48.0,13,21.40747
-7.0,8,21.423684
-25.0,8,21.441012
98.0,9,21.460039
-70.0,5,21.471179
65.0,9,21.490204
168.0,10,21.51059
140.0,9,21.531649
100.0,10,21.552218
75.0,9,21.571312
110.0,9,21.591262
130.0,6,21.603984
-55.0,5,21.616374
-35.0,12,21.642097
55.0,11,21.664831
129.0,12,21.687793
95.0,12,21.712165
65.0,9,21.732143
-65.0,9,21.750651
55.0,9,21.768758
-40.0,5,21.779879
170.0,14,21.814942
-17.0,5,21.828315
65.0,8,21.846033
44.0,9,21.864973
45.0,8,21.881946
80.0,8,21.897663
148.0,10,21.921224
165.0,9,21.940777
117.0,11,21.963159
105.0,9,21.982666
148.0,13,22.009351
70.0,12,22.033867
95.0,9,22.052462
188.0,12,22.077563
45.0,9,26.501654
0.0,10,26.522492
95.0,7,26.538494
185.0,9,26.557193
118.0,9,26.576406
51.0,7,26.590957
101.0,9,26.610604
217.0,9,26.630829
159.0,13,26.656583
102.0,9,26.676772
-65.0,6,26.690319
85.0,6,26.703694
205.0,19,26.741549
-40.0,5,26.752071
90.0,9,26.771394
128.0,9,26.790352
95.0,10,26.811364
138.0,17,26.844869
118.0,11,26.8671
176.0,15,26.913164
55.0,10,26.933236
130.0,9,26.952847
98.0,6,26.966196
40.0,9,26.985643
41.0,7,27.001257
43.0,9,27.020287
138.0,10,27.040437
95.0,9,27.060046
162.0,9,27.078815
110.0,10,27.101187
80.0,9,27.119069
178.0,10,27.141162
30.0,9,27.160599
105.0,11,27.186652
50.0,6,27.20014
143.0,9,27.219066
150.0,9,27.238159
22.0,9,27.256933
116.0,9,27.274704
164.0,14,27.303617
205.0,13,27.329975
92.0,10,27.352129
206.0,14,27.380204
226.0,15,27.400067
0.0,3,27.405426
167.0,11,27.420549
120.0,12,27.437175
60.0,9,27.456713
93.0,11,27.47909
80.0,9,27.498253
90.0,10,27.519501
120.0,10,27.540692
15.0,5,27.552388
68.0,8,27.569173
156.0,12,27.593043
146.0,11,27.616828
144.0,14,27.645818
113.0,9,27.666286
60.0,10,27.686146
142.0,9,27.706181
125.0,7,27.721897
88.0,18,27.755452
53.0,10,27.776669
75.0,6,27.789915
192.0,22,27.832075
132.0,11,27.854931
15.0,6,27.868579
168.0,10,27.890226
0.0,8,27.910627
-35.0,10,27.931326
123.0,8,27.94927
127.0,10,27.970163
152.0,14,27.998004
110.0,9,28.016036
147.0,10,28.036353
-18.0,7,28.051719
233.0,16,28.085371
107.0,10,28.107044
58.0,9,28.125109
93.0,10,28.146598
-32.0,5,28.158329
98.0,16,28.194666
78.0,10,28.215055
153.0,11,28.238563
60.0,7,28.25355
-35.0,13,28.279267
123.0,10,28.30078
63.0,10,28.323169
60.0,8,28.341236
-25.0,9,28.360512
253.0,19,28.398752
-10.0,9,28.416475
152.0,12,28.442238
70.0,10,28.464302
151.0,20,28.50238
73.0,11,28.526141
-45.0,8,28.543159
64.0,11,28.564805
80.0,9,28.584158
146.0,14,28.613447
50.0,6,28.627035
70.0,9,28.646483
78.0,9,28.664913
83.0,11,28.688646
165.0,9,28.70784
58.0,6,28.720599
-20.0,9,28.739846
109.0,9,28.759933
160.0,10,28.78101
0.0,10,28.802156
90.0,12,28.827041
28.0,6,28.840156
200.0,19,28.877911
78.0,9,28.898029
113.0,10,28.919489
100.0,10,28.940754
105.0,14,28.968997
35.0,14,28.998293
149.0,15,29.029847
-5.0,6,29.043311
166.0,9,29.062934
-40.0,5,29.074041
32.0,9,29.093117
183.0,24,29.141504
140.0,12,29.166861
171.0,12,29.192705
68.0,9,29.213099
71.0,9,29.233435
-10.0,5,29.244629
100.0,8,29.262333
65.0,10,29.282309
200.0,16,29.313967
81.0,8,29.33224
167.0,9,29.351891
125.0,11,29.374124
40.0,11,29.396571
125.0,9,29.415693
117.0,8,29.433758
28.0,6,29.451937
39.0,12,29.479789
44.0,9,29.498744
155.0,16,29.532638
115.0,9,29.552049
105.0,9,29.571777
140.0,11,29.595448
150.0,9,29.614397
60.0,7,29.630074
168.0,9,29.648703
176.0,11,29.672776
40.0,5,29.684
82.0,7,29.699735
168.0,11,29.72317
144.0,13,29.749868
151.0,10,29.770813
155.0,9,29.789728
195.0,13,29.815555
198.0,16,29.848861
73.0,9,29.867264
108.0,10,29.888383
212.0,17,29.921868
8.0,5,29.932921
40.0,10,29.954974
151.0,9,29.97386
66.0,9,29.992768
148.0,11,30.01616
118.0,9,30.037364
23.0,18,30.071619
160.0,12,30.098274
71.0,11,30.121762
173.0,9,30.140894
214.0,9,30.160475
91.0,10,30.181523
8.0,7,30.197222
49.0,12,30.221354
113.0,9,30.240514
40.0,9,30.259959
30.0,5,30.271102
157.0,10,30.292355
42.0,7,30.550004
177.0,14,30.570756
156.0,12,30.595852
75.0,12,30.621527
80.0,9,30.641384
125.0,11,30.664748
141.0,11,30.691606
65.0,9,30.709474
95.0,6,30.723902
145.0,9,30.744169
20.0,5,30.756056
40.0,10,30.776421
58.0,9,30.796455
102.0,9,30.814787
145.0,10,30.835787
85.0,6,30.850325
32.0,9,30.8686
28.0,9,30.896168
51.0,11,30.918361
100.0,5,30.930689
264.0,13,30.958244
130.0,9,30.976737
176.0,20,31.020226
110.0,9,31.039568
18.0,9,31.058986
140.0,11,31.082407
86.0,18,31.118119
113.0,7,31.132631
209.0,16,31.166022
110.0,9,31.185013
13.0,9,31.20515
60.0,14,31.234168
-17.0,8,31.250822
172.0,11,31.274688
33.0,10,31.295968
183.0,11,31.318638
153.0,10,31.33857
103.0,9,31.358185
43.0,7,31.37374
160.0,9,31.39423
-36.0,16,31.425566
271.0,15,31.456138
71.0,9,31.475003
91.0,11,31.498332
148.0,11,31.521517
45.0,8,31.537921
110.0,9,31.557666
75.0,11,31.582338
146.0,10,31.604637
25.0,8,31.621411
70.0,11,31.64405
143.0,9,31.663494
70.0,9,31.683512
220.0,17,31.718206
151.0,10,31.739524
-5.0,8,31.757811
176.0,14,31.785797
138.0,13,31.812555
147.0,8,31.829611
75.0,9,31.848711
80.0,9,31.868035
45.0,9,31.887036
149.0,9,31.906299
-20.0,6,31.920717
165.0,12,31.946305
60.0,7,31.962282
93.0,11,31.985579
87.0,9,32.004981
67.0,7,32.020916
136.0,7,32.036811
288.0,14,32.065537
32.0,6,32.078848
85.0,12,32.103859
101.0,16,32.136101
-10.0,5,32.147545
82.0,14,32.176041
17.0,9,32.195046
96.0,9,32.215297
-7.0,7,32.23085
111.0,11,32.253755
151.0,10,32.275239
184.0,15,32.306513
95.0,10,32.327946
37.0,7,32.342449
56.0,14,32.371298
17.0,6,32.384527
101.0,9,32.403169
35.0,9,32.422005
165.0,15,32.452069
202.0,10,32.473046
72.0,12,32.497543
103.0,9,32.517042
98.0,9,32.537593
58.0,9,32.555845
-40.0,9,32.574857
185.0,13,32.601561
177.0,10,32.621779
58.0,9,32.640745
10.0,6,32.654188
67.0,10,32.675014
134.0,11,32.700939
188.0,15,32.731003
12.0,7,32.746635
197.0,14,32.775953
45.0,13,32.804896
65.0,9,32.835756
104.0,11,32.85842
228.0,12,32.88299
116.0,9,32.902064
173.0,8,32.919911
25.0,6,32.93317
115.0,7,32.948911
133.0,9,32.967613
3.0,9,32.98542
55.0,9,33.004306
183.0,11,33.028046
148.0,9,33.047165
35.0,7,33.063485
138.0,12,33.089225
53.0,15,33.121416
153.0,13,33.149302
110.0,13,33.175926
105.0,8,33.194964
0.0,9,33.214014
170.0,9,33.233317
109.0,11,33.256076
133.0,10,33.277703
118.0,15,33.306859
123.0,10,33.329567
93.0,12,33.353018
45.0,7,33.369449
100.0,14,33.396579
41.0,9,33.415917
104.0,14,33.445488
101.0,9,33.464382
96.0,13,33.490134
125.0,14,33.519992
50.0,7,33.535036
166.0,9,33.555561
110.0,9,33.574636
72.0,9,33.593608
198.0,12,33.618515
70.0,12,33.644269
-50.0,9,33.662686
148.0,9,33.681674
78.0,6,33.696338
-70.0,5,33.707659
80.0,9,33.726649
-10.0,5,33.738207
38.0,10,33.758972
-35.0,7,33.773729
15.0,7,33.788499
133.0,9,33.808058
88.0,6,33.821461
103.0,9,33.840236
-55.0,5,33.85032
68.0,14,33.878969
115.0,12,33.904337
53.0,8,33.921394
-22.0,10,33.941578
3.0,9,33.961305
40.0,6,33.974181
150.0,10,33.995033
140.0,9,34.014167
