#{"t_start": 1774713805.3145804, "env_id": "None"}
r,l,t
91.0,12,0.366862
108.0,16,0.371226
-47.0,7,0.37342
-30.0,10,0.376707
63.0,10,0.379948
90.0,10,0.38351
35.0,9,0.384602
169.0,13,0.390067
61.0,11,0.39115
61.0,10,0.392247
-25.0,9,0.394433
50.0,7,0.397678
-30.0,3,0.398771
-30.0,9,0.400949
30.0,5,0.402043
143.0,12,0.40642
10.0,11,0.40751
38.0,11,0.408605
61.0,12,0.4108
-60.0,8,0.41413
82.0,9,0.416307
75.0,15,0.417402
45.0,5,0.418492
80.0,5,0.421778
-55.0,5,0.422867
-35.0,7,0.423959
5.0,12,0.426162
27.0,9,0.429443
50.0,6,0.430526
18.0,9,0.431625
60.0,11,0.433809
-50.0,6,0.43709
148.0,10,0.438185
-50.0,6,0.43928
63.0,9,0.440369
30.0,7,0.443674
-35.0,9,0.444679
58.0,12,0.44742
95.0,13,0.448515
-102.0,7,0.45182
5.0,9,0.454005
15.0,11,0.456188
110.0,14,0.458412
82.0,9,0.462792
-40.0,5,0.464984
-65.0,6,0.466079
-17.0,6,0.467171
30.0,10,0.471541
110.0,9,0.472629
-13.0,10,0.473799
-35.0,8,0.4749
106.0,9,0.479276
-2.0,12,0.48146
11.0,9,0.482553
-25.0,9,0.484739
141.0,14,0.489164
80.0,10,0.491346
3.0,9,0.492436
-30.0,7,0.493543
-10.0,5,0.497008
53.0,10,0.499196
-2.0,12,0.501389
69.0,14,0.503591
78.0,9,0.507959
58.0,9,0.509046
129.0,10,0.510136
8.0,9,0.51233
90.0,10,0.517791
145.0,10,0.521118
18.0,10,0.524387
15.0,5,0.524387
50.0,6,0.527668
68.0,9,0.529872
-40.0,5,0.532218
28.0,9,0.534421
36.0,10,0.542381
31.0,9,0.556422
-35.0,9,0.566232
-65.0,9,0.57743
-12.0,9,0.594665
10.0,6,0.600088
66.0,9,0.610983
18.0,9,0.622958
72.0,9,0.635743
-12.0,6,0.641044
-45.0,8,0.650111
-60.0,6,0.656922
70.0,8,0.66816
108.0,11,0.68082
48.0,12,0.694499
117.0,10,0.70289
-35.0,9,0.71231
10.0,7,0.719666
-40.0,7,0.725059
112.0,13,0.736014
-35.0,9,0.745264
165.0,12,0.75755
-20.0,5,0.765285
-40.0,5,0.768688
-12.0,11,0.784071
153.0,14,0.79399
0.0,6,0.800696
3.0,7,0.804276
78.0,12,0.81693
158.0,9,0.832882
75.0,9,0.843226
-12.0,11,0.853903
-40.0,5,0.861267
8.0,6,0.86916
115.0,11,0.89033
12.0,9,0.897925
23.0,9,0.908759
63.0,9,0.916825
156.0,14,0.926127
63.0,11,0.935718
23.0,9,0.944277
73.0,14,0.957356
30.0,5,0.960432
-5.0,12,0.970988
-33.0,7,0.980898
43.0,9,0.988337
158.0,15,1.003928
90.0,11,1.015392
71.0,14,1.027574
-40.0,5,1.031997
105.0,9,1.041668
35.0,9,1.049413
100.0,11,1.06304
-35.0,9,1.070361
138.0,9,1.076802
0.0,5,1.081943
40.0,5,1.090227
35.0,6,1.095453
20.0,7,1.103869
170.0,12,1.115436
-20.0,6,1.121731
190.0,18,1.140413
50.0,11,1.1511
0.0,5,1.155265
30.0,13,1.168809
50.0,9,1.176981
110.0,7,1.185531
75.0,10,1.195758
25.0,9,1.205751
8.0,10,1.213312
-2.0,9,1.222868
128.0,9,1.232244
3.0,9,1.242443
132.0,10,1.252952
85.0,9,1.260355
-8.0,9,1.26797
35.0,9,1.279162
130.0,11,1.290541
50.0,6,1.298311
27.0,9,1.306213
10.0,11,1.322866
123.0,8,1.332526
115.0,10,1.341676
58.0,5,1.346245
76.0,11,1.360925
65.0,8,1.369835
143.0,9,1.378498
20.0,8,1.387407
50.0,11,1.400914
130.0,10,1.411805
10.0,5,1.416386
3.0,5,1.420657
90.0,12,1.435599
25.0,8,1.442239
60.0,9,1.450107
35.0,9,1.460945
57.0,6,1.468587
98.0,9,1.477229
10.0,9,1.488733
10.0,7,1.493021
140.0,11,1.509275
60.0,9,1.517456
52.0,9,1.530255
35.0,7,1.535062
45.0,9,1.548117
50.0,8,1.555507
75.0,9,1.563593
55.0,11,1.574545
82.0,9,1.58674
-78.0,7,1.594933
55.0,8,1.602586
129.0,10,1.610268
181.0,12,1.626385
38.0,6,1.634224
-55.0,5,1.637734
70.0,8,1.644413
58.0,6,1.653428
-55.0,5,1.660823
45.0,6,1.66677
20.0,9,1.674427
70.0,10,1.692512
75.0,13,1.706391
-85.0,5,1.710567
90.0,8,1.719237
33.0,9,1.731969
55.0,9,1.740165
20.0,9,1.746793
-10.0,6,1.755025
20.0,11,1.766636
-45.0,10,1.777003
25.0,8,1.784862
96.0,9,1.793412
-12.0,9,1.804376
202.0,12,1.816392
-39.0,15,1.830013
92.0,7,1.838199
35.0,9,1.851071
30.0,8,1.859013
15.0,5,1.864063
138.0,10,1.87756
251.0,17,1.899922
93.0,10,1.91414
15.0,5,1.919705
15.0,9,1.929234
20.0,9,1.941743
38.0,13,1.956249
-125.0,9,1.963575
122.0,11,1.973805
83.0,12,1.988258
60.0,7,1.993372
136.0,13,2.009303
13.0,8,2.017489
10.0,6,2.025914
80.0,9,2.034369
90.0,7,2.042648
145.0,11,2.052341
-65.0,9,2.061765
30.0,16,2.075031
124.0,13,2.085812
90.0,9,2.098363
-50.0,10,2.112123
45.0,6,2.12014
80.0,13,2.132499
46.0,9,2.141062
111.0,26,2.177599
125.0,9,2.18812
85.0,18,2.208423
65.0,10,2.220867
45.0,9,2.232542
57.0,8,2.247677
25.0,5,2.251514
98.0,11,2.261107
-15.0,6,2.269731
78.0,7,2.273958
76.0,9,2.283416
7.0,9,2.290754
113.0,9,2.300701
48.0,10,2.314329
-2.0,12,2.326627
60.0,7,2.332111
54.0,11,2.348729
111.0,9,2.357792
-25.0,7,2.365935
100.0,9,2.376452
70.0,9,2.393238
110.0,9,2.405039
-32.0,8,2.414311
40.0,9,2.423978
10.0,10,2.437039
70.0,5,2.441216
145.0,12,2.450601
90.0,9,2.457322
173.0,11,2.469694
110.0,12,2.479501
90.0,9,2.486172
80.0,5,2.490568
-45.0,8,2.499542
85.0,5,2.506044
33.0,9,2.513605
5.0,6,2.517258
-40.0,10,2.528964
60.0,10,2.535876
15.0,6,2.541576
143.0,13,2.552722
-65.0,7,2.561198
-14.0,9,2.568194
-57.0,6,2.574437
80.0,8,2.581184
95.0,9,2.590419
-80.0,6,2.593762
30.0,9,2.604018
-25.0,12,2.614342
48.0,9,2.624592
-50.0,6,2.62828
30.0,9,2.637753
30.0,12,2.647539
116.0,10,2.657165
73.0,12,2.667503
113.0,9,2.674641
63.0,6,2.680127
35.0,10,2.69115
70.0,5,2.697694
92.0,8,2.703993
85.0,8,2.71174
75.0,10,2.721627
-90.0,12,2.729829
-5.0,9,2.736567
70.0,5,2.744387
128.0,10,2.759122
105.0,9,2.766692
60.0,8,2.77486
85.0,7,2.782923
-55.0,5,2.789973
85.0,9,2.800627
55.0,10,2.808028
87.0,9,2.815094
52.0,9,2.826768
23.0,7,2.831828
78.0,9,2.842233
66.0,9,2.849562
-5.0,8,2.863226
61.0,9,2.870599
65.0,8,2.876758
38.0,10,2.887989
110.0,8,2.899059
15.0,9,2.907429
60.0,11,2.916847
-2.0,11,2.925173
-130.0,8,2.935503
40.0,10,2.946297
80.0,5,2.951706
30.0,9,2.959361
40.0,5,2.968656
95.0,7,2.974722
58.0,15,2.989372
38.0,9,2.99644
13.0,10,3.009275
100.0,7,3.018089
95.0,8,3.025243
75.0,9,3.033105
100.0,9,3.044669
73.0,11,3.054799
-9.0,10,3.06232
119.0,15,3.075519
105.0,9,3.086167
49.0,9,3.095804
60.0,9,3.104049
32.0,9,3.112406
116.0,13,3.129134
35.0,9,3.141198
-28.0,9,3.148764
20.0,7,3.156042
25.0,8,3.164996
71.0,12,3.175674
-17.0,10,3.184479
45.0,9,3.19303
93.0,9,3.207912
145.0,10,3.216502
12.0,7,3.224102
-27.0,10,3.233127
108.0,10,3.249853
0.0,9,3.258392
143.0,12,3.270036
38.0,9,3.278473
110.0,8,3.289849
28.0,12,3.30172
10.0,6,3.309199
-30.0,5,3.314562
133.0,12,3.330145
133.0,11,3.34056
190.0,7,3.34907
209.0,12,3.360183
113.0,13,3.37587
98.0,10,3.383058
73.0,10,3.394454
78.0,10,3.402063
75.0,11,3.414366
-75.0,8,3.422468
71.0,12,3.432905
65.0,12,3.444228
110.0,10,3.458792
-62.0,5,3.46288
0.0,8,3.469221
-75.0,6,3.473277
75.0,9,3.485043
55.0,9,3.491516
8.0,5,3.495659
136.0,14,3.510474
43.0,5,3.517899
115.0,11,3.529566
60.0,5,3.534733
141.0,16,3.549174
58.0,8,3.561227
83.0,9,3.56953
55.0,9,3.577686
89.0,15,3.596343
38.0,9,3.618765
-37.0,8,3.62742
17.0,9,3.639298
76.0,14,3.651638
23.0,9,3.663958
135.0,14,3.679631
108.0,9,3.688406
53.0,9,3.698909
40.0,11,3.715518
25.0,10,3.727892
-70.0,5,3.732018
60.0,10,3.740179
15.0,9,3.755886
-7.0,12,3.768615
140.0,7,3.774732
-7.0,8,3.782306
171.0,11,3.796486
-9.0,11,3.806046
50.0,10,3.81323
120.0,9,3.821359
25.0,5,3.828274
-52.0,15,3.841306
173.0,8,3.849206
108.0,17,3.862834
95.0,5,3.870484
105.0,9,3.87896
180.0,8,3.886306
-25.0,7,3.893314
73.0,13,3.906658
20.0,9,3.916764
83.0,11,3.925868
90.0,9,3.936485
83.0,9,3.948559
14.0,15,3.962233
30.0,9,3.970696
110.0,9,3.978974
48.0,9,3.990654
88.0,17,4.007967
136.0,9,4.016213
-60.0,6,4.02077
15.0,7,4.031523
-25.0,7,4.038703
103.0,11,4.050184
121.0,13,4.061317
15.0,6,4.069767
123.0,10,4.080163
-58.0,9,4.087698
65.0,9,4.097314
63.0,11,4.112652
10.0,5,4.117058
115.0,9,4.129053
125.0,8,4.137431
20.0,6,4.146153
40.0,8,4.154951
50.0,10,4.166229
33.0,9,4.174798
50.0,9,4.189463
55.0,9,4.200951
-12.0,10,4.21547
145.0,9,4.225669
50.0,9,4.239861
85.0,8,4.251153
12.0,9,4.265471
30.0,10,4.277046
-35.0,6,4.288857
85.0,9,4.300889
116.0,9,4.311181
115.0,9,4.322173
75.0,15,4.344326
71.0,14,4.361651
90.0,10,4.371219
168.0,6,4.378787
103.0,6,4.385392
45.0,11,4.397141
75.0,6,4.401497
50.0,11,4.411442
52.0,6,4.420871
45.0,9,4.427357
-40.0,7,4.432987
90.0,9,4.44129
5.0,9,4.45081
50.0,9,4.457728
155.0,8,4.464974
168.0,10,4.474162
103.0,10,4.484593
80.0,11,4.494002
20.0,10,4.50394
40.0,13,4.513482
136.0,11,4.527694
20.0,7,4.531983
125.0,11,4.540991
43.0,10,4.549805
91.0,9,4.560424
100.0,10,4.568774
60.0,10,4.578604
75.0,9,4.587589
30.0,5,4.595064
20.0,9,4.606134
38.0,9,4.615781
77.0,9,4.626521
110.0,9,4.637941
68.0,8,4.646461
118.0,11,4.659072
-17.0,8,4.666916
40.0,11,4.684162
95.0,9,4.695199
-50.0,7,4.705379
-33.0,5,4.709767
30.0,7,4.720678
120.0,9,4.727843
103.0,13,4.738082
135.0,10,4.747091
110.0,9,4.756931
20.0,7,4.763719
45.0,5,4.769294
23.0,9,4.775391
-45.0,5,4.784117
98.0,9,4.790321
75.0,9,4.797697
160.0,9,4.805162
60.0,8,4.815716
80.0,8,4.822989
70.0,6,4.832109
18.0,9,4.838754
38.0,9,4.850457
118.0,11,4.862098
35.0,9,4.868325
85.0,10,4.881957
86.0,12,4.901622
-50.0,6,4.907823
75.0,9,4.923079
65.0,8,4.933621
53.0,7,4.942434
25.0,8,4.952486
125.0,13,4.971736
73.0,10,4.982312
110.0,6,4.995049
-10.0,9,5.005617
100.0,14,5.01827
102.0,10,5.034374
121.0,7,5.045065
-40.0,11,5.054203
85.0,5,5.063364
106.0,14,5.077178
48.0,13,5.095334
45.0,9,5.110054
65.0,10,5.120056
83.0,10,5.134359
70.0,8,5.145837
85.0,11,5.158448
65.0,9,5.169732
15.0,9,5.180644
-15.0,9,5.195925
-7.0,9,5.206432
65.0,8,5.215448
-10.0,4,5.220001
135.0,8,5.230855
61.0,5,5.23873
60.0,9,5.246312
25.0,5,5.249917
88.0,6,5.259154
-33.0,6,5.264022
143.0,12,5.274755
-63.0,6,5.279472
75.0,9,5.289703
55.0,10,5.296405
10.0,8,5.302903
43.0,11,5.314341
40.0,9,5.326177
50.0,9,5.337099
138.0,10,5.345833
-110.0,7,5.352102
0.0,8,5.363953
15.0,7,5.371554
55.0,10,5.381757
105.0,9,5.39317
12.0,10,5.411643
97.0,10,5.421287
35.0,9,5.433816
-5.0,9,5.440351
88.0,11,5.452733
110.0,9,5.459581
14.0,5,5.464219
125.0,10,5.474635
80.0,10,5.48475
-60.0,11,5.49587
65.0,5,5.498982
5.0,5,5.502354
45.0,9,5.515369
100.0,8,5.521693
50.0,6,5.526063
0.0,6,5.532753
85.0,7,5.539417
40.0,9,5.550187
96.0,9,5.557653
95.0,7,5.564712
60.0,10,5.576511
65.0,9,5.584138
22.0,8,5.594807
30.0,7,5.601562
55.0,5,5.610592
86.0,10,5.622091
53.0,9,5.637179
95.0,9,5.646095
70.0,6,5.657312
12.0,15,5.670874
160.0,9,5.687751
65.0,7,5.703687
50.0,8,5.724746
70.0,7,5.735053
25.0,11,5.75367
65.0,7,5.762581
7.0,9,5.775943
135.0,11,5.793372
72.0,10,5.807876
87.0,9,5.828516
10.0,13,5.85349
35.0,12,5.870434
90.0,7,5.882144
30.0,9,5.891508
143.0,8,5.903524
123.0,6,5.911487
60.0,9,5.9269
100.0,9,5.937514
25.0,9,5.954044
50.0,7,5.970138
-5.0,15,5.991746
110.0,12,6.014647
45.0,10,6.031882
57.0,9,6.042782
65.0,8,6.059013
77.0,9,6.101742
23.0,11,6.134579
20.0,10,6.163857
7.0,10,6.187836
112.0,9,6.21882
111.0,11,6.246216
28.0,9,6.271936
90.0,9,6.290898
45.0,15,6.324268
131.0,21,6.370867
85.0,9,6.387523
85.0,10,6.410311
99.0,11,6.426051
20.0,8,6.446768
5.0,6,6.462528
163.0,9,6.481148
103.0,9,6.49813
123.0,9,6.526034
65.0,9,6.541601
55.0,9,6.558344
146.0,10,6.58227
35.0,11,6.604456
50.0,10,6.629859
52.0,5,6.636726
85.0,10,6.655743
90.0,9,6.676403
25.0,8,6.69246
140.0,11,6.714591
95.0,8,6.732379
146.0,10,6.756251
-15.0,5,6.764671
-40.0,9,6.786846
55.0,10,6.804077
140.0,10,6.829176
-38.0,6,6.838239
15.0,9,6.856303
112.0,8,6.872726
103.0,9,6.899282
28.0,14,6.924282
85.0,9,6.94226
75.0,6,6.961194
93.0,7,6.983679
-10.0,9,7.000669
60.0,9,7.017571
108.0,10,7.040883
15.0,9,7.063514
91.0,13,7.086628
156.0,12,7.110479
50.0,9,7.129468
130.0,8,7.14937
50.0,8,7.16534
80.0,10,7.189895
90.0,7,7.203748
29.0,10,7.225269
68.0,11,7.248659
30.0,7,7.264373
60.0,9,7.282285
65.0,8,7.303627
103.0,9,7.320618
120.0,7,7.336984
35.0,11,7.358476
90.0,5,7.372203
-30.0,5,7.381394
30.0,9,7.395799
40.0,11,7.415633
153.0,9,7.435843
75.0,7,7.448597
40.0,8,7.463254
5.0,5,7.470739
83.0,9,7.497659
163.0,12,7.51919
88.0,8,7.538617
20.0,12,7.560947
53.0,11,7.581407
88.0,11,7.601408
75.0,8,7.621075
141.0,9,7.63596
60.0,6,7.656261
100.0,15,7.688213
50.0,12,7.728533
73.0,9,7.747475
43.0,12,7.782205
103.0,11,7.806391
15.0,8,7.82128
65.0,14,7.847858
140.0,9,7.868142
-18.0,12,7.893543
50.0,8,7.90982
60.0,9,7.93229
45.0,11,7.95539
45.0,12,7.978231
-25.0,6,7.992959
-53.0,9,8.008256
80.0,7,8.028603
10.0,6,8.037385
90.0,7,8.055447
150.0,10,8.077578
63.0,9,8.09774
65.0,9,8.115899
45.0,9,8.130412
45.0,9,8.151827
95.0,5,8.164746
100.0,11,8.185195
-17.0,12,8.203156
60.0,11,8.219777
110.0,9,8.244048
98.0,10,8.259089
55.0,19,8.290723
-15.0,7,8.303978
135.0,10,8.324776
160.0,9,8.340622
58.0,11,8.361701
25.0,5,8.369389
83.0,11,8.394052
56.0,10,8.412173
45.0,7,8.419868
85.0,5,8.432169
108.0,9,8.451115
20.0,9,8.466449
55.0,9,8.479976
78.0,8,8.493207
50.0,6,8.510818
13.0,9,8.523096
115.0,9,8.536486
117.0,11,8.555952
75.0,10,8.586649
20.0,9,8.602959
10.0,8,8.61816
105.0,6,8.629687
20.0,5,8.650272
115.0,10,8.667535
35.0,8,8.684165
-50.0,5,8.693706
82.0,12,8.722672
60.0,8,8.741358
95.0,8,8.758283
108.0,8,8.776236
85.0,8,8.795791
30.0,10,8.813483
43.0,11,8.831892
48.0,13,8.85192
80.0,10,8.870662
78.0,5,8.883303
105.0,9,8.896773
38.0,10,8.911252
0.0,5,8.930427
95.0,10,8.943918
58.0,9,8.958483
40.0,6,8.970873
-18.0,8,8.98933
83.0,11,9.00754
-80.0,9,9.021693
65.0,9,9.034787
108.0,9,9.054785
41.0,12,9.081599
-55.0,9,9.09938
102.0,9,9.116428
45.0,10,9.136628
55.0,9,9.155435
65.0,9,9.168506
110.0,8,9.184602
35.0,9,9.206047
-45.0,7,9.218095
25.0,9,9.232085
75.0,9,9.245555
40.0,8,9.262833
20.0,6,9.274934
22.0,10,9.289687
60.0,7,9.305066
65.0,9,9.326781
60.0,9,9.350523
55.0,10,9.367267
43.0,14,9.40066
70.0,11,9.426431
41.0,9,9.450623
45.0,9,9.46859
103.0,12,9.493486
143.0,8,9.515054
85.0,11,9.538951
50.0,6,9.548773
-60.0,11,9.573408
50.0,9,9.595602
118.0,9,9.613288
103.0,11,9.634427
110.0,12,9.659999
130.0,13,9.685872
-55.0,7,9.700225
-10.0,5,9.707103
-7.0,5,9.719109
5.0,7,9.733213
38.0,5,9.74551
115.0,13,9.765099
53.0,15,9.792704
135.0,9,9.812288
70.0,10,9.826229
98.0,10,9.845831
47.0,6,9.853424
85.0,11,9.87866
27.0,9,9.894137
138.0,12,9.915376
92.0,13,9.942039
25.0,11,9.963527
80.0,8,9.9794
20.0,8,9.99592
100.0,9,10.019522
85.0,10,10.040038
45.0,7,10.053512
60.0,10,10.067904
98.0,5,10.08334
188.0,9,10.102644
65.0,9,10.11793
125.0,9,10.133364
93.0,9,10.153397
70.0,8,10.174488
48.0,10,10.190404
115.0,10,10.213983
106.0,8,10.229013
147.0,17,10.261673
85.0,10,10.275931
98.0,9,10.293857
128.0,10,10.308147
38.0,15,10.339828
63.0,12,10.360863
75.0,10,10.375225
55.0,10,10.394929
80.0,12,10.418663
-2.0,13,10.438445
90.0,10,10.45964
105.0,10,10.476314
30.0,9,10.496027
60.0,7,10.510613
55.0,7,10.524592
65.0,9,10.538894
45.0,9,10.559078
0.0,9,10.577776
30.0,9,10.591179
65.0,8,10.605794
50.0,10,10.624503
45.0,10,10.644658
88.0,10,10.658868
5.0,9,10.677396
43.0,11,10.700753
70.0,9,10.719481
98.0,9,10.732604
125.0,10,10.746601
-2.0,11,10.773512
176.0,19,10.808224
113.0,12,10.829178
42.0,9,10.846011
104.0,12,10.873164
80.0,9,10.890403
20.0,11,10.91357
30.0,9,10.931201
45.0,7,10.95203
98.0,6,10.966923
73.0,10,10.983375
60.0,10,11.009043
75.0,6,11.023883
93.0,10,11.045921
138.0,9,11.061734
-70.0,6,11.070816
-15.0,9,11.099003
110.0,8,11.115807
110.0,8,11.132586
50.0,6,11.139611
110.0,13,11.168844
-5.0,13,11.199117
60.0,9,11.216011
60.0,5,11.225326
65.0,16,11.258798
110.0,9,11.273904
5.0,9,11.294528
-55.0,7,11.302117
130.0,7,11.319829
133.0,9,11.336679
-10.0,9,11.353015
46.0,14,11.37395
35.0,6,11.392539
53.0,9,11.40786
82.0,9,11.420974
80.0,10,11.444157
65.0,8,11.462823
120.0,9,11.477204
66.0,12,11.497091
97.0,9,11.510219
35.0,10,11.536048
75.0,9,11.550486
113.0,12,11.571944
43.0,9,11.585906
120.0,10,11.614245
75.0,8,11.630037
90.0,9,11.645994
50.0,11,11.66714
45.0,10,11.686117
25.0,13,11.708845
100.0,9,11.728676
-15.0,8,11.74381
70.0,7,11.757956
87.0,9,11.778524
5.0,4,11.786731
-30.0,5,11.792998
65.0,5,11.806019
35.0,12,11.825713
70.0,5,11.834315
10.0,10,11.855156
148.0,14,11.88384
50.0,9,11.903468
90.0,9,11.919216
90.0,8,11.932529
200.0,12,11.960228
30.0,11,11.981348
113.0,8,11.995711
-25.0,9,12.011038
70.0,8,12.030684
40.0,11,12.051409
105.0,9,12.06658
100.0,12,12.087635
125.0,10,12.106478
125.0,9,12.126287
57.0,11,12.142135
85.0,14,12.169516
161.0,18,12.201859
100.0,9,12.224006
-55.0,5,12.231994
75.0,6,12.242339
70.0,8,12.266509
45.0,9,12.377542
60.0,9,12.390577
-45.0,7,12.403845
35.0,12,12.428545
168.0,10,12.443698
65.0,9,12.459403
40.0,10,12.477919
92.0,9,12.498023
45.0,10,12.515732
60.0,11,12.530856
118.0,5,12.544815
108.0,12,12.572181
35.0,9,12.587474
30.0,8,12.601969
135.0,15,12.628905
48.0,10,12.648667
53.0,9,12.663113
75.0,11,12.68382
64.0,17,12.716107
75.0,9,12.740201
55.0,7,12.749172
20.0,9,12.768497
20.0,6,12.778082
110.0,5,12.790863
30.0,5,12.80234
73.0,9,12.818503
70.0,9,12.833892
30.0,9,12.853209
40.0,10,12.874248
80.0,9,12.888411
145.0,5,12.897372
15.0,5,12.914359
-15.0,5,12.923071
45.0,6,12.931831
134.0,10,12.952407
70.0,6,12.96789
80.0,8,12.983206
-45.0,7,12.995948
100.0,7,13.009771
43.0,7,13.029547
98.0,9,13.043658
72.0,13,13.067656
85.0,7,13.082276
15.0,9,13.105432
91.0,9,13.123879
95.0,5,13.142212
120.0,9,13.160413
130.0,9,13.184562
55.0,8,13.198386
108.0,9,13.215028
106.0,9,13.239656
-7.0,9,13.260078
173.0,10,13.279793
70.0,9,13.303997
65.0,9,13.32097
-35.0,9,13.340592
103.0,5,13.350032
0.0,12,13.371834
25.0,5,13.386382
90.0,9,13.407286
15.0,7,13.422879
141.0,8,13.438348
35.0,10,13.455779
45.0,6,13.476788
101.0,15,13.502368
60.0,6,13.517299
20.0,9,13.535237
25.0,8,13.55811
48.0,10,13.580062
50.0,6,13.589553
65.0,8,13.606041
85.0,7,13.625884
60.0,10,13.639936
-40.0,5,13.651805
63.0,12,13.671617
65.0,6,13.692095
120.0,6,13.709502
-50.0,7,13.717016
50.0,8,13.731623
120.0,10,13.756904
53.0,10,13.772687
60.0,9,13.792578
119.0,9,13.806702
33.0,12,13.832311
53.0,9,13.846745
100.0,6,13.861212
125.0,8,13.876324
60.0,9,13.897516
80.0,11,13.916367
5.0,9,13.930683
75.0,9,13.945353
45.0,9,13.965503
163.0,8,13.979142
100.0,7,13.993445
20.0,9,14.00668
80.0,9,14.034229
93.0,11,14.050283
90.0,8,14.063611
85.0,11,14.087612
75.0,8,14.107601
65.0,8,14.122343
57.0,9,14.135722
43.0,11,14.155714
80.0,15,14.187603
32.0,6,14.195295
148.0,9,14.215525
130.0,11,14.231863
241.0,20,14.270449
35.0,8,14.283894
35.0,11,14.305871
40.0,10,14.328656
60.0,9,14.351395
80.0,9,14.368205
60.0,8,14.386977
-55.0,9,14.402601
10.0,8,14.422128
189.0,19,14.45814
80.0,13,14.482973
25.0,10,14.505668
70.0,7,14.527812
75.0,8,14.540727
48.0,12,14.563585
42.0,9,14.578403
38.0,11,14.604042
35.0,8,14.619233
55.0,8,14.632054
100.0,9,14.646933
93.0,7,14.666214
103.0,11,14.680546
101.0,12,14.7053
65.0,12,14.726376
163.0,9,14.747551
35.0,8,14.761865
85.0,9,14.774944
23.0,11,14.79575
110.0,8,14.816487
128.0,10,14.830527
111.0,9,14.844916
106.0,9,14.863748
30.0,6,14.876165
65.0,8,14.892884
85.0,12,14.910669
50.0,11,14.930609
58.0,9,14.950636
10.0,9,14.963854
95.0,7,14.977739
