#{"t_start": 1774737337.9330404, "env_id": "None"}
r,l,t
282.0,14,85.451807
325.0,17,85.474903
217.0,9,85.488277
318.0,17,85.512099
370.0,18,85.539304
319.0,15,85.560582
235.0,11,85.576163
187.0,11,85.592859
260.0,11,85.608486
309.0,16,85.632296
208.0,13,85.650816
220.0,9,85.664081
307.0,14,85.682477
205.0,10,85.696006
301.0,13,85.713085
324.0,15,85.734678
110.0,9,85.750854
266.0,14,85.770908
213.0,9,85.790733
175.0,14,85.81189
188.0,9,85.826001
239.0,13,85.845078
485.0,33,85.879468
162.0,11,85.889421
373.0,17,85.913161
116.0,5,85.920662
182.0,9,85.934077
236.0,9,85.946455
153.0,9,85.958711
238.0,12,85.975466
278.0,13,85.994365
333.0,19,86.018775
243.0,12,86.034743
321.0,14,86.051507
246.0,12,86.06979
297.0,14,86.090124
190.0,9,86.102714
193.0,9,86.117158
236.0,13,86.133883
257.0,12,86.15087
294.0,14,86.17051
288.0,13,86.189747
194.0,12,86.208545
351.0,18,86.23202
203.0,12,86.250397
204.0,19,86.27539
174.0,9,86.287488
171.0,12,86.303562
277.0,14,86.322802
221.0,10,86.335923
171.0,10,86.350455
247.0,12,86.367188
429.0,20,86.395973
350.0,17,86.418849
375.0,19,86.444269
374.0,20,86.470852
512.0,30,86.512444
199.0,10,86.527122
310.0,14,86.547361
254.0,11,86.562261
419.0,22,86.588914
259.0,16,86.609412
228.0,13,86.627269
280.0,13,86.646812
213.0,11,86.662339
174.0,11,86.676016
211.0,9,86.689233
203.0,11,86.705806
237.0,15,86.726415
294.0,13,86.742953
295.0,17,86.764227
372.0,17,89.432135
265.0,16,89.452609
281.0,11,89.468114
272.0,15,89.487803
280.0,15,89.508864
287.0,14,89.531316
485.0,27,89.568216
161.0,10,89.583076
207.0,12,89.601753
364.0,22,89.632434
277.0,17,89.657102
195.0,12,89.673756
352.0,18,89.700413
253.0,11,89.716918
377.0,18,89.739318
223.0,8,89.750469
305.0,17,89.772542
203.0,12,89.787941
527.0,29,89.826775
178.0,9,89.840473
547.0,31,89.881394
170.0,12,89.89819
246.0,13,89.916914
345.0,20,89.930909
297.0,22,89.959932
164.0,12,89.975233
307.0,13,89.992601
304.0,15,90.01359
268.0,10,90.029322
298.0,14,90.053059
244.0,13,90.072863
190.0,9,90.087534
213.0,8,90.100968
281.0,14,90.1185
242.0,11,90.131725
271.0,16,90.151076
243.0,9,90.163171
132.0,6,90.172348
237.0,11,90.189633
267.0,15,90.209024
316.0,18,90.23243
258.0,15,90.253013
172.0,9,90.266863
244.0,10,90.28302
203.0,9,90.296362
416.0,21,90.323209
505.0,29,90.361078
326.0,19,90.384733
284.0,15,90.406283
238.0,11,90.420602
211.0,9,90.433121
172.0,12,90.449555
234.0,13,90.47095
332.0,17,90.496769
265.0,13,90.51538
216.0,11,90.532973
102.0,6,90.543075
372.0,17,90.568357
208.0,8,90.582452
336.0,16,90.606564
282.0,16,90.637839
348.0,18,90.67598
207.0,10,90.698826
250.0,13,90.725642
290.0,13,90.756766
211.0,9,90.777547
173.0,8,90.791345
367.0,18,90.823047
107.0,5,90.832797
256.0,12,90.850739
129.0,7,90.863093
237.0,11,90.881254
394.0,19,90.91256
163.0,12,90.930096
437.0,23,90.965334
158.0,13,90.985741
310.0,13,91.006176
196.0,9,91.018025
284.0,13,91.035939
372.0,20,91.06614
335.0,15,91.090294
224.0,9,91.104752
196.0,11,91.121455
167.0,7,91.13326
470.0,22,91.164979
198.0,9,91.177938
247.0,12,91.196389
256.0,15,91.217562
200.0,9,91.230278
325.0,15,91.257971
203.0,9,91.273558
286.0,11,91.288524
238.0,11,91.305648
253.0,15,91.330096
317.0,14,91.356899
219.0,11,91.382878
223.0,17,91.423792
243.0,11,91.439699
218.0,9,91.452905
359.0,21,91.481322
166.0,10,91.495979
270.0,14,91.515386
112.0,7,91.52594
230.0,15,91.546753
107.0,7,91.554666
236.0,10,91.569313
194.0,9,91.582855
215.0,17,91.603952
159.0,11,91.618423
316.0,15,91.63944
275.0,15,91.661917
273.0,12,91.676719
173.0,8,91.687204
463.0,23,91.717342
348.0,20,91.745138
233.0,12,91.761839
213.0,9,91.776284
307.0,16,91.796923
260.0,13,91.814875
226.0,9,91.826245
155.0,5,91.834119
367.0,19,91.861061
162.0,11,91.875564
338.0,17,91.897559
313.0,13,91.91436
487.0,24,91.946575
439.0,26,91.979125
147.0,7,91.989526
182.0,10,92.003746
351.0,17,92.025198
208.0,9,92.038415
240.0,10,92.051878
185.0,8,92.062044
352.0,17,92.090237
318.0,16,92.116665
181.0,12,92.132225
243.0,12,92.148009
211.0,13,92.164879
268.0,10,92.174297
195.0,14,92.186045
330.0,16,92.211533
150.0,7,92.221709
281.0,13,92.239594
305.0,15,92.259881
180.0,13,92.278986
221.0,10,92.297584
263.0,12,92.316099
263.0,14,92.333747
204.0,12,92.350274
263.0,11,92.365139
363.0,17,92.388485
237.0,12,92.40397
198.0,9,92.416225
197.0,9,95.150784
268.0,15,95.169924
294.0,14,95.188775
310.0,17,95.20686
336.0,17,95.218114
230.0,10,95.227116
190.0,9,95.232117
275.0,14,95.243164
175.0,10,95.251431
241.0,14,95.260435
132.0,9,95.267054
290.0,14,95.276285
313.0,13,95.285467
450.0,25,95.315026
258.0,12,95.331776
239.0,12,95.348383
193.0,10,95.361333
308.0,16,95.383895
249.0,12,95.401428
436.0,21,95.42019
486.0,29,95.441823
321.0,14,95.452049
238.0,12,95.459052
301.0,14,95.46796
431.0,21,95.481965
355.0,20,95.506221
256.0,14,95.523363
265.0,17,95.5448
253.0,13,95.562703
309.0,17,95.584231
223.0,12,95.59922
272.0,12,95.614884
215.0,11,95.629607
178.0,9,95.640893
283.0,12,95.657937
234.0,13,95.666446
277.0,14,95.673956
226.0,12,95.681871
415.0,20,95.694107
211.0,14,95.703766
236.0,10,95.711684
603.0,34,95.749895
158.0,7,95.760034
185.0,8,95.770148
217.0,13,95.786313
233.0,10,95.809348
282.0,13,95.831225
265.0,11,95.844965
285.0,16,95.867428
263.0,13,95.885111
418.0,24,95.916971
216.0,16,95.940548
116.0,5,95.948298
243.0,10,95.962832
202.0,9,95.975212
210.0,9,95.986755
466.0,25,96.01786
270.0,13,96.03564
310.0,17,96.055875
155.0,9,96.069362
339.0,19,96.096684
435.0,22,96.127493
352.0,18,96.153561
358.0,17,96.176166
195.0,11,96.190117
100.0,5,96.19782
156.0,6,96.207132
228.0,14,96.224504
343.0,18,96.250288
301.0,13,96.268122
320.0,18,96.296305
268.0,15,96.318617
414.0,22,96.349076
302.0,16,96.370329
253.0,13,96.38958
265.0,12,96.406124
246.0,11,96.420638
443.0,32,96.471937
292.0,14,96.491402
359.0,18,96.514699
397.0,20,96.538683
289.0,15,96.560052
409.0,24,96.588185
372.0,17,96.609641
82.0,6,96.618093
228.0,14,96.635272
218.0,9,96.6476
409.0,20,96.671578
200.0,11,96.686836
160.0,9,96.700743
239.0,11,96.715515
346.0,16,96.73316
178.0,8,96.739133
220.0,9,96.747133
288.0,12,96.755316
261.0,11,96.762317
329.0,15,96.772099
172.0,9,96.778102
235.0,10,96.788834
171.0,9,96.801648
497.0,29,96.840601
629.0,32,96.882779
294.0,14,96.901306
225.0,9,96.91482
231.0,10,96.929572
300.0,16,96.950807
325.0,16,96.969722
343.0,18,96.980788
309.0,15,96.997221
294.0,13,97.014098
373.0,18,97.036643
240.0,15,97.053584
414.0,19,97.080224
354.0,18,97.105225
236.0,12,97.121025
209.0,12,97.137189
255.0,13,97.154756
316.0,18,97.178172
223.0,11,97.192911
270.0,11,97.206456
310.0,18,97.242041
435.0,21,97.263092
278.0,13,97.279176
214.0,12,97.29446
205.0,7,97.303813
198.0,11,97.31831
353.0,19,97.34414
406.0,20,97.369065
386.0,19,97.393476
295.0,18,97.416836
249.0,13,97.433776
377.0,18,97.455238
201.0,13,97.473147
223.0,10,97.486531
280.0,13,97.50352
265.0,17,97.524714
467.0,23,97.552701
255.0,13,97.56943
278.0,14,97.587837
300.0,14,97.605388
204.0,13,100.289417
269.0,15,100.309552
390.0,19,100.332479
228.0,10,100.342101
270.0,15,100.354198
241.0,9,100.361232
475.0,27,100.377463
503.0,25,100.400625
305.0,14,100.419737
343.0,16,100.44049
215.0,9,100.46876
168.0,8,100.480354
334.0,15,100.499669
163.0,6,100.508888
239.0,11,100.529966
351.0,17,100.554348
315.0,16,100.574479
288.0,13,100.597867
203.0,9,100.611772
284.0,11,100.62747
224.0,11,100.644167
262.0,14,100.664029
158.0,9,100.678244
361.0,14,100.698223
343.0,16,100.718703
256.0,14,100.735516
341.0,17,100.75979
442.0,21,100.782839
295.0,15,100.799192
267.0,13,100.813846
391.0,24,100.844427
387.0,19,100.869112
195.0,11,100.886887
274.0,14,100.906208
417.0,20,100.932847
446.0,25,100.964505
193.0,9,100.979985
284.0,16,101.000716
201.0,9,101.014402
192.0,14,101.031455
358.0,18,101.059146
239.0,11,101.073447
278.0,13,101.098778
362.0,17,101.12014
417.0,21,101.147835
439.0,20,101.174251
315.0,15,101.193321
228.0,12,101.205917
332.0,15,101.215604
185.0,9,101.223223
268.0,13,101.232222
199.0,10,101.240146
315.0,14,101.251595
215.0,9,101.258105
279.0,13,101.267181
182.0,9,101.272984
298.0,13,101.290024
193.0,7,101.300673
201.0,9,101.311744
470.0,24,101.34014
393.0,19,101.364887
220.0,13,101.380814
342.0,19,101.402378
181.0,7,101.411055
280.0,20,101.42615
183.0,7,101.432149
338.0,17,101.443681
201.0,10,101.449964
327.0,15,101.45864
231.0,10,101.466144
372.0,18,101.477549
501.0,28,101.492038
228.0,11,101.498546
186.0,11,101.505791
193.0,12,101.512795
274.0,13,101.520025
401.0,17,101.532007
314.0,15,101.540774
224.0,14,101.551189
180.0,10,101.556389
296.0,15,101.566302
294.0,13,101.57481
151.0,7,101.580816
316.0,15,101.591496
377.0,17,101.614949
257.0,11,101.628617
373.0,22,101.655068
283.0,15,101.674065
224.0,9,101.688402
251.0,12,101.703254
230.0,11,101.713732
257.0,14,101.731642
182.0,13,101.747732
268.0,12,101.764085
255.0,13,101.780834
281.0,12,101.798641
288.0,13,101.815963
177.0,9,101.829837
226.0,12,101.84657
267.0,16,101.870333
308.0,14,101.890267
376.0,19,101.915109
403.0,20,101.938567
242.0,11,101.9562
238.0,20,101.983053
300.0,16,102.004073
243.0,14,102.024206
261.0,13,102.042229
226.0,17,102.064645
281.0,14,102.076956
308.0,16,102.098537
161.0,7,102.107737
208.0,11,102.121163
266.0,12,102.137039
270.0,13,102.153815
249.0,12,102.170752
255.0,13,102.18767
435.0,21,102.214993
322.0,15,102.235622
416.0,21,102.265722
223.0,11,102.280472
232.0,10,102.294238
342.0,18,102.319302
284.0,14,102.337963
222.0,11,102.352695
125.0,6,102.360545
240.0,11,102.375187
216.0,12,102.391119
323.0,16,102.412203
175.0,8,102.422406
196.0,10,102.437177
249.0,12,102.453634
350.0,18,102.478259
216.0,11,102.492785
243.0,12,102.50868
306.0,16,102.53122
300.0,14,102.550231
314.0,16,102.570517
424.0,20,102.596742
291.0,18,102.618785
297.0,16,102.642198
95.0,5,102.651017
177.0,10,102.668813
139.0,11,102.683396
260.0,12,102.700026
251.0,12,102.716927
238.0,10,102.732081
286.0,15,102.752339
266.0,13,105.447575
321.0,19,105.465585
254.0,12,105.473828
362.0,23,105.48607
244.0,10,105.49307
375.0,17,105.502876
172.0,9,105.509876
216.0,10,105.516316
339.0,17,105.525826
220.0,9,105.531826
222.0,11,105.538517
192.0,10,105.544667
339.0,16,105.554728
232.0,12,105.562478
170.0,12,105.570786
374.0,17,105.581293
211.0,13,105.588266
423.0,27,105.603799
238.0,11,105.611151
190.0,10,105.618872
200.0,8,105.623872
341.0,16,105.635014
161.0,16,105.644362
335.0,18,105.655471
231.0,12,105.662471
272.0,14,105.671959
210.0,14,105.679959
293.0,16,105.700934
502.0,23,105.727491
179.0,9,105.742064
202.0,13,105.757864
264.0,14,105.776698
297.0,15,105.796723
483.0,24,105.831293
244.0,13,105.869083
107.0,9,105.882479
115.0,6,105.893703
250.0,11,105.908016
212.0,12,105.926381
271.0,15,105.947522
209.0,13,105.964549
183.0,9,105.978095
287.0,12,105.995888
243.0,11,106.006439
405.0,19,106.02387
489.0,32,106.065531
225.0,10,106.080942
238.0,9,106.09683
238.0,10,106.110969
226.0,12,106.125585
262.0,16,106.147943
289.0,14,106.166659
262.0,13,106.184872
420.0,20,106.216231
409.0,23,106.247707
318.0,17,106.27025
278.0,13,106.288751
280.0,13,106.309485
393.0,21,106.337944
292.0,14,106.356214
210.0,9,106.369601
261.0,13,106.38657
178.0,12,106.40385
294.0,13,106.42306
197.0,10,106.437825
242.0,12,106.453304
210.0,9,106.466512
203.0,9,106.477659
255.0,13,106.494453
188.0,12,106.512051
231.0,11,106.526881
193.0,13,106.544482
214.0,10,106.556763
148.0,9,106.57006
395.0,20,106.596837
197.0,9,106.60971
206.0,8,106.622405
167.0,9,106.634977
148.0,9,106.648334
261.0,11,106.66451
219.0,11,106.679203
231.0,15,106.857412
232.0,12,106.875169
168.0,14,106.899637
315.0,15,106.937334
162.0,9,106.956297
170.0,9,106.976655
257.0,14,106.996691
324.0,18,107.021615
235.0,11,107.03724
374.0,17,107.061115
256.0,11,107.076749
228.0,9,107.088963
290.0,14,107.111607
234.0,13,107.128233
151.0,13,107.143968
361.0,17,107.167259
205.0,11,107.183164
158.0,9,107.194796
405.0,18,107.222569
150.0,9,107.23492
336.0,16,107.260838
127.0,10,107.273945
431.0,21,107.300389
253.0,13,107.319888
238.0,11,107.33766
329.0,16,107.361164
264.0,13,107.378045
282.0,15,107.397578
311.0,14,107.41683
436.0,23,107.448769
667.0,35,107.491473
230.0,12,107.507865
194.0,8,107.522467
126.0,7,107.533852
187.0,10,107.548192
183.0,9,107.560338
316.0,15,107.580461
245.0,11,107.59629
197.0,9,107.609241
178.0,9,107.620389
152.0,7,107.631606
231.0,10,107.645325
163.0,9,107.658481
310.0,14,107.676633
177.0,9,107.689229
375.0,19,107.713167
227.0,15,107.732287
427.0,21,107.756392
573.0,35,107.798213
137.0,9,107.808699
197.0,13,107.82557
210.0,9,107.838087
256.0,11,107.852674
323.0,17,107.874792
208.0,11,107.889152
242.0,12,107.907435
413.0,21,107.934796
196.0,9,107.948145
150.0,10,107.96288
188.0,9,107.975431
152.0,11,107.988918
410.0,19,108.014001
250.0,11,108.028525
511.0,26,108.063318
255.0,9,108.078912
325.0,16,108.103122
336.0,16,108.126323
409.0,21,108.154421
208.0,8,108.167594
165.0,11,108.184639
84.0,7,108.194613
606.0,28,110.934392
211.0,10,110.949302
207.0,12,110.966044
225.0,9,110.977131
229.0,11,110.9901
227.0,9,111.001358
256.0,11,111.016276
229.0,10,111.033662
301.0,13,111.050083
239.0,10,111.064633
485.0,24,111.099191
390.0,21,111.126596
262.0,13,111.141882
268.0,13,111.159608
245.0,11,111.174587
316.0,17,111.196924
258.0,15,111.21473
196.0,9,111.227461
214.0,13,111.243169
330.0,14,111.261437
378.0,19,111.28424
194.0,9,111.292209
183.0,9,111.306815
524.0,28,111.347852
371.0,21,111.378104
461.0,24,111.411424
215.0,13,111.431732
205.0,7,111.446187
250.0,12,111.466604
246.0,13,111.490589
283.0,12,111.509889
319.0,15,111.531359
198.0,9,111.54496
229.0,11,111.559301
167.0,9,111.57032
169.0,9,111.585098
376.0,19,111.61186
281.0,11,111.630221
237.0,12,111.653606
165.0,9,111.674235
407.0,19,111.706167
164.0,14,111.727328
232.0,11,111.742715
436.0,21,111.773385
450.0,25,111.809752
179.0,9,111.8229
198.0,9,111.836627
302.0,16,111.858074
187.0,9,111.870563
100.0,7,111.879654
334.0,16,111.89887
263.0,13,111.91637
368.0,17,111.939523
330.0,16,111.959813
373.0,18,111.982506
385.0,22,112.012356
373.0,17,112.035723
195.0,13,112.053382
185.0,8,112.063562
135.0,6,112.075981
220.0,9,112.090586
334.0,17,112.116029
234.0,11,112.13007
205.0,9,112.142366
321.0,15,112.162466
264.0,13,112.18106
395.0,19,112.208355
242.0,10,112.221962
198.0,9,112.236683
205.0,9,112.250451
286.0,11,112.267421
336.0,21,112.294718
162.0,13,112.312976
224.0,10,112.32761
139.0,17,112.350447
290.0,16,112.373803
187.0,10,112.390171
280.0,12,112.408993
245.0,12,112.425809
333.0,19,112.453236
448.0,27,112.500874
238.0,13,112.519494
217.0,10,112.536911
417.0,18,112.569191
176.0,11,112.584969
394.0,21,112.626501
217.0,11,112.646231
197.0,10,112.664675
185.0,8,112.678558
383.0,20,112.710636
291.0,11,112.728876
273.0,12,112.750262
320.0,15,112.77294
279.0,14,112.794495
237.0,12,112.812364
267.0,12,112.828081
150.0,7,112.837518
194.0,11,112.852917
195.0,10,112.865432
263.0,12,112.882187
262.0,12,112.898894
532.0,28,112.946627
220.0,9,112.972716
248.0,13,112.995792
165.0,9,113.013982
229.0,9,113.023561
258.0,12,113.03771
379.0,23,113.063798
222.0,12,113.084885
201.0,11,113.100083
454.0,25,113.134413
276.0,13,113.15164
386.0,19,113.190091
290.0,12,113.207257
145.0,7,113.223122
352.0,18,113.259527
132.0,6,113.268995
310.0,15,113.29003
206.0,12,113.307832
302.0,15,113.334116
252.0,13,113.356115
475.0,24,113.390114
389.0,20,113.42193
266.0,12,113.447231
235.0,14,113.481949
366.0,18,113.522929
244.0,10,113.540091
434.0,18,113.564399
264.0,14,113.591112
355.0,17,113.626343
301.0,15,113.652058
229.0,15,113.671662
389.0,22,113.704663
485.0,27,113.741457
342.0,17,113.766415
249.0,13,113.788871
286.0,14,113.808024
281.0,14,113.833312
186.0,11,113.850232
306.0,15,113.872402
287.0,15,113.897981
192.0,10,113.916409
198.0,9,113.930575
222.0,11,113.949397
245.0,10,113.964627
191.0,11,113.979388
323.0,17,114.002414
253.0,13,116.498927
275.0,13,116.516021
371.0,24,116.548705
461.0,22,116.577042
216.0,13,116.594784
225.0,11,116.608243
284.0,11,116.623266
266.0,12,116.639326
203.0,9,116.655104
260.0,11,116.669604
159.0,10,116.682356
238.0,12,116.699086
175.0,11,116.713241
269.0,14,116.732277
323.0,16,116.753338
269.0,13,116.768998
188.0,7,116.780499
289.0,15,116.799913
436.0,23,116.828713
411.0,23,116.858971
513.0,24,116.88957
191.0,7,116.899555
450.0,20,116.929452
412.0,25,116.961895
457.0,26,116.993081
343.0,17,117.015319
265.0,11,117.030875
428.0,21,117.059437
306.0,13,117.078612
253.0,11,117.096444
250.0,12,117.112929
217.0,11,117.128555
325.0,19,117.153121
201.0,9,117.166411
234.0,11,117.18083
203.0,9,117.192972
286.0,12,117.208518
341.0,16,117.2281
235.0,12,117.244765
364.0,17,117.267041
296.0,16,117.287054
270.0,12,117.302662
330.0,16,117.323885
180.0,10,117.338169
328.0,15,117.355928
203.0,9,117.367043
337.0,19,117.391649
210.0,9,117.401348
177.0,14,117.410859
355.0,17,117.42269
237.0,12,117.43169
345.0,19,117.443289
392.0,21,117.459167
179.0,9,117.466571
180.0,8,117.476721
361.0,17,117.508164
179.0,10,117.525664
304.0,12,117.543436
160.0,9,117.558177
228.0,12,117.573719
375.0,17,117.589244
231.0,11,117.598218
152.0,7,117.603806
205.0,9,117.609816
306.0,14,117.620394
290.0,13,117.629312
278.0,17,117.639243
297.0,13,117.646959
283.0,11,117.660603
193.0,9,117.673248
193.0,9,117.684369
333.0,14,117.702203
416.0,20,117.729562
256.0,12,117.746253
351.0,17,117.767736
262.0,12,117.785643
520.0,29,117.826305
213.0,10,117.840831
209.0,14,117.858568
250.0,10,117.871879
422.0,23,117.902188
293.0,13,117.914418
301.0,13,117.931461
205.0,9,117.944777
246.0,11,117.960355
279.0,13,117.980537
434.0,20,118.007103
248.0,9,118.018584
261.0,18,118.041761
321.0,16,118.062433
175.0,6,118.071281
240.0,12,118.088875
232.0,13,118.112029
288.0,13,118.131311
402.0,20,118.158137
349.0,20,118.188247
296.0,13,118.205287
215.0,15,118.227004
357.0,17,118.249291
280.0,13,118.267182
460.0,24,118.298354
384.0,20,118.323807
312.0,18,118.347175
232.0,11,118.361523
208.0,10,118.37379
228.0,10,118.387124
216.0,13,118.405069
373.0,17,118.426555
317.0,14,118.445493
412.0,24,118.476691
285.0,13,118.494537
210.0,10,118.510149
363.0,19,118.535517
468.0,25,118.56997
334.0,15,118.590307
425.0,19,118.615301
272.0,17,118.635288
145.0,5,118.643059
274.0,14,118.663187
401.0,20,118.687068
227.0,10,118.700507
335.0,18,118.723506
310.0,16,118.744797
210.0,9,118.758133
368.0,18,118.781391
372.0,22,118.809614
436.0,21,118.835732
224.0,9,118.849092
285.0,12,118.866207
492.0,21,118.895149
235.0,9,118.908554
203.0,9,118.921397
275.0,13,118.939444
245.0,10,118.953895
239.0,14,118.972685
250.0,12,118.989442
163.0,9,119.001675
378.0,23,119.032529
352.0,18,119.055844
450.0,21,119.086695
367.0,20,119.122236
243.0,10,119.137788
291.0,17,121.903225
341.0,16,121.924869
346.0,17,121.95274
333.0,15,121.972909
190.0,9,121.986256
355.0,15,122.006165
270.0,11,122.021106
472.0,26,122.063618
356.0,15,122.089292
293.0,15,122.110814
201.0,8,122.122435
288.0,12,122.140165
426.0,20,122.165671
344.0,16,122.18685
247.0,11,122.202509
407.0,22,122.233128
292.0,13,122.255843
218.0,9,122.267154
235.0,12,122.286865
318.0,15,122.307738
138.0,13,122.32522
213.0,9,122.339324
380.0,17,122.363123
268.0,13,122.388309
210.0,10,122.409904
252.0,10,122.429421
215.0,11,122.446013
295.0,12,122.464007
420.0,21,122.494242
233.0,11,122.510994
335.0,17,122.534903
489.0,23,122.564831
257.0,11,122.580372
348.0,20,122.607444
250.0,12,122.623409
485.0,28,122.658815
235.0,10,122.673258
220.0,12,122.691466
373.0,17,122.713956
381.0,19,122.740439
355.0,18,122.76601
208.0,12,122.783743
270.0,11,122.799546
411.0,21,122.825935
210.0,11,122.840448
215.0,10,122.853784
214.0,10,122.867161
139.0,10,122.882712
153.0,9,122.896222
215.0,11,122.91185
170.0,9,122.924137
257.0,14,122.943107
205.0,14,122.962322
228.0,9,122.976786
333.0,17,123.001639
339.0,15,123.024148
150.0,7,123.035371
362.0,19,123.060377
307.0,14,123.075185
226.0,11,123.084185
318.0,16,123.104694
194.0,13,123.121883
194.0,13,123.139631
249.0,16,123.159648
348.0,17,123.182481
414.0,19,123.198485
339.0,17,123.211488
225.0,8,123.220756
213.0,9,123.235318
293.0,14,123.254656
222.0,13,123.272529
462.0,24,123.304919
169.0,12,123.32147
276.0,13,123.339267
173.0,11,123.354856
175.0,14,123.372123
335.0,18,123.394326
241.0,9,123.406474
359.0,24,123.439295
215.0,9,123.45283
211.0,11,123.468351
166.0,9,123.481721
298.0,16,123.503964
227.0,13,123.520513
278.0,16,123.54375
333.0,14,123.56199
405.0,18,123.585374
198.0,7,123.595375
223.0,11,123.610933
162.0,9,123.623638
169.0,9,123.635856
198.0,9,123.647956
230.0,17,123.670207
359.0,18,123.692436
157.0,9,123.70358
240.0,11,123.717994
360.0,22,123.747004
309.0,16,123.769301
258.0,11,123.784868
403.0,18,123.810487
373.0,18,123.835596
114.0,11,123.850057
161.0,9,123.862319
286.0,11,123.878085
238.0,10,123.892615
246.0,11,123.907127
274.0,12,123.92326
400.0,20,123.949749
407.0,19,123.975717
292.0,13,123.993452
229.0,12,124.010183
254.0,11,124.025103
170.0,8,124.036216
326.0,16,124.058528
224.0,20,124.087867
421.0,24,124.122041
215.0,12,124.13805
225.0,9,124.151123
404.0,21,124.180055
503.0,24,124.212214
393.0,19,124.237156
165.0,9,124.249503
215.0,10,124.263949
520.0,29,124.303283
254.0,13,124.321605
347.0,19,124.34518
286.0,16,124.367646
260.0,13,124.385542
235.0,10,124.398972
305.0,16,124.420313
246.0,13,124.4375
244.0,10,124.451943
297.0,13,124.470153
355.0,17,124.493541
256.0,12,124.51024
406.0,22,124.539595
264.0,11,124.554073
335.0,15,124.57437
102.0,8,124.585621
197.0,12,124.602461
306.0,15,124.62182
154.0,10,124.636322
227.0,12,124.650826
261.0,19,124.675506
205.0,16,124.705955
236.0,11,127.439542
175.0,11,127.453486
251.0,11,127.460525
316.0,14,127.468528
262.0,14,127.477529
259.0,15,127.495521
329.0,17,127.51893
483.0,29,127.556126
684.0,33,127.59831
259.0,11,127.612811
220.0,9,127.629951
313.0,12,127.64667
379.0,19,127.688812
236.0,10,127.703228
290.0,12,127.719892
376.0,17,127.742484
170.0,6,127.750243
232.0,11,127.765698
264.0,13,127.781789
172.0,9,127.795286
211.0,13,127.813486
243.0,10,127.827283
361.0,19,127.850541
202.0,8,127.861657
210.0,8,127.872646
310.0,14,127.891805
140.0,6,127.900727
334.0,17,127.923097
482.0,23,127.95377
249.0,13,127.971785
286.0,11,127.987356
190.0,7,127.997545
263.0,11,128.011762
288.0,12,128.027817
127.0,13,128.045851
266.0,12,128.062718
397.0,20,128.095995
248.0,9,128.10955
370.0,19,128.135686
283.0,12,128.150321
267.0,19,128.174778
193.0,9,128.187043
357.0,22,128.215925
221.0,10,128.229676
424.0,21,128.25741
334.0,16,128.278958
265.0,13,128.296877
230.0,12,128.312618
378.0,20,128.340195
444.0,23,128.370982
220.0,9,128.384677
334.0,17,128.416986
172.0,9,128.430609
354.0,18,128.456014
281.0,13,128.473394
301.0,15,128.492355
243.0,11,128.508033
471.0,26,128.542763
132.0,8,128.55496
201.0,10,128.569432
205.0,9,128.582772
313.0,16,128.603747
145.0,11,128.618042
241.0,13,128.635338
446.0,20,128.661031
273.0,13,128.678772
270.0,13,128.696533
243.0,11,128.712123
225.0,11,128.727779
208.0,9,128.739091
386.0,18,128.763557
250.0,12,128.779055
187.0,10,128.792315
271.0,12,128.810035
223.0,10,128.823451
326.0,14,128.841894
267.0,13,128.859663
188.0,9,128.872998
262.0,14,128.892016
291.0,12,128.907544
152.0,10,128.922387
488.0,31,128.962048
464.0,25,128.994105
358.0,16,129.015752
185.0,10,129.032294
62.0,6,129.041223
384.0,19,129.065534
373.0,24,129.104477
264.0,11,129.120229
219.0,11,129.136028
324.0,16,129.156716
352.0,16,129.179163
142.0,11,129.19472
617.0,33,129.236554
328.0,14,129.255409
165.0,9,129.267645
230.0,12,129.281959
208.0,12,129.299871
273.0,14,129.320076
351.0,15,129.341644
143.0,9,129.353812
198.0,10,129.368443
172.0,13,129.38629
585.0,31,129.426209
144.0,7,129.436673
224.0,12,129.453305
205.0,7,129.463381
218.0,9,129.475545
238.0,13,129.492075
241.0,9,129.506663
403.0,19,129.53284
221.0,9,129.545057
185.0,9,129.558419
238.0,16,129.579548
275.0,14,129.597391
451.0,22,129.626365
247.0,13,129.644664
301.0,14,129.66249
195.0,10,129.676924
325.0,16,129.699282
309.0,14,129.718694
293.0,11,129.733796
233.0,11,129.749329
283.0,12,129.767091
248.0,12,129.782002
316.0,16,129.803133
173.0,6,129.813176
195.0,14,129.831703
215.0,12,129.847054
266.0,14,129.864943
268.0,11,129.880366
134.0,9,129.891445
329.0,16,129.912526
181.0,7,129.923654
420.0,22,129.953057
305.0,15,129.973002
261.0,11,129.985973
481.0,29,130.024781
294.0,15,130.046455
241.0,12,130.063186
465.0,24,130.093561
361.0,18,130.118063
275.0,17,130.141424
321.0,22,130.164811
185.0,8,130.177033
259.0,10,130.192635
357.0,17,130.215059
240.0,11,132.909324
493.0,25,132.943066
431.0,22,132.971376
207.0,12,132.987821
157.0,9,132.998977
366.0,15,133.018988
337.0,15,133.040419
278.0,12,133.058267
186.0,9,133.071679
425.0,20,133.09946
190.0,9,133.112792
256.0,11,133.132203
173.0,10,133.145751
350.0,17,133.170409
366.0,18,133.1973
449.0,23,133.226956
143.0,7,133.238613
275.0,15,133.258571
157.0,7,133.269701
451.0,21,133.295835
238.0,19,133.322203
210.0,9,133.335464
241.0,11,133.357688
303.0,13,133.378385
