#{"t_start": 1774714095.9442787, "env_id": "None"}
r,l,t
243.0,14,20.690166
141.0,9,20.696712
137.0,8,20.701775
140.0,10,20.708372
560.0,32,20.727127
193.0,11,20.733869
272.0,15,20.743823
232.0,15,20.752779
198.0,11,20.76058
202.0,12,20.768099
170.0,12,20.775362
192.0,12,20.784549
141.0,9,20.790987
192.0,12,20.799908
288.0,16,20.810146
198.0,12,20.818757
112.0,9,20.826459
140.0,9,20.831988
219.0,13,20.84059
159.0,10,20.848387
154.0,11,20.855802
166.0,9,20.863021
192.0,16,20.872508
163.0,15,20.881689
183.0,12,20.890718
209.0,12,20.89812
67.0,5,20.902185
155.0,9,20.908619
124.0,9,20.915266
195.0,12,20.925398
162.0,11,20.935084
184.0,11,20.944935
115.0,9,20.950438
119.0,7,20.956589
199.0,11,20.96469
155.0,9,20.974849
155.0,9,20.981766
145.0,9,20.989064
197.0,12,20.998294
139.0,13,21.009184
176.0,9,21.016274
381.0,25,21.032544
184.0,11,21.040249
131.0,9,21.051745
135.0,10,21.057916
137.0,8,21.064033
155.0,9,21.072476
271.0,19,21.08452
116.0,9,21.092661
166.0,14,21.100431
162.0,9,21.105786
297.0,19,21.119174
392.0,23,21.133411
158.0,10,21.13949
162.0,9,21.145609
229.0,16,21.158314
207.0,14,21.167562
180.0,10,21.174696
145.0,9,21.179869
184.0,11,21.188994
229.0,12,21.196232
484.0,31,21.213703
229.0,15,21.222861
132.0,9,21.230543
347.0,21,21.243966
389.0,20,21.255701
302.0,16,21.266227
200.0,14,21.276188
146.0,9,21.282295
155.0,9,21.288794
424.0,23,21.303933
259.0,16,21.316867
211.0,14,21.32747
182.0,13,21.337804
146.0,13,21.345976
136.0,9,21.355602
108.0,6,21.358663
155.0,9,21.363752
158.0,10,21.370912
157.0,9,21.378399
273.0,15,21.387467
205.0,12,21.394655
494.0,31,21.414074
293.0,16,21.427655
333.0,22,21.441887
203.0,15,21.452501
203.0,13,21.461698
185.0,9,21.468638
195.0,19,21.4814
197.0,15,21.490949
328.0,19,21.504326
144.0,8,21.512427
256.0,16,21.522778
177.0,10,21.527892
169.0,12,21.535038
94.0,6,21.541606
570.0,40,21.566092
213.0,13,21.573517
406.0,22,21.586157
240.0,12,21.594849
213.0,13,21.604183
143.0,9,21.609258
162.0,11,21.616637
252.0,19,21.629303
175.0,11,21.636538
144.0,10,21.643631
275.0,17,21.653904
256.0,14,21.663638
185.0,9,21.669728
242.0,12,21.676897
150.0,10,21.684013
415.0,25,21.700842
225.0,11,21.708017
292.0,14,21.71716
233.0,12,21.724416
343.0,18,21.735977
196.0,13,21.744181
270.0,15,21.754404
119.0,7,21.758517
233.0,14,21.768198
274.0,16,21.77847
197.0,13,21.786835
157.0,9,21.792762
237.0,17,21.80443
320.0,21,21.816359
218.0,12,21.82599
137.0,8,21.833274
299.0,17,21.85157
157.0,9,21.859005
99.0,8,21.866585
119.0,7,21.873495
140.0,10,21.882838
173.0,13,21.892013
184.0,11,21.900962
125.0,8,21.906339
243.0,13,21.915927
133.0,7,21.920016
148.0,9,21.925479
155.0,9,21.932246
244.0,15,21.943036
90.0,5,21.947298
131.0,9,21.953157
211.0,12,21.962173
209.0,12,21.97087
200.0,15,21.980337
190.0,13,21.988978
146.0,11,21.995288
150.0,9,22.00272
155.0,9,22.007804
254.0,16,22.017913
162.0,9,22.023098
201.0,15,22.033778
197.0,13,22.042512
162.0,9,22.049038
229.0,13,22.058231
239.0,16,22.070489
427.0,27,22.085949
151.0,10,22.09192
343.0,23,22.106432
148.0,9,22.113425
189.0,9,22.118502
223.0,11,22.12706
135.0,10,22.134191
85.0,5,22.138538
415.0,21,22.150788
125.0,9,22.155944
167.0,11,22.162772
331.0,16,22.174439
213.0,9,22.179526
300.0,15,22.18919
172.0,9,22.194463
214.0,10,22.203116
151.0,8,22.208338
165.0,9,22.214442
160.0,11,22.222168
162.0,9,22.229453
119.0,7,22.2356
289.0,18,22.246784
158.0,8,22.251906
97.0,5,22.257491
204.0,12,22.265697
160.0,9,22.270884
206.0,13,22.277649
141.0,9,22.285686
155.0,9,22.293572
203.0,13,22.303056
267.0,16,22.314443
180.0,10,22.322247
169.0,9,22.329599
189.0,17,22.34004
157.0,11,22.346112
220.0,13,22.356771
283.0,16,22.366818
227.0,13,22.373961
45.0,5,22.379364
112.0,7,22.385957
359.0,21,22.399711
220.0,13,22.40957
54.0,8,22.414667
183.0,9,22.421251
191.0,11,22.429442
187.0,10,22.436538
166.0,12,22.443063
193.0,11,22.452606
216.0,12,22.459847
245.0,11,22.466976
240.0,12,22.47468
353.0,24,22.496163
130.0,12,22.504992
226.0,12,22.513755
173.0,14,22.523858
157.0,11,22.534829
165.0,11,22.542741
330.0,17,22.555068
156.0,11,22.564413
390.0,19,22.579304
189.0,10,22.587323
173.0,12,22.596395
307.0,14,22.605899
280.0,15,22.620617
128.0,7,22.627431
310.0,17,22.639404
173.0,11,22.648844
543.0,32,22.674883
194.0,10,22.681485
154.0,11,22.690013
162.0,9,22.696056
140.0,15,22.709606
150.0,9,22.716363
212.0,12,22.726101
160.0,11,22.735208
161.0,11,22.748186
259.0,12,22.757761
255.0,14,22.767714
161.0,9,22.776512
176.0,9,22.785329
196.0,10,22.791798
163.0,15,22.804829
327.0,19,22.8197
198.0,11,22.831577
197.0,12,22.84004
97.0,5,22.844313
255.0,16,22.857033
83.0,5,22.862265
175.0,11,22.871506
374.0,16,22.885136
192.0,15,22.896897
194.0,10,22.905757
159.0,10,22.914763
236.0,14,22.926575
492.0,27,22.948291
190.0,10,22.957957
197.0,11,22.967472
210.0,9,22.973682
190.0,10,22.981978
47.0,3,22.987927
104.0,10,22.994842
315.0,16,23.005913
208.0,15,23.01721
214.0,13,23.029386
164.0,10,23.037958
196.0,9,23.046268
346.0,16,23.059446
320.0,16,23.07559
196.0,9,23.083184
186.0,9,23.09011
132.0,10,23.098529
203.0,10,23.107315
242.0,13,23.119012
176.0,16,23.131368
160.0,11,23.138563
137.0,14,23.153505
348.0,15,23.166415
115.0,9,23.173953
210.0,11,23.183409
247.0,15,23.195942
204.0,13,23.20789
135.0,10,23.216541
124.0,9,23.222878
313.0,16,23.238005
143.0,9,23.247266
223.0,12,23.256169
171.0,13,23.265089
202.0,15,23.279699
221.0,13,23.290586
127.0,14,23.302648
162.0,12,23.31194
172.0,9,23.321231
100.0,5,23.325308
140.0,10,23.332695
307.0,16,23.34573
145.0,10,23.3556
326.0,17,23.369212
217.0,10,23.378515
210.0,9,23.384964
217.0,9,23.39363
101.0,9,23.40103
155.0,10,23.410205
167.0,7,23.417321
297.0,16,23.432851
203.0,9,23.44036
199.0,15,23.453598
309.0,16,23.465783
175.0,9,23.474351
172.0,10,23.481186
125.0,9,23.490261
242.0,13,23.499943
186.0,9,23.508416
322.0,16,23.521447
258.0,14,23.533691
552.0,29,23.555416
252.0,10,23.5659
172.0,8,23.572022
427.0,20,23.584538
310.0,15,23.595319
196.0,11,23.604541
156.0,11,23.61298
307.0,17,23.623571
165.0,11,23.630762
273.0,12,23.64056
325.0,15,23.649763
100.0,5,23.653805
270.0,13,23.661984
369.0,20,23.677524
347.0,23,23.692948
255.0,12,23.701124
181.0,13,23.708279
299.0,17,23.720609
255.0,14,23.730791
104.0,10,23.735225
227.0,13,23.743355
330.0,17,23.756637
136.0,7,23.759674
264.0,15,23.770328
170.0,8,23.775389
142.0,11,23.783709
153.0,6,23.786746
340.0,17,23.799647
132.0,9,23.805745
197.0,10,23.812997
130.0,11,23.820127
192.0,11,23.828389
171.0,13,23.836547
165.0,10,23.845002
418.0,20,23.856973
127.0,9,23.862239
183.0,14,23.870367
162.0,13,23.881785
164.0,14,23.889062
252.0,16,23.899728
165.0,10,23.907121
140.0,9,23.913264
274.0,14,23.9215
179.0,9,23.928627
180.0,10,23.933867
112.0,11,23.943408
297.0,15,23.955021
289.0,16,23.965637
121.0,10,23.970923
127.0,7,23.978105
172.0,9,23.983669
145.0,8,23.988735
350.0,19,24.001521
251.0,13,24.010866
219.0,12,24.019262
251.0,12,24.026376
257.0,12,24.035781
194.0,11,24.044458
262.0,13,24.052594
374.0,20,24.066521
202.0,13,24.074884
164.0,12,24.083032
212.0,16,24.093526
110.0,9,24.100651
186.0,10,24.106769
197.0,12,24.11697
145.0,10,24.125365
182.0,9,24.130444
696.0,37,24.153107
208.0,14,24.164353
260.0,15,24.172194
318.0,15,24.183094
183.0,19,24.194475
144.0,9,24.20318
335.0,15,24.211976
211.0,10,24.21745
206.0,13,24.227319
203.0,12,24.236206
127.0,9,24.240551
181.0,12,24.249403
138.0,13,24.255954
352.0,19,24.270081
219.0,11,24.277754
189.0,9,24.283172
125.0,6,24.286458
136.0,10,24.295694
272.0,14,24.304513
286.0,18,24.317702
253.0,11,24.325348
260.0,18,24.337483
112.0,7,24.341855
407.0,27,24.360376
450.0,23,24.373601
114.0,8,24.380157
239.0,14,24.38996
234.0,11,24.396881
181.0,10,24.403457
88.0,7,24.411147
225.0,10,24.416682
234.0,11,24.424387
127.0,10,24.430992
167.0,10,24.438688
303.0,17,24.449701
215.0,10,24.456322
165.0,9,24.46326
233.0,11,24.473074
282.0,13,24.480731
265.0,14,24.491117
81.0,7,24.494369
272.0,14,24.506392
352.0,17,24.515135
402.0,21,24.528337
268.0,15,24.538214
148.0,9,24.54477
544.0,29,24.56449
224.0,12,24.572155
416.0,22,24.585342
250.0,14,24.596787
216.0,12,24.604425
160.0,13,24.610945
181.0,13,24.618623
229.0,14,24.630712
123.0,9,24.637331
161.0,8,24.64177
161.0,9,24.647223
325.0,16,24.658217
281.0,12,24.665932
433.0,25,24.680169
188.0,10,24.686789
302.0,17,24.699342
211.0,11,24.705923
187.0,11,24.71468
275.0,17,24.723465
211.0,11,24.732116
311.0,18,24.74296
274.0,12,24.750577
156.0,12,24.758124
303.0,14,24.769109
212.0,12,24.776776
230.0,10,24.782271
247.0,13,24.788872
180.0,9,24.797171
447.0,22,24.810311
167.0,10,24.817945
198.0,12,24.825598
240.0,10,24.832121
266.0,12,24.840855
309.0,17,24.850635
226.0,12,24.858297
221.0,10,24.867014
275.0,13,24.87457
210.0,12,24.88252
236.0,15,24.891973
123.0,9,24.898916
221.0,10,24.90599
248.0,13,24.912926
146.0,9,24.918404
120.0,10,24.927953
221.0,13,24.936567
134.0,14,24.944641
172.0,12,24.95315
392.0,22,24.967174
445.0,23,24.98233
240.0,12,24.990193
234.0,14,24.997835
180.0,10,25.006425
339.0,17,25.016496
313.0,16,25.028459
217.0,12,25.035552
223.0,10,25.043416
129.0,7,25.048718
330.0,17,25.058462
356.0,20,25.072311
164.0,8,25.078898
117.0,9,25.085247
210.0,14,25.093092
289.0,15,25.103382
172.0,12,25.112112
190.0,10,25.118691
251.0,13,25.129262
212.0,16,25.142071
136.0,11,25.149806
159.0,9,25.157768
233.0,12,25.164896
286.0,14,25.173163
262.0,15,25.184767
215.0,12,25.192518
320.0,21,25.203731
185.0,11,25.211035
172.0,9,25.217722
335.0,19,25.231216
362.0,19,25.24397
223.0,11,25.250125
353.0,23,25.266044
421.0,21,25.278623
258.0,13,25.287299
457.0,25,25.303519
221.0,12,25.312143
132.0,6,25.315501
273.0,17,25.326772
294.0,15,25.335506
151.0,8,25.342024
273.0,15,25.35339
205.0,12,25.361489
115.0,6,25.367342
170.0,12,25.375698
317.0,16,25.386089
366.0,20,25.398066
157.0,10,25.404152
233.0,13,25.413959
154.0,9,25.421222
113.0,9,25.426581
122.0,11,25.43369
415.0,22,25.447538
243.0,18,25.459857
139.0,6,25.462907
168.0,8,25.466961
171.0,13,25.477183
127.0,9,25.483258
117.0,9,25.490013
240.0,11,25.496727
131.0,9,25.503859
128.0,8,25.507908
260.0,15,25.518222
302.0,23,25.531152
338.0,17,25.544502
235.0,13,25.553664
184.0,15,25.562793
488.0,29,25.579251
177.0,10,25.586701
249.0,15,25.596369
194.0,9,25.601889
249.0,14,25.611006
295.0,19,25.623584
162.0,10,25.629064
223.0,14,25.638328
155.0,9,25.643401
203.0,9,25.650989
216.0,11,25.658099
278.0,12,25.665621
220.0,12,25.671709
174.0,13,25.681665
148.0,9,25.686152
68.0,9,25.69355
204.0,14,25.701044
264.0,12,25.71112
97.0,5,25.715277
189.0,9,25.721831
149.0,9,25.727447
241.0,13,25.735882
196.0,9,25.743114
307.0,19,25.755562
127.0,10,25.763299
228.0,12,25.771829
203.0,11,25.778139
192.0,10,25.785682
193.0,8,25.790761
297.0,17,25.801738
370.0,21,25.813943
262.0,15,25.823443
259.0,17,25.833746
171.0,15,25.846464
171.0,16,25.855646
317.0,16,25.865954
154.0,9,25.871057
158.0,9,25.878885
205.0,10,25.884974
157.0,12,25.892103
188.0,9,25.896883
177.0,7,25.902424
293.0,20,25.915146
85.0,9,25.920316
259.0,15,25.929868
114.0,9,25.936007
137.0,11,25.943379
272.0,16,25.953614
285.0,16,25.963802
208.0,11,25.972347
364.0,18,25.98254
250.0,13,25.99242
244.0,12,25.999585
76.0,12,26.009563
220.0,9,26.01467
154.0,9,26.019498
88.0,12,26.026339
45.0,6,26.031943
185.0,9,26.037151
313.0,21,26.051032
90.0,14,26.05995
125.0,9,26.068317
234.0,16,26.078765
196.0,14,26.086351
153.0,13,26.095294
179.0,9,26.102251
241.0,12,26.109969
145.0,10,26.115072
194.0,10,26.121605
195.0,10,26.128498
215.0,11,26.136936
249.0,13,26.144197
172.0,9,26.150315
203.0,10,26.158231
231.0,13,26.165576
132.0,7,26.170722
171.0,13,26.178874
47.0,6,26.188367
169.0,13,26.194886
139.0,14,26.20403
153.0,9,26.209151
211.0,11,26.218982
479.0,23,26.23252
169.0,10,26.240011
152.0,6,26.243155
260.0,12,26.253048
244.0,12,26.262549
213.0,9,26.268642
60.0,8,26.273748
256.0,11,26.281108
181.0,10,26.288336
245.0,13,26.295474
255.0,13,26.302848
126.0,13,26.313539
72.0,10,26.319445
94.0,14,26.328683
203.0,9,26.334836
276.0,13,26.343688
200.0,9,26.348907
132.0,9,26.356231
115.0,12,26.363791
203.0,9,26.370202
237.0,14,26.378356
308.0,17,26.396861
80.0,9,26.401967
356.0,19,26.416435
211.0,11,26.421628
234.0,12,26.428964
140.0,9,26.43614
348.0,17,26.448023
202.0,11,26.455125
251.0,11,26.462251
233.0,13,26.471452
268.0,13,26.482657
211.0,8,26.488147
296.0,14,26.497834
187.0,11,26.504956
170.0,8,26.511838
225.0,18,26.523287
215.0,12,26.530424
272.0,14,26.538894
214.0,10,26.546886
255.0,12,26.555114
122.0,8,26.560186
367.0,16,26.569591
232.0,11,26.576891
273.0,15,26.586519
273.0,15,26.595141
183.0,9,26.60031
200.0,10,26.608886
144.0,12,26.61613
226.0,12,26.623401
189.0,9,26.629504
155.0,14,26.638904
223.0,14,26.648388
95.0,9,26.653481
250.0,12,26.661602
203.0,12,26.671907
242.0,12,26.679421
185.0,8,26.684475
174.0,7,26.688523
153.0,10,26.695609
118.0,8,26.700782
276.0,15,26.71035
264.0,12,26.718731
206.0,11,26.727773
131.0,9,26.732267
132.0,9,26.73699
411.0,19,26.751185
171.0,10,26.760771
155.0,10,26.767888
199.0,14,26.777137
256.0,11,26.782283
344.0,17,26.794649
128.0,10,26.800732
221.0,13,26.809583
342.0,17,26.820856
205.0,11,26.829019
145.0,10,26.836767
308.0,16,26.845935
281.0,15,26.856251
179.0,9,26.863574
186.0,12,26.871534
175.0,9,26.876665
195.0,12,26.885927
250.0,12,26.896448
318.0,15,26.905438
172.0,9,26.910782
179.0,9,26.915976
137.0,9,26.923638
187.0,12,26.931261
302.0,14,26.93853
151.0,11,26.946386
204.0,10,26.954699
187.0,12,26.963557
237.0,14,26.973458
228.0,11,26.981538
220.0,9,26.988084
143.0,10,26.994273
175.0,9,27.001029
159.0,8,27.006031
296.0,18,27.017798
280.0,17,27.027877
200.0,10,27.035148
150.0,8,27.040009
110.0,10,27.047237
146.0,9,27.054014
181.0,11,27.059578
189.0,9,27.068424
98.0,7,27.075137
463.0,28,27.092073
381.0,21,27.105118
179.0,9,27.110481
179.0,9,27.118142
253.0,13,27.126336
64.0,8,27.131973
223.0,10,27.138942
131.0,9,27.145187
220.0,9,27.150638
400.0,23,27.166057
120.0,9,27.171785
195.0,11,27.181249
140.0,8,27.185352
156.0,9,27.190418
237.0,12,27.198596
178.0,9,27.206275
184.0,11,27.212765
240.0,13,27.221141
281.0,17,27.231779
280.0,14,27.241268
462.0,29,27.26122
389.0,24,27.275698
170.0,10,27.280877
185.0,11,27.289829
212.0,13,27.297442
155.0,8,27.301487
164.0,8,27.336949
140.0,9,27.343523
67.0,8,27.348881
192.0,9,27.355485
300.0,16,27.365331
144.0,15,27.375162
213.0,9,27.380667
205.0,12,27.388359
198.0,10,27.393734
136.0,6,27.399698
188.0,12,27.407326
230.0,13,27.414977
210.0,12,27.422576
194.0,10,27.430416
104.0,9,27.436928
297.0,18,27.447596
246.0,15,27.458538
228.0,15,27.472258
232.0,14,27.481431
265.0,13,27.490811
253.0,11,27.500211
235.0,10,27.510664
159.0,10,27.515558
192.0,12,27.52822
177.0,11,27.538125
223.0,15,27.553093
334.0,17,27.564279
215.0,14,27.573551
305.0,15,27.584814
207.0,10,27.595309
273.0,14,27.603418
176.0,11,27.611797
142.0,6,27.615562
256.0,11,27.62615
190.0,13,27.635972
261.0,13,27.647574
159.0,8,27.654678
228.0,14,27.668639
203.0,14,27.681192
284.0,16,27.694227
165.0,9,27.699919
249.0,16,27.714173
257.0,12,27.722712
182.0,9,27.728943
220.0,13,27.738284
195.0,12,27.748524
328.0,26,27.768323
289.0,13,27.776731
337.0,19,27.791342
307.0,14,27.803418
208.0,9,27.811573
113.0,7,27.81772
249.0,13,27.829564
324.0,16,27.844605
275.0,18,27.857275
217.0,14,27.869523
224.0,10,27.876693
208.0,12,27.887941
117.0,5,27.891999
169.0,10,27.900379
159.0,11,27.908825
194.0,10,27.916416
105.0,7,27.922497
191.0,9,27.928728
285.0,16,27.938965
183.0,11,27.94969
371.0,20,27.963507
233.0,11,27.971713
274.0,12,27.979875
161.0,7,27.985353
222.0,10,27.991634
236.0,12,28.000281
132.0,7,28.005378
228.0,11,28.012878
256.0,13,28.022171
190.0,11,28.028296
213.0,9,28.035558
280.0,15,28.046005
268.0,14,28.058519
240.0,15,28.069937
132.0,9,28.075611
219.0,15,28.087565
182.0,9,28.092926
459.0,25,28.10959
305.0,16,28.119949
447.0,25,28.136627
171.0,12,28.143801
259.0,16,28.153071
196.0,9,28.160211
311.0,18,28.173033
163.0,6,28.177105
194.0,11,28.183512
160.0,7,28.188634
189.0,9,28.195255
452.0,24,28.208991
210.0,12,28.21681
207.0,16,28.224926
342.0,17,28.239218
228.0,15,28.247557
239.0,15,28.25582
102.0,6,28.261073
201.0,9,28.268561
324.0,18,28.279069
178.0,8,28.284148
186.0,9,28.291895
395.0,20,28.307806
297.0,16,28.319048
221.0,10,28.325158
185.0,14,28.334453
233.0,11,28.341957
214.0,16,28.351492
206.0,13,28.360688
401.0,22,28.373893
229.0,12,28.38285
127.0,9,28.387998
216.0,11,28.395534
210.0,10,28.402471
154.0,10,28.409498
235.0,12,28.419111
322.0,18,28.431213
259.0,14,28.439464
236.0,14,28.450485
140.0,9,28.455601
209.0,11,28.462783
203.0,9,28.467877
145.0,9,28.476531
229.0,13,28.484093
281.0,15,28.493795
191.0,10,28.501214
168.0,9,28.50906
450.0,27,28.525181
194.0,10,28.531317
186.0,15,28.541746
135.0,10,28.549104
215.0,10,28.555338
238.0,14,28.563449
205.0,9,28.571806
267.0,12,28.580442
209.0,11,28.586909
177.0,14,28.596058
176.0,11,28.602745
158.0,9,28.610337
185.0,8,28.616504
156.0,12,28.623138
280.0,13,28.631099
80.0,5,28.635798
269.0,13,28.644953
212.0,12,28.652379
245.0,15,28.660593
171.0,13,28.671075
175.0,9,28.676205
155.0,7,28.68152
209.0,12,28.688768
297.0,18,28.700889
270.0,15,28.710432
167.0,9,28.715508
106.0,15,28.724065
303.0,14,28.733558
153.0,7,28.739011
231.0,14,28.749162
160.0,8,28.754914
202.0,10,28.76314
127.0,10,28.7725
270.0,15,28.780713
202.0,10,28.787132
147.0,11,28.79644
144.0,9,28.801504
140.0,8,28.806826
141.0,11,28.815592
97.0,10,28.82314
225.0,11,28.83047
184.0,10,28.837273
194.0,10,28.844396
105.0,8,28.851248
339.0,16,28.861698
192.0,8,28.867311
193.0,9,28.872859
290.0,13,28.881788
315.0,16,28.891794
196.0,14,28.90146
211.0,13,28.908548
277.0,14,28.919011
209.0,11,28.924914
221.0,16,28.936778
312.0,18,28.949149
389.0,21,28.962689
237.0,12,28.969838
149.0,9,28.975996
138.0,10,28.983098
383.0,22,28.997764
292.0,18,29.008994
180.0,10,29.014093
312.0,16,29.024418
199.0,11,29.034037
232.0,11,29.04123
170.0,7,29.045311
144.0,9,29.05039
262.0,13,29.061769
216.0,11,29.06959
150.0,11,29.077796
212.0,11,29.083446
222.0,12,29.093092
241.0,12,29.101075
163.0,10,29.108156
183.0,11,29.115341
110.0,9,29.123156
210.0,9,29.128259
322.0,23,29.142896
220.0,9,29.147993
158.0,9,29.154542
307.0,15,29.165086
143.0,12,29.173232
187.0,12,29.180695
170.0,16,29.192229
276.0,16,29.201161
213.0,11,29.208285
276.0,15,29.224748
120.0,10,29.232412
218.0,9,29.236458
108.0,5,29.240812
255.0,13,29.248953
209.0,11,29.258814
204.0,11,29.263899
311.0,16,29.273359
207.0,12,29.280461
248.0,14,29.292836
194.0,10,29.298988
134.0,9,29.306133
223.0,11,29.312224
247.0,14,29.325993
332.0,16,29.336381
117.0,11,29.343664
243.0,17,29.354307
236.0,11,29.362546
192.0,9,29.370066
230.0,15,29.379263
173.0,11,29.384365
224.0,10,29.392955
338.0,20,29.406394
162.0,8,29.411491
254.0,18,29.421707
59.0,9,29.430339
201.0,9,29.435415
158.0,9,29.440592
252.0,13,29.450357
85.0,9,29.458907
226.0,13,29.467175
221.0,10,29.472269
276.0,17,29.483773
251.0,13,29.493608
105.0,10,29.499189
454.0,31,29.518734
441.0,27,29.534199
189.0,14,29.544248
217.0,10,29.551348
326.0,26,29.564883
155.0,5,29.568965
151.0,11,29.576612
299.0,16,29.587861
178.0,12,29.595074
279.0,14,29.604452
168.0,11,29.613369
215.0,13,29.621162
167.0,7,29.625224
112.0,10,29.631343
232.0,12,29.641079
245.0,13,29.64932
338.0,20,29.667673
232.0,16,29.678506
228.0,14,29.692431
254.0,14,29.701584
187.0,12,29.709867
227.0,11,29.717193
196.0,11,29.727398
177.0,9,29.733686
220.0,9,29.739456
223.0,15,29.750285
182.0,9,29.759401
246.0,12,29.767551
143.0,10,29.776038
165.0,9,29.781546
345.0,18,29.795374
156.0,10,29.800994
189.0,9,29.806179
313.0,17,29.817341
264.0,16,29.828964
154.0,10,29.83514
230.0,14,29.845459
296.0,15,29.854617
328.0,21,29.870385
257.0,13,29.878538
336.0,17,29.889182
103.0,15,29.897873
177.0,7,29.905442
113.0,9,29.910527
149.0,9,29.915912
208.0,10,29.924059
165.0,10,29.93134
263.0,14,29.93944
253.0,14,29.947714
222.0,15,29.956834
202.0,18,29.969602
220.0,9,29.976961
180.0,9,29.981058
262.0,13,29.989324
266.0,13,29.999991
65.0,7,30.005216
320.0,18,30.016358
173.0,12,30.022895
180.0,11,30.030504
154.0,9,30.038683
208.0,10,30.043818
210.0,9,30.049901
271.0,16,30.062873
396.0,21,30.077349
216.0,14,30.085811
211.0,10,30.091942
142.0,11,30.09993
139.0,11,30.106011
376.0,19,30.11823
228.0,10,30.12432
571.0,33,30.148492
227.0,11,30.154628
148.0,13,30.16288
172.0,9,30.167963
153.0,15,30.180543
173.0,10,30.186697
334.0,17,30.197008
227.0,11,30.204148
138.0,5,30.208496
218.0,11,30.215666
205.0,12,30.223794
181.0,9,30.228992
335.0,17,30.241958
192.0,9,30.249668
350.0,19,30.261828
320.0,17,30.271906
187.0,11,30.280723
188.0,10,30.28732
270.0,12,30.29478
271.0,15,30.304101
280.0,16,30.315746
188.0,10,30.320846
242.0,11,30.328112
193.0,10,30.334213
206.0,11,30.342627
357.0,19,30.354845
135.0,6,30.359397
264.0,15,30.368125
332.0,16,30.379329
227.0,14,30.389275
162.0,10,30.39462
100.0,9,30.401222
155.0,10,30.408697
376.0,21,30.421297
183.0,9,30.427052
17.0,6,30.430078
235.0,13,30.440459
220.0,14,30.449459
280.0,18,30.46073
139.0,9,30.466843
223.0,16,30.477471
318.0,15,30.487231
203.0,10,30.494325
373.0,20,30.506258
359.0,23,30.523353
260.0,12,30.53046
125.0,8,30.535321
224.0,12,30.543423
246.0,16,30.55531
314.0,18,30.565217
155.0,14,30.574271
254.0,13,30.583
259.0,14,30.595568
281.0,14,30.604463
213.0,11,30.612161
205.0,13,30.619326
167.0,13,30.629189
182.0,9,30.634324
101.0,7,30.639402
202.0,10,30.646851
122.0,7,30.651337
190.0,9,30.660893
190.0,9,30.666048
188.0,13,30.673354
210.0,10,30.681887
176.0,14,30.689529
161.0,13,30.697576
181.0,15,30.706204
240.0,11,30.715881
219.0,13,30.72301
262.0,14,30.732162
193.0,9,30.737308
162.0,11,30.745939
239.0,11,30.752213
144.0,9,30.758308
238.0,15,30.766572
165.0,9,30.774805
105.0,8,30.778868
207.0,10,30.785248
185.0,10,30.791341
219.0,11,30.799141
163.0,9,30.80628
180.0,9,30.811344
243.0,15,30.821084
237.0,12,30.831992
350.0,17,30.841278
189.0,9,30.846738
203.0,9,30.851842
228.0,13,30.862843
259.0,13,30.869981
100.0,11,30.877194
220.0,9,30.882285
299.0,18,30.895465
280.0,16,30.905195
193.0,9,30.912813
242.0,11,30.920013
219.0,15,30.930888
237.0,14,30.940573
188.0,9,30.945678
219.0,17,30.953938
258.0,12,30.962831
197.0,11,30.969905
258.0,12,30.977283
226.0,17,30.987835
213.0,9,30.995462
215.0,10,31.003494
291.0,13,31.011306
364.0,17,31.020952
146.0,14,31.031373
246.0,12,31.038525
234.0,14,31.047093
150.0,7,31.051277
262.0,15,31.065349
155.0,10,31.071507
189.0,12,31.078867
282.0,16,31.088036
255.0,12,31.096823
105.0,10,31.104558
105.0,7,31.109648
370.0,18,31.119163
202.0,8,31.124946
256.0,14,31.134914
194.0,13,31.142277
213.0,12,31.149551
292.0,16,31.161667
191.0,10,31.167752
143.0,12,31.174958
295.0,19,31.18715
168.0,12,31.197371
232.0,14,31.206797
201.0,11,31.212885
276.0,14,31.222322
179.0,18,31.233834
109.0,9,31.240241
187.0,11,31.246567
191.0,9,31.252954
217.0,11,31.259656
256.0,11,31.267448
181.0,7,31.272196
152.0,6,31.276323
185.0,10,31.285018
267.0,14,31.292857
158.0,11,31.300528
288.0,15,31.310126
228.0,10,31.318271
216.0,8,31.322679
145.0,9,31.329154
205.0,15,31.337539
452.0,24,31.352886
244.0,14,31.361465
109.0,9,31.367582
261.0,13,31.376582
144.0,9,31.38548
178.0,10,31.390148
217.0,14,31.399786
242.0,13,31.407094
306.0,17,31.419096
297.0,13,31.428003
289.0,14,31.437492
285.0,12,31.445047
117.0,5,31.449681
67.0,5,31.45338
237.0,15,31.462675
208.0,11,31.469885
123.0,9,31.478125
197.0,11,31.486037
130.0,8,31.492417
240.0,15,31.502122
172.0,9,31.508259
146.0,11,31.515532
249.0,14,31.524203
330.0,20,31.536835
103.0,14,31.548497
321.0,22,31.560719
226.0,12,31.56792
424.0,24,31.58231
227.0,12,31.591931
318.0,20,31.604753
429.0,23,31.620005
218.0,9,31.625261
333.0,17,31.636685
209.0,9,31.643145
188.0,13,31.651432
202.0,12,31.658635
122.0,10,31.665219
104.0,9,31.671611
266.0,14,31.679217
205.0,15,31.689946
106.0,9,31.697338
220.0,9,31.702603
152.0,9,31.709456
182.0,9,31.71556
256.0,11,31.724413
187.0,12,31.731618
