#{"t_start": 1774740083.3338466, "env_id": "None"}
r,l,t
335.0,15,2.502442
237.0,14,2.514467
211.0,10,2.526984
175.0,9,2.533071
153.0,8,2.540254
174.0,12,2.548885
117.0,9,2.555908
236.0,16,2.573203
102.0,7,2.579203
97.0,5,2.583203
110.0,7,2.588203
276.0,14,2.597203
83.0,6,2.606203
215.0,10,2.620509
151.0,10,2.62928
184.0,11,2.638138
97.0,5,2.642138
165.0,9,2.648815
111.0,10,2.65684
202.0,13,2.673375
309.0,21,2.688612
213.0,13,2.69818
257.0,13,2.712699
215.0,9,2.719699
203.0,11,2.729095
285.0,16,2.738388
110.0,9,2.750082
169.0,9,2.759664
444.0,22,2.776808
307.0,14,2.787058
218.0,10,2.800706
215.0,12,2.809034
312.0,16,2.821416
261.0,13,2.830537
149.0,8,2.841412
414.0,23,2.857485
188.0,11,2.865636
271.0,18,2.883714
239.0,12,2.893713
286.0,15,2.904363
276.0,13,2.91489
212.0,13,2.931447
131.0,9,2.938574
198.0,11,2.947087
216.0,9,2.954088
396.0,27,2.977387
258.0,14,2.988386
265.0,15,2.999563
312.0,14,3.014882
306.0,19,3.033915
222.0,11,3.042265
206.0,12,3.05668
265.0,17,3.068887
257.0,17,3.082093
268.0,15,3.099355
172.0,9,3.105604
284.0,13,3.114882
357.0,16,3.1261
181.0,10,3.142593
125.0,6,3.147293
319.0,16,3.158587
216.0,13,3.168715
277.0,13,3.178524
136.0,9,3.190292
91.0,11,3.200221
132.0,6,3.204593
233.0,12,3.213409
147.0,8,3.218881
161.0,12,3.232956
184.0,13,3.242956
227.0,12,3.251469
388.0,20,3.272611
205.0,9,3.279895
155.0,9,3.287061
284.0,18,3.300252
314.0,15,3.317375
238.0,13,3.326551
205.0,14,3.336564
312.0,15,3.348099
294.0,18,3.367381
119.0,7,3.372861
133.0,7,3.378662
246.0,11,3.386338
163.0,11,3.395151
162.0,9,3.409877
228.0,10,3.41738
229.0,13,3.42781
112.0,7,3.432883
118.0,5,3.436939
200.0,9,3.448862
209.0,14,3.458956
125.0,8,3.465956
84.0,6,3.469956
127.0,10,3.477956
245.0,11,3.491594
338.0,19,3.508506
242.0,15,3.519723
222.0,13,3.528866
173.0,10,3.543501
254.0,13,3.552225
205.0,11,3.560427
201.0,11,3.568637
262.0,13,3.599803
327.0,19,3.614177
298.0,13,3.623302
212.0,14,3.637833
137.0,8,3.644833
199.0,12,3.652345
193.0,9,3.659787
205.0,13,3.670787
114.0,5,3.676986
205.0,11,3.691082
102.0,9,3.697085
272.0,17,3.709158
229.0,10,3.71744
162.0,9,3.731804
223.0,13,3.741881
179.0,9,3.748502
188.0,10,3.756521
207.0,11,3.764718
206.0,11,3.780776
144.0,8,3.785787
462.0,25,3.802787
330.0,16,3.820898
175.0,12,3.828897
154.0,8,3.834902
266.0,15,3.845409
189.0,10,3.860768
169.0,12,3.869951
293.0,18,3.884031
336.0,22,3.906735
192.0,14,3.917137
150.0,7,3.922136
100.0,9,3.929152
184.0,11,3.937156
167.0,10,3.950101
328.0,17,3.962792
144.0,11,3.970232
346.0,16,3.981813
174.0,9,3.993735
426.0,23,4.010011
229.0,12,4.019032
232.0,15,4.034449
276.0,14,4.04345
163.0,14,4.052963
213.0,11,4.060517
449.0,23,4.083341
318.0,15,4.094342
344.0,20,4.115932
256.0,14,4.12707
149.0,10,4.134238
200.0,9,4.141363
160.0,11,4.150123
155.0,9,4.162625
250.0,14,4.172776
155.0,9,4.179774
250.0,11,4.187774
331.0,18,4.207368
210.0,9,4.213496
204.0,10,4.22084
158.0,12,4.229844
94.0,6,4.236372
409.0,20,4.256785
363.0,18,4.270022
150.0,9,4.276597
204.0,11,4.292311
219.0,10,4.299485
141.0,9,4.307006
156.0,10,4.314087
391.0,19,4.333308
117.0,5,4.337365
312.0,14,4.347965
207.0,10,4.355964
89.0,6,4.361608
208.0,10,4.367807
150.0,12,4.381564
299.0,13,4.392673
215.0,12,4.400673
169.0,9,4.407673
258.0,11,4.43799
257.0,17,4.448759
217.0,11,4.457153
251.0,14,4.467419
352.0,16,4.483316
269.0,15,4.494573
286.0,13,4.504811
304.0,15,4.521218
301.0,17,4.534221
351.0,19,4.546001
57.0,9,4.557442
109.0,8,4.563442
177.0,11,4.573981
141.0,9,4.580457
245.0,10,4.588665
227.0,14,4.604108
283.0,13,4.614313
131.0,10,4.621575
335.0,22,4.638002
339.0,18,4.65687
195.0,11,4.664139
126.0,7,4.673524
172.0,9,4.680353
200.0,9,4.693639
264.0,12,4.703639
129.0,7,4.708638
398.0,19,4.722638
296.0,24,4.743716
238.0,15,4.755801
77.0,11,4.76297
254.0,16,4.780741
191.0,10,4.789135
150.0,8,4.795264
118.0,6,4.800418
228.0,14,4.810717
227.0,11,4.823656
228.0,11,4.831927
232.0,14,4.842172
361.0,20,4.858839
267.0,18,4.872319
152.0,12,4.880615
162.0,9,4.886614
257.0,14,4.901555
187.0,10,4.909917
220.0,10,4.918084
549.0,27,4.941091
119.0,7,4.957765
269.0,13,4.968108
237.0,14,4.977895
210.0,9,4.984478
446.0,22,5.009475
359.0,19,5.022676
250.0,12,5.031452
275.0,17,5.05139
298.0,20,5.066389
229.0,11,5.074389
323.0,14,5.089481
243.0,11,5.097983
324.0,16,5.109144
158.0,16,5.126483
486.0,33,5.148931
483.0,29,5.174375
229.0,12,5.182826
233.0,12,5.191052
241.0,12,5.200178
110.0,9,5.212979
195.0,10,5.220143
306.0,16,5.231426
132.0,6,5.236482
236.0,12,5.249586
216.0,10,5.257586
220.0,9,5.264585
255.0,14,5.274938
154.0,11,5.284069
175.0,8,5.295036
213.0,15,5.306822
260.0,15,5.318662
251.0,13,5.327662
155.0,9,5.340055
274.0,16,5.351568
300.0,15,5.362719
168.0,9,5.369964
197.0,9,5.383192
145.0,9,5.390192
157.0,7,5.395192
201.0,11,5.40363
182.0,9,5.409811
264.0,13,5.42479
215.0,9,5.432064
223.0,10,5.44015
232.0,11,5.451413
201.0,15,5.461653
179.0,9,5.473829
213.0,9,5.479915
189.0,9,5.488698
184.0,9,5.49421
110.0,7,5.49921
276.0,13,5.512982
178.0,10,5.521379
168.0,8,5.527467
165.0,9,5.533727
296.0,14,5.543874
188.0,9,5.554471
220.0,9,5.561471
189.0,9,5.567471
158.0,7,5.573471
348.0,21,5.593171
195.0,11,5.602172
199.0,12,5.610171
225.0,11,5.619171
361.0,20,5.63868
122.0,7,5.643848
277.0,17,5.655526
313.0,17,5.669279
222.0,13,5.685631
334.0,17,5.699769
212.0,11,5.707577
219.0,12,5.716806
303.0,16,5.733707
327.0,15,5.74873
187.0,10,5.756782
207.0,9,5.764076
193.0,9,5.776976
100.0,6,5.782111
147.0,9,5.788317
311.0,18,5.801916
132.0,15,5.818571
352.0,19,5.831895
185.0,13,5.842175
218.0,9,5.851129
126.0,9,5.863213
343.0,18,5.87591
214.0,10,5.884147
386.0,18,5.900983
155.0,9,5.908983
236.0,14,5.918983
557.0,28,5.943728
125.0,6,5.948236
229.0,16,5.959702
302.0,17,5.971943
204.0,10,5.983625
229.0,11,5.996679
207.0,13,6.009138
187.0,10,6.016953
200.0,9,6.022482
261.0,17,6.042138
149.0,8,6.048651
316.0,17,6.061413
230.0,12,6.070901
297.0,15,6.087829
226.0,12,6.096926
180.0,9,6.102926
108.0,6,6.107926
228.0,9,6.123854
242.0,14,6.134858
234.0,12,6.141858
166.0,10,6.149442
164.0,11,6.156546
266.0,16,6.173153
276.0,15,6.185435
250.0,13,6.194345
125.0,6,6.199818
89.0,10,6.214196
293.0,16,6.226369
117.0,10,6.23347
201.0,11,6.241987
324.0,16,6.262771
144.0,13,6.272232
222.0,11,6.280232
258.0,14,6.290232
202.0,10,6.305731
214.0,10,6.323846
275.0,15,6.335849
327.0,18,6.354079
310.0,15,6.366455
130.0,6,6.371572
252.0,15,6.383023
341.0,18,6.400523
215.0,12,6.408522
401.0,22,6.424182
242.0,12,6.437742
145.0,8,6.443741
205.0,17,6.455256
255.0,12,6.465445
251.0,11,6.473602
389.0,30,6.499157
326.0,21,6.517911
208.0,15,6.532056
142.0,6,6.53706
204.0,11,6.54506
248.0,12,6.553574
160.0,7,6.564818
242.0,12,6.574172
319.0,18,6.58703
160.0,11,6.595886
191.0,11,6.608773
218.0,10,6.617219
378.0,17,6.630374
210.0,13,6.639148
189.0,9,6.651603
210.0,9,6.657713
300.0,19,6.674935
229.0,11,6.684946
243.0,10,6.70188
289.0,17,6.714875
239.0,12,6.723818
222.0,12,6.732545
306.0,17,6.753275
238.0,9,6.760275
279.0,13,6.769275
303.0,16,6.781591
269.0,14,6.796793
249.0,13,6.806793
168.0,16,6.817794
167.0,11,6.831383
108.0,6,6.836388
287.0,14,6.846388
299.0,14,6.8549
223.0,12,6.863898
167.0,9,6.875662
177.0,14,6.886662
158.0,8,6.892662
205.0,10,6.900662
424.0,20,6.920664
163.0,7,6.926078
213.0,10,6.933912
279.0,16,6.945107
297.0,14,6.962269
284.0,15,6.970387
192.0,12,6.979766
273.0,14,6.989906
362.0,20,7.009118
211.0,10,7.017118
346.0,17,7.029367
172.0,9,7.041572
239.0,10,7.049081
202.0,10,7.057086
238.0,11,7.065086
192.0,8,7.075084
445.0,24,7.100468
194.0,16,7.1117
169.0,9,7.118037
263.0,13,7.13307
260.0,17,7.14525
363.0,15,7.155868
207.0,10,7.162116
286.0,17,7.179645
359.0,24,7.196072
152.0,10,7.204259
98.0,8,7.216083
216.0,11,7.224083
285.0,14,7.235087
307.0,14,7.245247
180.0,10,7.256793
160.0,6,7.261792
404.0,24,7.277792
210.0,12,7.286793
323.0,17,7.303863
197.0,11,7.311862
300.0,14,7.322863
222.0,11,7.330862
121.0,7,7.343022
170.0,6,7.348112
143.0,7,7.353069
214.0,12,7.362184
230.0,12,7.371231
310.0,16,7.390563
132.0,6,7.398562
172.0,9,7.405732
203.0,9,7.412732
241.0,13,7.424022
178.0,10,7.437001
297.0,14,7.446161
177.0,11,7.45377
208.0,10,7.462275
220.0,9,7.468419
268.0,11,7.485605
240.0,12,7.496571
112.0,10,7.505866
216.0,14,7.517241
125.0,10,7.530778
150.0,9,7.537121
308.0,14,7.547368
217.0,9,7.554045
307.0,16,7.571307
270.0,12,7.580307
132.0,6,7.585706
414.0,26,7.603399
190.0,12,7.618159
336.0,18,7.633505
220.0,13,7.649014
294.0,19,7.669588
349.0,17,7.689069
290.0,13,7.70041
227.0,11,7.71857
180.0,10,7.727611
252.0,13,7.738643
336.0,17,7.751377
299.0,13,7.770944
178.0,9,7.777647
187.0,11,7.786371
157.0,10,7.79378
207.0,10,7.802943
299.0,15,7.822409
145.0,8,7.82841
264.0,13,7.838414
173.0,12,7.846414
155.0,9,7.86204
387.0,18,7.874039
171.0,12,7.886038
187.0,9,7.893509
284.0,14,7.909466
191.0,14,7.919466
165.0,9,7.926466
142.0,11,7.934701
119.0,7,7.940783
257.0,13,7.956256
282.0,13,7.96628
166.0,8,7.97228
258.0,19,7.98628
421.0,25,8.008947
207.0,11,8.016947
230.0,11,8.024947
182.0,8,8.037037
213.0,18,8.049037
310.0,16,8.0611
125.0,6,8.065155
431.0,26,8.087917
324.0,16,8.098917
146.0,9,8.104917
244.0,14,8.120228
168.0,11,8.128482
269.0,14,8.139063
107.0,5,8.143121
223.0,11,8.151334
235.0,13,8.166029
305.0,16,8.178185
199.0,11,8.186185
198.0,9,8.193185
290.0,12,8.206937
329.0,26,8.226297
286.0,17,8.244344
246.0,15,8.256022
134.0,8,8.262203
448.0,31,8.292622
205.0,11,8.30434
205.0,12,8.317882
253.0,12,8.328501
239.0,15,8.34618
267.0,11,8.353871
163.0,10,8.361462
169.0,8,8.368654
282.0,12,8.377783
143.0,12,8.391939
285.0,17,8.404186
188.0,9,8.410781
175.0,13,8.419601
260.0,14,8.434788
306.0,16,8.446865
339.0,16,8.457363
249.0,17,8.474819
416.0,19,8.489151
168.0,9,8.495768
210.0,9,8.502379
214.0,11,8.515589
175.0,8,8.522334
350.0,18,8.534442
270.0,17,8.551418
283.0,16,8.56459
187.0,10,8.572309
359.0,19,8.584449
150.0,7,8.595454
187.0,9,8.60231
178.0,10,8.611191
301.0,17,8.623416
212.0,11,8.636938
328.0,20,8.650784
230.0,11,8.659606
334.0,17,8.678456
212.0,13,8.688481
358.0,20,8.703959
341.0,17,8.721591
290.0,16,8.732835
300.0,14,8.744228
62.0,9,8.751417
132.0,9,8.759695
372.0,22,8.779523
271.0,13,8.789802
142.0,11,8.797501
206.0,13,8.898187
292.0,14,8.909188
162.0,10,8.916187
212.0,12,8.925187
219.0,12,8.93944
179.0,13,8.949589
196.0,9,8.956102
374.0,19,8.971102
330.0,16,8.987497
127.0,8,8.995497
216.0,10,9.003632
360.0,20,9.025718
251.0,19,9.047538
222.0,11,9.057086
156.0,6,9.061493
345.0,17,9.081411
142.0,6,9.086411
338.0,21,9.101891
133.0,9,9.108566
171.0,13,9.127206
208.0,12,9.136405
314.0,15,9.14757
210.0,9,9.153583
176.0,14,9.172059
193.0,12,9.180595
415.0,21,9.195883
215.0,11,9.204047
190.0,10,9.217315
287.0,14,9.228849
154.0,8,9.235048
245.0,12,9.245118
241.0,13,9.258054
451.0,28,9.278491
179.0,11,9.286738
211.0,10,9.299067
363.0,18,9.313443
193.0,9,9.321562
90.0,5,9.325561
239.0,14,9.335562
426.0,21,9.356852
174.0,9,9.364571
162.0,13,9.373336
300.0,17,9.392175
127.0,9,9.401554
159.0,10,9.411816
176.0,10,9.419309
186.0,9,9.426396
212.0,12,9.440095
202.0,10,9.447227
179.0,11,9.455892
217.0,19,9.470078
281.0,13,9.485786
333.0,17,9.498295
162.0,9,9.505419
313.0,18,9.524614
188.0,9,9.530613
221.0,14,9.542153
205.0,9,9.548241
192.0,8,9.557801
156.0,11,9.574722
180.0,6,9.579722
358.0,19,9.591985
276.0,13,9.602589
185.0,9,9.613598
229.0,13,9.623768
207.0,12,9.632841
195.0,9,9.638846
274.0,15,9.654978
184.0,9,9.662143
163.0,9,9.670198
185.0,8,9.677591
277.0,11,9.685747
222.0,11,9.699265
228.0,14,9.708875
336.0,16,9.721157
195.0,9,9.728153
153.0,9,9.734154
524.0,32,9.7621
299.0,17,9.77467
264.0,12,9.789811
295.0,16,9.800811
139.0,8,9.806812
143.0,9,9.813812
257.0,13,9.829766
166.0,10,9.837092
291.0,18,9.850271
125.0,6,9.854782
253.0,14,9.868973
246.0,11,9.877091
163.0,10,9.884447
188.0,16,9.897799
237.0,14,9.91146
209.0,9,9.917461
232.0,14,9.928461
140.0,8,9.938519
209.0,12,9.947022
281.0,15,9.966472
132.0,9,9.977473
225.0,12,9.989753
241.0,11,9.997865
187.0,10,10.011859
155.0,9,10.019076
183.0,8,10.025251
250.0,15,10.03546
228.0,10,10.042673
347.0,16,10.060553
247.0,12,10.069876
229.0,12,10.079034
267.0,12,10.089262
286.0,16,10.10658
189.0,12,10.115124
207.0,11,10.123239
181.0,11,10.130788
248.0,14,10.146341
179.0,9,10.152926
167.0,12,10.160288
129.0,6,10.164348
255.0,15,10.178855
232.0,14,10.188855
162.0,13,10.199468
314.0,20,10.219258
290.0,14,10.230803
185.0,9,10.237251
219.0,12,10.246048
165.0,12,10.255263
197.0,10,10.270804
172.0,9,10.277394
180.0,11,10.285194
94.0,6,10.290717
261.0,13,10.299678
610.0,34,10.332367
135.0,10,10.339075
157.0,9,10.353882
215.0,9,10.360882
184.0,13,10.371279
196.0,17,10.384388
283.0,14,10.405576
187.0,14,10.416211
297.0,15,10.427356
185.0,10,10.434357
303.0,16,10.450916
271.0,15,10.46243
148.0,9,10.46843
225.0,12,10.47743
392.0,25,10.499956
236.0,16,10.513132
165.0,10,10.519448
148.0,9,10.531284
188.0,11,10.539923
213.0,16,10.550881
115.0,6,10.555799
195.0,10,10.562431
162.0,10,10.577894
155.0,9,10.585433
331.0,19,10.599675
94.0,6,10.604747
277.0,14,10.62124
173.0,12,10.632407
220.0,13,10.640642
155.0,9,10.647761
179.0,9,10.655382
487.0,26,10.682853
220.0,11,10.692294
343.0,18,10.712184
372.0,20,10.72446
314.0,17,10.737862
298.0,18,10.754956
172.0,9,10.761037
244.0,15,10.775112
249.0,15,10.787536
230.0,18,10.805686
180.0,10,10.813902
137.0,8,10.820261
192.0,9,10.828405
311.0,17,10.845043
193.0,9,10.851221
138.0,9,10.858865
208.0,15,10.868209
202.0,12,10.881305
212.0,10,10.889446
222.0,11,10.89666
134.0,9,10.903756
108.0,6,10.908919
177.0,11,10.922798
190.0,10,10.930031
214.0,13,10.939229
222.0,10,10.947953
269.0,11,10.956568
215.0,12,10.97125
99.0,8,10.977336
369.0,18,10.990788
211.0,10,10.997891
198.0,11,11.011667
200.0,11,11.020704
274.0,16,11.033967
147.0,10,11.041189
250.0,14,11.056064
484.0,28,11.075482
139.0,11,11.084048
377.0,20,11.107355
119.0,7,11.111722
287.0,15,11.122734
112.0,9,11.129734
214.0,11,11.144605
272.0,14,11.154238
223.0,12,11.163809
311.0,19,11.184844
212.0,16,11.1983
460.0,25,11.21662
289.0,14,11.235162
168.0,8,11.240645
275.0,13,11.250905
213.0,13,11.260223
161.0,9,11.266013
162.0,9,11.281355
169.0,12,11.289472
278.0,14,11.300009
142.0,10,11.308144
239.0,12,11.322506
318.0,15,11.334298
217.0,12,11.341924
172.0,9,11.347501
218.0,12,11.364913
200.0,9,11.37204
308.0,16,11.384244
134.0,9,11.391285
47.0,3,11.394285
260.0,11,11.409856
346.0,16,11.421415
207.0,10,11.429595
348.0,18,11.44072
162.0,9,11.453737
132.0,8,11.459249
179.0,9,11.465248
184.0,11,11.473029
160.0,9,11.480776
194.0,11,11.49718
157.0,9,11.507875
181.0,11,11.516841
295.0,12,11.525705
166.0,10,11.53335
266.0,14,11.552761
228.0,10,11.559419
346.0,17,11.572609
205.0,11,11.581289
269.0,14,11.600845
228.0,12,11.611845
155.0,9,11.617845
152.0,9,11.624995
257.0,14,11.640926
392.0,23,11.656721
257.0,11,11.664722
166.0,10,11.674232
363.0,19,11.694826
115.0,6,11.70126
205.0,12,11.709589
237.0,13,11.718589
241.0,14,11.731889
328.0,17,11.743893
302.0,15,11.757286
291.0,16,11.775306
147.0,11,11.782306
172.0,9,11.789306
246.0,11,11.798306
190.0,10,11.810596
197.0,10,11.818596
180.0,10,11.826595
300.0,16,11.837892
286.0,14,11.856044
331.0,19,11.870906
342.0,17,11.883532
402.0,19,11.903513
421.0,18,11.916924
244.0,13,11.926167
280.0,14,11.941122
320.0,16,11.953122
360.0,16,11.963636
275.0,12,11.972636
284.0,13,11.986167
266.0,13,11.995167
150.0,7,12.004401
261.0,15,12.017837
237.0,13,12.033657
125.0,10,12.040662
171.0,9,12.0501
187.0,10,12.062266
161.0,10,12.076529
209.0,12,12.100609
290.0,15,12.124544
416.0,20,12.151757
105.0,9,12.175791
193.0,9,12.190379
140.0,7,12.199444
353.0,24,12.228436
253.0,16,12.257334
286.0,24,12.278471
224.0,14,12.28947
162.0,9,12.302764
253.0,16,12.313486
212.0,11,12.321586
444.0,22,12.343889
266.0,14,12.354486
284.0,16,12.367781
225.0,13,12.376852
425.0,23,12.401246
141.0,9,12.413622
204.0,10,12.422621
176.0,10,12.430621
167.0,9,12.442662
199.0,10,12.451151
180.0,10,12.457889
336.0,18,12.473025
159.0,10,12.488373
160.0,9,12.494517
213.0,10,12.501886
254.0,12,12.511471
162.0,9,12.517604
462.0,29,12.544608
217.0,9,12.553109
246.0,13,12.562412
309.0,16,12.580051
144.0,9,12.586049
259.0,14,12.597462
235.0,10,12.604461
403.0,23,12.625996
422.0,21,12.641451
274.0,14,12.656451
231.0,11,12.665184
402.0,26,12.685416
157.0,14,12.701405
330.0,18,12.714697
141.0,9,12.72372
374.0,21,12.745145
242.0,14,12.755282
294.0,15,12.766382
148.0,9,12.773057
273.0,15,12.790339
250.0,12,12.799421
283.0,16,12.810421
256.0,10,12.821
174.0,10,12.834015
201.0,10,12.84202
345.0,18,12.85502
251.0,15,12.865163
155.0,9,12.880179
179.0,9,12.887292
227.0,13,12.895898
141.0,9,12.903046
260.0,11,12.910279
150.0,10,12.9242
224.0,13,12.933274
149.0,9,12.94066
245.0,10,12.947762
167.0,16,12.964056
315.0,16,12.976434
199.0,13,12.985654
236.0,11,12.994801
165.0,9,13.006001
182.0,11,13.014113
208.0,11,13.02311
361.0,17,13.03611
204.0,10,13.050036
269.0,12,13.058548
281.0,14,13.070071
257.0,13,13.079601
396.0,18,13.097683
372.0,20,13.112126
101.0,6,13.127864
179.0,9,13.134863
275.0,17,13.153368
342.0,15,13.164212
210.0,10,13.172032
270.0,17,13.192005
157.0,9,13.199005
177.0,11,13.208005
172.0,9,13.214005
570.0,30,13.242406
172.0,9,13.249406
380.0,21,13.270329
163.0,8,13.279598
303.0,13,13.28978
498.0,27,13.308275
270.0,14,13.32453
205.0,9,13.331691
230.0,12,13.340886
284.0,15,13.352301
257.0,14,13.369092
171.0,12,13.377266
286.0,13,13.385408
196.0,9,13.392489
228.0,11,13.410644
135.0,9,13.417644
261.0,13,13.427644
317.0,18,13.440647
346.0,15,13.45532
242.0,10,13.462325
236.0,11,13.470444
238.0,13,13.480177
318.0,16,13.496902
188.0,12,13.504902
402.0,20,13.517901
113.0,10,13.524902
168.0,8,13.536557
395.0,19,13.552279
217.0,14,13.562052
247.0,10,13.568487
324.0,14,13.585058
358.0,20,13.599085
157.0,9,13.606084
161.0,7,13.611084
198.0,11,13.62416
356.0,20,13.639185
282.0,14,13.653189
204.0,17,13.671795
238.0,10,13.680795
201.0,12,13.689795
157.0,9,13.696795
273.0,13,13.711656
256.0,14,13.721799
143.0,9,13.727795
383.0,19,13.742664
219.0,16,13.762842
228.0,10,13.771339
503.0,28,13.796071
376.0,18,13.811149
153.0,12,13.820148
248.0,13,13.830148
127.0,9,13.841456
215.0,9,13.848956
188.0,9,13.856529
300.0,15,13.86867
276.0,14,13.883511
305.0,19,13.898316
148.0,9,13.904883
258.0,13,13.913611
257.0,17,13.930842
280.0,14,13.942742
362.0,22,13.958908
379.0,18,13.977728
373.0,20,13.991039
284.0,20,14.011326
198.0,11,14.020326
263.0,11,14.028326
224.0,12,14.036839
223.0,10,14.044664
162.0,9,14.060847
229.0,13,14.070174
234.0,11,14.078174
186.0,11,14.086414
201.0,11,14.102121
147.0,9,14.108121
340.0,17,14.120121
165.0,9,14.127121
258.0,22,14.146693
425.0,22,14.162207
375.0,21,14.181516
511.0,36,14.205213
192.0,9,14.211644
110.0,7,14.224472
